,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,pDC
Cpb1,0.11771198485439165,0.44224560349205566,0.0,0.6377012172432657,0.0014465827645234132,0.2799572043591872,0.006798983986231893,0.5417222029431118,0.26774809793616694,0.0
Cpe,0.3506490554387304,0.12467995027498992,0.0,0.744304232387671,0.07198067468790728,0.14667009823403113,0.0024823008977467335,0.231035387031471,0.25676878885373294,0.0
Cpeb1,0.8947921720579091,0.11114594238686891,0.0,0.6632044957464078,0.09009828877469535,0.14667009823403113,0.08870363098859413,0.8736115036634403,0.3803079569845692,0.0
Cpne3,0.03523045577009396,0.03416100846220288,0.0,0.6279017524720149,0.10322984464064532,0.2799572043591872,0.013969208772938113,0.00032292504758949013,0.640503850631496,0.0
Cpne5,0.3301736293567742,0.24207367630549761,0.0,0.5652073423176294,0.15157031123584871,0.2799572043591872,0.019144355798825615,0.821992315368512,0.07956173419815767,0.0
Cpz,0.2599670327929378,0.27358062961485485,0.0,1.0,0.004857789992914849,0.06540556589897925,0.1385486873286405,0.7809398032102568,0.40393178820100517,0.0
Crb3,0.060416643162080744,0.14568923387231206,0.0,0.7332554196244587,0.010624705231657781,0.06540556589897925,0.03477800514299434,0.7223445868594641,0.15083573583091792,0.0
Creb3l1,0.7537231499196004,0.1967920361200905,0.0,0.5674017096165567,6.9888039202083236e-09,0.14667009823403113,0.00034454336214876177,0.4841012500011206,0.2799000538817804,0.0
Creb3l2,0.013631334898576814,0.6132506495779415,0.0,0.39315266777983215,2.0821256462163124e-05,0.2799572043591872,0.00013257574616149095,0.9006528042910376,0.6630380102831217,0.0
Crebrf,0.9487579633270015,0.6367442140801969,0.0,0.37738711702170913,0.07946107827816828,0.2799572043591872,0.00945001192022103,0.5112592264677565,0.13965773944677953,0.0
Crip1,1.8718835139079935e-06,0.09088851410255525,0.0,0.5135946860244563,0.011151291871917515,0.14667009823403113,2.195218270100519e-06,0.9999999999999964,0.07379356135335069,0.0
Crisp1,9.235872554232498e-05,0.12467995027498992,0.0,0.48633855351153543,0.43761672183811307,0.14667009823403113,0.010322096433515915,0.3171573476466574,0.9608997608513983,0.0
Crispld1,0.09209478445265573,0.0323765143789059,0.0,0.4079939024935699,0.1298205580034692,0.2799572043591872,0.02221054572441702,0.2034386620151533,0.2541763925782692,0.0
Crispld2,0.7517127157098354,0.18683399350989918,0.0,0.43738220227232694,0.009772462921934441,0.14667009823403113,0.00017822568284350134,0.24343679999880352,0.38934183443305215,0.0
Crtac1,0.08648206090598284,0.31040732741198357,0.0,0.8705019185564998,0.08309448296511357,0.14667009823403113,0.009258240225021976,0.7529616555502167,0.03025597883004616,0.0
Cryaa,0.382982075001868,0.17187235166224996,0.0,0.8656084606795993,0.05033705474224665,0.06540556589897925,0.014254406550690851,0.2881427107594133,0.20066185621094418,0.0
Crybb1,0.3376863367447388,1.0,0.0,0.18524407356326206,0.10742211654966716,0.14667009823403113,0.014625784823994778,0.7091042501690195,0.07252026723334393,0.0
Csf1,1.1770656379561468e-05,0.055326337740099485,0.0,0.40799390249356937,0.6527061326334672,0.14667009823403113,0.007517488220591986,0.3958977194790637,0.2809046549739136,0.0
Csf1r,0.03274486502372039,0.3983609043461408,0.0,0.513594686024456,0.3286910180738174,0.06540556589897925,6.01368416876563e-05,0.0030182319991078695,0.2785955974295673,0.0
Csf2,0.23146863401774934,0.22020452219346576,0.0,1.0,0.008222665941359274,0.2799572043591872,5.7525841195260274e-05,0.7193315336261246,0.05545585036895845,0.0
Csf2rb,2.6199795102636718e-11,0.3457923062995715,0.0,0.39315266777983215,0.00023104731106342815,0.2799572043591872,1.1186500556157832e-05,0.019253607873569945,0.0004277917144951174,0.0
Csf2rb2,1.4138797862600108e-10,0.03237651437890585,0.0,0.06831803603401668,0.0002904764092267418,0.06540556589897925,9.309163459953961e-08,0.036721189563507714,7.829736648008884e-05,0.0
Csf3r,0.023278621562909014,0.3432895832111098,0.0,1.0,0.053195311596339105,0.2799572043591872,0.07724579918627313,0.7620498153511324,0.22335410000001021,0.0
Csn1s2a,0.38787036824038235,0.4925354334365877,0.0,0.61285261625958,0.288773606476777,0.2799572043591872,0.019797280474368788,0.840138195520721,0.041461824115961686,0.0
Csn2,0.2628287202223875,0.026357392875900974,0.0,0.21579527447071767,0.12319754239497814,0.2799572043591872,0.015973683191484764,0.932709603957689,0.14946234495137692,0.0
Csprs,0.6543621250563034,0.14104888703427865,0.0,0.14256214393691571,0.3267148984358381,0.2799572043591872,0.04637257919073007,0.668527136377973,0.1994007479471472,0.0
Csrp3,0.8445917792889401,0.3133275167968574,0.0,0.7580489245682419,0.0006246927687154776,0.3419256513503085,3.976673323644913e-05,0.30129146130558904,0.1941439842509316,0.0
Cst3,0.09910747578176168,0.42148622579951445,0.0,0.4079939024935699,0.2391760068576452,0.14667009823403113,0.024388988897058206,0.5354132693474096,0.09381536804857785,0.0
Cstb,0.1410738752562088,0.08490796802537716,0.0,1.0,0.13302949295112435,0.14667009823403113,0.27736095807992167,0.4793746105071406,0.2732741840296451,0.0
Ctla2a,4.135152552921923e-06,0.0006549465043653597,0.34343639613791355,0.8734951596088892,3.742955708537096e-05,0.2799572043591872,1.5925152669243522e-07,0.5852715175446296,0.5437628687430346,0.0
Ctla2b,0.05922474655014424,0.09865104217758121,0.0,0.4833901861771789,0.0002200558533036255,0.4702547207669704,2.171295275042981e-05,0.4132507155172309,0.45846435291968757,0.0
Ctnnd2,0.07336100072857198,0.1967920361200905,0.0,0.3008048254828541,0.016744758962899602,0.14667009823403113,0.3117457279898164,0.8287377454924304,0.6032651673941052,0.0
Ctr9,0.18802235173597712,0.37245279607829374,0.0,0.357941153687814,0.002602063911178823,0.14667009823403113,0.0017438812672965862,0.23061387110502632,0.020251909380951352,0.0
Ctsa,0.40731330981639136,0.1951376841395315,0.0,0.8561557560851356,0.021757635893846522,0.2799572043591872,0.0957380955979708,0.9197442412279084,0.5714266329948459,0.0
Ctsb,0.35216662070068494,0.15685383683381712,0.0,0.7244970142021083,0.05305860506416526,0.14667009823403113,0.9150982513492762,0.08943896479718985,0.4743610022532435,0.0
Ctsc,0.006038145380061082,0.59108381258352,0.0,0.43508235221245817,0.0022626685281364007,0.14667009823403113,3.2614756606529035e-09,1.6806654465061275e-06,4.168056099837402e-05,0.0
Ctsd,5.605540428431925e-06,0.0143964963688264,0.0,0.43508235221245783,0.035028714050096395,0.14667009823403113,6.40416861838845e-06,0.056172904731308364,0.08611237660050455,0.0
Ctse,0.06572342082468902,0.773710203098199,0.0,0.4977135992625432,0.24027639010002563,0.2799572043591872,0.0016167183772530184,0.8194291220493284,0.2223434799629612,0.0
Ctsf,0.13517108489530474,0.03575061840637875,0.0,0.8776342836254065,0.32727674044864496,0.14667009823403113,0.07707724873885528,0.6438444932384588,0.2618672215434596,0.0
Ctsg,0.036151228555908556,0.8179862940384244,0.0,0.6519627916995834,0.14513435968154695,0.14667009823403113,1.819968347286575e-07,5.468496531880671e-09,0.04960592833175815,0.0
Ctsh,0.22314420709101712,0.6132506495779416,0.0,0.5234577240070271,0.030272291557594255,0.14667009823403113,0.1727106900724096,0.050888818812610016,0.8445783879006012,0.0
Ctsk,0.7856432821044337,0.3432895832111098,0.0,1.0,0.05629350345122905,0.14667009823403113,0.012733322411760024,0.4514516695950753,0.26009562071127046,0.0
Ctsl,0.5692337682680375,0.2164605184253504,0.0,0.78015090064943,0.010265784451182943,0.14667009823403113,0.9035339505915688,0.16834153186174433,0.9790182931566511,0.0
Ctss,0.7884223691825,0.636744214080197,0.0,0.8518259063621392,0.2438341423550102,0.14667009823403113,0.08683405376198484,0.04491975168947024,0.7862176838783442,0.0
Ctsw,0.04399824849112177,0.17187235166224993,0.0,0.4590887014540549,0.08543876817276576,0.2799572043591872,0.008360277429392009,0.6793368715289674,0.12141324713249337,0.0
Ctxn1,0.39750164478426253,0.4318176432047982,0.0,0.3279363207597067,0.07655098229782677,0.14667009823403113,0.04019308890818454,0.5216818013725081,0.09006486501082892,0.0
Cx3cl1,0.5922254604071797,0.34442835813091555,0.0,0.42195247044703943,0.16418639703088275,0.2799572043591872,0.01427729469064506,0.6952662347117953,0.17746378681836475,0.0
Cxcl1,0.6344891252771419,0.017933938175428956,0.0,0.5799248888092695,0.008986826045452383,0.2799572043591872,0.0015490092792608931,0.16445616518375988,0.7334809083840675,0.0
Cxcl10,0.0670485723453271,0.9999999999999997,0.0,0.5652073423176298,0.9311174752990636,0.2799572043591872,0.11904261263747778,0.06571864785445343,0.5212189407279986,0.0
Cxcl11,0.21081531942302215,0.34442835813091555,0.0,0.7641707896398542,0.38627117181275983,0.14667009823403113,0.006817596026347649,0.525201776521024,0.06111071589236814,0.0
Cxcl16,0.06812032621954603,0.2164605184253504,0.0,0.5004560698888758,0.2524291890334217,0.14667009823403113,0.3757137671252875,0.41278298616036324,0.7755573545553677,0.0
Cxcl2,0.6038934197225981,0.07757018217648373,0.0,0.8859452840799149,0.017103285732789682,0.2799572043591872,0.004436158520691144,0.31415642014560574,0.6941946108888157,0.0
Cxcl3,0.743560915558437,0.17646429213446208,0.0,0.4219524704470391,0.18663662817023463,0.2799572043591872,0.05798996081411631,0.9013491572833648,0.34267052316657287,0.0
Cxcl9,0.09950027400680003,0.47800921236627236,0.0,0.8561557560851356,0.04925469915041382,0.14667009823403113,0.07889078321668276,0.7672752394899963,0.23455719102795944,0.0
Cxcr2,4.6329074753693173e-08,0.21285665591051672,0.0,0.09746180405476616,1.0,0.14667009823403113,0.00012085568325120855,0.5892607764763471,0.5358121015680257,0.0
Cxcr5,0.012338173150742029,0.4935433168177443,0.0,0.7280947214399629,0.05351714373443306,0.14667009823403113,0.02737004115328189,0.2505812947365408,0.27912866804643927,0.0
Cxcr6,0.0022419729254774703,0.27464064601429655,0.0,0.8734951596088892,0.018941117986911647,0.14667009823403113,0.08381911680038262,0.16591214106082788,0.6292447072262861,0.0
Cxxc5,0.08384493066194865,0.4246456908407521,0.0,0.20958159226295958,0.07435005647585514,0.06540556589897925,0.0017414642035140013,0.7697231464486807,0.004349120734919524,0.0
Cyba,0.4908488315309554,0.17646429213446208,0.0,0.3773871170217089,0.22237027950834815,0.14667009823403113,0.0010940595630734224,5.4292017188306e-05,0.35992699394549343,0.0
Cybb,0.016471353133121522,0.008298203871476242,0.0,0.3430780927322822,0.30814771636669325,0.14667009823403113,0.16725901481038263,1.8785978603048972e-05,0.052583876095874595,0.0
Cyfip2,0.46997952142938393,0.11226232762049813,0.0,0.18524407356326228,0.04514628211550607,0.2799572043591872,0.0001125249939076626,0.04888504642588389,0.22372565733762553,0.0
Cyp11a1,1.488756226566657e-08,0.3983609043461408,0.0,0.2814573857893513,0.0017758355348932026,0.06540556589897925,2.3978822771068127e-07,0.5651528116923434,0.00027129756673482236,0.0
Cyp1a2,0.3630616634450117,0.24680010511933345,0.0,0.5799248888092694,0.09445867795763593,0.14667009823403113,0.009151171918420981,0.509624060348338,0.1413758293025985,0.0
Cyp26b1,0.3183230098135271,0.11226232762049831,0.0,0.8656084606795994,0.016097834725409623,0.14667009823403113,0.0086818238427884,0.7333108930106793,0.16259731825772844,0.0
Cyp2a5,0.3440661682794731,0.37245279607829374,0.0,1.0,0.02188284749152728,0.06540556589897925,0.010427146410189896,0.5620085358269771,0.2315673749995551,0.0
Cyp2b19,0.3013738626882152,0.26245838553437667,0.0,0.3931526677798318,0.22740170545849997,0.14667009823403113,0.004768945578307931,0.9656864395302143,0.04817078442609846,0.0
Cyp2j6,0.12335015305846785,0.15139962639406604,0.0,0.7280947214399629,0.23020554022236442,0.14667009823403113,0.02346423886817026,0.8262451051121829,0.05018033619645896,0.0
Cyp2j9,0.11542932084157803,0.055326337740099416,0.0,0.744304232387671,0.024114228674801407,0.14667009823403113,0.02837599226092955,0.545899458091252,0.21793239365735428,0.0
Cyp4a12a,0.807900032797844,0.025771408824950107,0.0,0.5110411866305125,0.07171865574088969,0.2799572043591872,0.007423121589453692,0.6341407104919783,0.25936312131750683,0.0
Cyp4a12b,0.3463680522030248,0.09088851410255525,0.0,0.7676359323443614,0.08057713775955146,0.2799572043591872,0.01378119470208044,0.43632218420497215,0.215732951619946,0.0
Cyp4a14,0.22129569186072012,0.055326337740099485,0.0,1.0,0.15111613245128416,0.2799572043591872,0.028443822538359826,0.8623533174344671,0.10624839482501439,0.0
Cyp4f18,0.002946627440967304,0.22020452219346603,0.0,0.6338694012850277,0.567272477699714,0.14667009823403113,0.014523885020981498,0.9646313504995441,0.9585367431362848,0.0
Cyp7a1,0.07528600382509347,0.09088851410255525,0.0,0.4219524704470391,0.059418262403250405,0.2799572043591872,0.005091549126060711,0.3750846329023082,0.10950915868122052,0.0
Cysltr2,0.4173441054911674,0.80065454548225,0.0,0.8664604796331512,0.13380684335629134,0.2799572043591872,0.04940178101836628,0.8571140531931222,0.12030902186193591,0.0
D13Ertd608e,0.22199527230889912,0.15685383683381712,0.0,0.6519627916995834,0.2663947189591185,0.14667009823403113,0.0003474226833525404,0.14826724070159428,0.04867631141721076,0.0
D630024D03Rik,0.45549834373825215,0.42148622579951445,0.0,0.6173229691787215,0.03761864328692426,0.2799572043591872,0.005994455979328928,0.8805233349920729,0.036985658628012244,0.0
D630039A03Rik,0.325155516639244,0.5734303006675058,0.0,0.6189618753482206,0.1611665660586716,0.06540556589897925,0.007521183768371865,0.4539794972371921,0.1397220239967378,0.0
D930028M14Rik,0.12614563708789858,0.24680010511933345,0.0,0.7244970142021083,0.039949832728472814,0.2799572043591872,0.01338699994995639,0.5475847008962718,0.06303219424205958,0.0
D930048N14Rik,0.538700118302636,0.13639461728077307,0.0,0.4977135992625432,0.37779877894637215,0.2799572043591872,0.07775317554306042,0.538514887500946,0.5337840621327359,0.0
Dab2,0.3191752702575014,0.04497955704842704,0.0,0.7412797151076524,0.2983501412867919,0.06540556589897925,0.0024881859573337222,0.0008648710369680921,0.7414417937260529,0.0
Dach1,0.016471353133121612,0.011787679884193056,0.0,0.7554690768384485,0.25101585875346455,0.2799572043591872,5.103242882317081e-05,0.0004099004090832499,0.4599184679766207,0.0
Dact1,0.20817916403863734,0.27464064601429655,0.0,0.44744175342542547,0.07732196197944165,0.14667009823403113,0.012745289139224994,0.751076202017936,0.0635139284461781,0.0
Dapk2,0.17944030201220845,0.12467995027499006,0.0,0.8571849180925775,0.04929563180215761,0.2799572043591872,0.004211845574479778,0.4450743533755328,0.10241042522452347,0.0
Daxx,0.0463632066919479,0.0940206864380026,0.0,0.7188474904833388,0.19887452206824485,0.14667009823403113,0.32291044455380946,0.28697318405197475,0.08763656988997579,0.0
Dbndd1,0.9537798900126011,0.4925354334365877,0.0,0.48633855351153543,0.24801891623785888,0.14667009823403113,0.03981380688651823,0.8374476052419574,0.202929127899677,0.0
Dbp,0.25630480492192304,0.22020452219346603,0.0,0.5258390182334826,0.25027013108812085,0.06540556589897925,0.08324239417715948,0.754226982812,0.18409808818740891,0.0
Dcaf12l1,0.1427090284336864,0.08490796802537716,0.0,0.8664604796331512,0.1651666754527271,0.14667009823403113,0.003427350426100276,0.9373117776329878,0.042276892941501096,0.0
Dcstamp,0.30831072665021536,0.8439566475924218,0.0,0.8890360342830058,0.012999065023372516,0.14667009823403113,0.1448073357792187,0.641323953640702,0.6580471041372031,0.0
Ddc,0.03606654098383026,0.4644914874890361,0.0,0.4833901861771789,6.781894014510349e-09,0.06540556589897925,0.00020231216291364594,0.5740568220290785,0.037232158144473164,0.0
Ddhd1,0.19642029819416612,0.11892544802426093,0.0,0.36068261930807766,0.016094636692850068,0.14667009823403113,0.11453225824121048,0.39298324292141273,0.6066722911981128,0.0
Ddit4l,0.12153772692474102,0.2164605184253504,0.0,0.7188474904833388,0.12820542098617116,0.2799572043591872,0.005251837969170669,0.42640073835936787,0.11710372559452731,0.0
Ddn,0.36151842611869967,0.006374313129107226,0.0,0.5234577240070271,0.14831078078125726,0.14667009823403113,0.003590220458190578,0.5120711333348528,0.21431657653444308,0.0
Ddt,0.7449160743281691,0.7849517160581014,0.0,0.7188474904833388,0.10875210619651927,0.2799572043591872,0.8882103872093726,0.10807847873508322,0.49353002265476786,0.0
Ddx58,0.08672155988896632,0.2202045221934658,0.0,0.8518259063621392,0.8544082466863743,0.06540556589897925,0.20065477267279128,0.2239553034848968,0.02951794779352529,0.0
Dennd2a,0.12614563708789855,0.6883254861190506,0.0,0.4977135992625432,0.14046597268624134,0.14667009823403113,0.043416222448838346,0.6898490529098535,0.1354802068804459,0.0
Dennd5b,0.1160825165469965,0.09088851410255525,0.0,0.704353645972029,0.12013601904322051,0.06540556589897925,0.08699320989355228,0.9676605475114485,0.21310982412020654,0.0
Dgat2l6,0.10778987424453389,0.07119909775815933,0.0,0.7244970142021083,0.018894620247091595,0.14667009823403113,0.02726877439180639,0.4181317311124828,0.23303360480538238,0.0
Dgkb,0.17724923131557047,0.34442835813091555,0.0,0.8656084606795994,0.05125577376850857,0.14667009823403113,0.16778762949772627,0.8534557097054426,0.3357812200145198,0.0
Dhrs2,0.1618827900448249,0.36385937096505994,0.0,0.6552841890467647,0.02905837100370159,0.14667009823403113,0.04420292510283278,0.5340276694512538,0.0789299814475259,0.0
Dhrs3,0.05481688851985258,0.0011619651188263947,0.0,0.8697214829309522,0.05315620280263155,0.14667009823403113,0.001525606079744816,0.04445772931260624,0.5220758505656341,0.0
Dhrs9,0.11447312272886692,0.07119909775815933,0.0,0.5004560698888754,0.03573041160843963,0.14667009823403113,0.018866416478106496,0.8101368473260854,0.22667600802672883,0.0
Dhx58,0.013570569142954621,0.15062877226852667,0.0,0.8518259063621392,0.9179718048631179,0.14667009823403113,0.7641709231539536,0.3517738433936729,0.08029194007799177,0.0
Dio1,0.17577552810587965,0.22020452219346576,0.0,0.741279715107652,0.027692885574865326,0.2799572043591872,0.02036973379449019,0.5314349292277775,0.20840647307277566,0.0
Dio2,0.11431717207203447,0.31040732741198357,0.0,0.6338694012850277,0.019182597505940854,0.14667009823403113,0.00035359940806512045,0.009798035083429893,0.29819073036189786,0.0
Dkkl1,0.4469553562742541,0.4925354334365877,0.0,0.660099771260763,0.13758480457638633,0.06540556589897925,0.009499437006558111,0.7944899688727404,0.030024494296520873,0.0
Dlk1,0.004618963918896349,0.6367442140801969,0.0,0.643241789068699,0.24158330896210173,0.06540556589897925,0.0020189577254611925,0.19961365451947494,8.889068393197877e-05,0.0
Dlk2,0.21048520613373436,0.1568538368338176,0.0,1.0,0.11751262917534105,0.14667009823403113,0.018973313643112964,0.9335138856670667,0.08364609476218458,0.0
Dll1,0.38277610763597714,0.4644914874890361,0.0,0.6058711606874974,0.13402903157359458,0.14667009823403113,0.0725393709227763,0.7467970928741949,0.21719153043133735,0.0
Dll4,0.23230829184247037,0.1967920361200905,0.0,0.5110411866305125,0.10161185179049592,0.2799572043591872,0.11428418725255542,0.9265278276771366,0.39241847862682877,0.0
Dmd,0.8287219710403013,0.07398091179333775,0.0,0.8506869168237399,0.010573887352964684,0.14667009823403113,0.01753755047566031,0.8928126687140099,0.4159648400751741,0.0
Dmkn,0.0019871334557637664,0.4609898087462131,0.0,0.3931526677798318,0.3090402402524553,0.06540556589897925,0.11503714158398771,0.0013826404638309082,0.013295865565298324,0.0
Dmrt2,0.40640910831013055,0.21285665591051672,0.0,0.6058711606874971,0.10846570381977381,0.2799572043591872,0.030364251535274875,0.44487502116862476,0.229394731005902,0.0
Dmxl2,9.25116881902408e-06,0.6132506495779415,0.0,0.3419962602536377,0.2711716095946654,0.2799572043591872,0.005589387022717104,0.413660204287267,0.49263939171855753,0.0
Dnaic1,0.1197221162310353,0.3232349755309014,0.0,0.7086952593743079,0.07732196197944165,0.14667009823403113,0.005846651665678922,0.5247884425340772,0.06223086638627138,0.0
Dnajc28,0.03761682385112871,0.15685383683381743,0.0,0.744304232387671,0.12852706527115387,0.2799572043591872,0.033835508691740734,0.4718468937218461,0.20445905420910832,0.0
Dnajc7,0.41932794710354626,0.1410488870342788,0.0,0.8571849180925775,0.020074145865048517,0.2799572043591872,0.014114181577750252,0.7751589755106039,0.22068789500287844,0.0
Dnase1l3,0.13414355881330178,0.3432895832111098,0.0,0.8697214829309522,0.060287591489527746,0.14667009823403113,0.029313057220754078,0.18188519767454459,0.4169171940597802,0.0
Dnase2b,0.028480503357812922,0.27464064601429655,0.0,0.2814573857893513,0.014861259551571136,0.14667009823403113,0.0057749830574722345,0.618895969857779,0.952097855382352,0.0
Dnmbp,0.14578440719692548,0.19679203612009058,0.0,0.4079939024935696,0.21205000875967053,0.2799572043591872,0.04588719162862146,0.7702825596912368,0.09299930893645292,0.0
Dntt,0.3023092808809699,0.2624583855343762,0.0,0.5491966627261864,0.0025651287353007338,0.2799572043591872,0.005506810221902168,0.9999999999999964,0.2654081632384558,0.0
Dok2,0.04890771499243706,0.06635319066885252,0.0,0.5881723621693753,0.05629350345122928,0.14667009823403113,0.0013290118417668073,0.7978489377280368,0.313175548313057,0.0
Dok4,0.35967846454953545,0.3983609043461408,0.0,0.8808001307440989,0.19367576863658997,0.06540556589897925,0.005675625488974046,0.7226939071657186,0.08508596328008967,0.0
Dok7,0.6130639823958584,0.1246799502749897,0.0,0.71490186903486,0.4367569191202163,0.14667009823403113,0.16399253460082,0.9665222998863572,0.3006252439966621,0.0
Dopey2,0.8942619454271976,0.07757018217648373,0.0,0.5479633092445704,0.11042190903358437,0.14667009823403113,0.05779523435024553,0.8479716711569942,0.3766427377837137,0.0
Dpcr1,0.3806111102091767,0.6367442140801968,0.0,0.48633855351153543,0.09597514875453755,0.14667009823403113,0.028048588503178793,0.8427421570142668,0.11281382238496696,0.0
Dpep2,0.3013738626882152,0.4644914874890361,0.0,0.6279017524720153,0.09200512896011633,0.14667009823403113,0.3416514775992875,0.367945803616023,0.78131628306327,0.0
Dpf1,0.29664755794277947,0.17187235166225007,0.0,0.7972365522493854,0.2437570970936476,0.14667009823403113,0.12136637578435938,1.0,0.2671367127582287,0.0
Dpp4,0.04125413269352997,0.004567267358776176,0.0,0.7580489245682419,0.0032466573505563643,0.4702547207669704,0.002018596622624935,0.6586768860512962,0.017409633843555036,0.0
Dpy19l2,0.10378966435776597,0.1078958858708424,0.0,0.5135946860244563,0.19103268453559835,0.06540556589897925,0.06298450762609105,0.714955337160792,0.11904173886133533,0.0
Dpys,0.042106538114603874,0.03941444669806226,0.0,0.7244970142021083,0.28026951008471046,0.14667009823403113,0.10794877692762138,0.9667090327759585,0.1193059357281149,0.0
Drc7,0.24859164716233606,0.19513768413953148,0.0,0.8620405350877217,0.09701704920696791,0.14667009823403113,0.07679063547484312,0.8917287249743081,0.1450254099592882,0.0
Dscam,0.5004502044584356,0.3432895832111099,0.0,1.0,0.0805771377595518,0.4702547207669704,0.011789183119882909,0.7777820669122499,0.07361539568234436,0.0
Dstn,0.0016292525866370964,0.12206411688722502,0.0,0.4079939024935696,0.8040079062745017,0.14667009823403113,1.6890385559533608e-08,1.0802267295371139e-09,0.18404892227133895,0.0
Dtx3l,0.10066539568473061,0.3982350634202243,0.0,0.6058711606874971,0.09931664211935806,0.14667009823403113,0.2242296996137041,0.7948330452319241,0.3205918556619747,0.0
Duox2,0.3249565997751931,0.3983609043461408,0.0,0.5881723621693753,0.02508013081286957,0.14667009823403113,0.012885763375722649,0.6199640676856784,0.2965172261755273,0.0
Dusp1,0.15979917695374565,0.4422456034920559,0.0,0.7486587995498506,0.525895358993985,0.14667009823403113,0.10659953209686068,0.9370884288416201,0.6344158194185283,0.0
Dusp10,0.672436403417414,0.3432895832111099,0.0,0.6519627916995834,0.4881135583422571,0.2799572043591872,0.012130438929077031,0.5453983260248139,0.07576620259421203,0.0
Dusp6,1.960088694755721e-09,0.1568538368338176,0.0,0.2814573857893513,0.8018381934321837,0.2799572043591872,6.652115523811031e-05,0.96421522458849,0.08187952747674339,0.0
Dynlrb2,0.11893074258387798,0.062102063730983606,0.0,0.8742129905420486,0.026041603502806463,0.2799572043591872,0.003430693880800939,0.2528477687817654,0.3313659293984572,0.0
Dytn,0.5374785834580551,0.1951376841395314,0.0,0.5372701844159466,0.07732196197944122,0.14667009823403113,0.011420949840148976,0.4316049561445181,0.16114441011460762,0.0
E030042O20Rik,0.44842243663216597,0.6735737709861622,0.0,0.4711597061688805,0.200578403832827,0.06540556589897925,0.08994299206744537,0.4215594614927761,0.2521658443166879,0.0
E130102H24Rik,0.1868010881163467,0.09865104217758121,0.0,0.7280947214399629,0.06707059740486138,0.14667009823403113,0.0803406268067801,0.37529328010796514,0.6448664539386657,0.0
E230013L22Rik,0.4919225040230899,0.2164605184253504,0.0,0.4863385535115351,0.03137719762682132,0.06540556589897925,0.02587357722454392,0.7499553036802697,0.12474600299821735,0.0
E230025N22Rik,0.5638476801598292,1.0,0.0,1.0,0.19714416240542657,0.14667009823403113,0.029469083781608032,0.7168222800997865,0.2188262758295557,0.0
E330020D12Rik,0.9520712388264404,0.19679203612009066,0.0,0.77820103504878,0.03621801817006717,0.14667009823403113,0.00039497115110485414,0.6241172390250673,0.06641639889802457,0.0
Ear1,0.03423999704698127,0.07780759735844552,0.0,1.0,0.9279448587369875,0.3419256513503085,0.007162579768330964,0.480911749671325,0.18263767738523481,0.0
Ear2,0.5555345633533453,0.025771408824950128,0.0,0.6058711606874971,0.16673993950039487,0.14667009823403113,0.008769173144101482,0.9684809777616865,0.1431593186513466,0.0
Ear6,0.23317317542520868,0.0031448468622350245,0.0,0.71490186903486,0.39598561108266406,0.14667009823403113,0.003903054690616021,0.10604619553705132,0.9999999999999976,0.0
Ebf1,0.9382487379976815,0.13639461728077307,0.0,1.0,0.2998692144674535,0.4702547207669704,0.0598197594684695,0.5492565975507175,0.4508273801274174,0.0
Ebf2,0.11243387932003025,0.06635319066885252,0.0,0.71490186903486,0.030447651285106903,0.06540556589897925,0.011253245378802554,0.425684057764237,0.14277453191628955,0.0
Edn1,0.5311140140262935,0.06979546110959352,0.0,0.3606826193080779,0.01012091840209359,0.2799572043591872,0.002070926085637107,0.08859412012900053,0.3135375990550202,0.0
Ednra,0.1434267465468913,0.17216366363706476,0.0,0.7086952593743079,0.03573041160843983,0.14667009823403113,0.18833503825972384,0.46683036283866275,0.6991847783519407,0.0
Eef1a1,0.4238697339512534,0.7652721530443818,0.0,0.8697214829309522,0.4061074928781785,0.2799572043591872,0.30026043878155256,0.0004870678244892318,0.0011500349761094607,0.0
Efhd2,0.873353099788113,0.30005103694516244,0.0,0.7730970315184025,0.056625605210069256,0.06540556589897925,0.26305668608443833,0.3545489160745696,0.34412966741622264,0.0
Efna1,0.33922124447353974,0.1246799502749897,0.0,0.4548511202195591,0.4098604632468048,0.06540556589897925,0.002853963605327807,0.8910734489854317,0.017778367506011906,0.0
Efna5,0.6668861012195915,0.034666198023561225,0.0,0.8776342836254065,0.012243954159556009,0.14667009823403113,0.0014209244374842958,0.9074556304232996,0.15257169120454198,0.0
Efnb2,0.5683192588790148,0.09088851410255525,0.0,0.14256214393691571,0.19887452206824463,0.14667009823403113,0.01590616428810039,0.7856596891486012,0.362673728125918,0.0
Egfem1,0.03193114866701915,0.3983609043461408,0.0,0.876971478644319,0.10164682648660803,0.14667009823403113,0.05046957692779479,0.6838081249993264,0.06820277931942512,0.0
Egfl7,0.2067681293550611,0.5380366305266966,0.0,0.3579411536878139,0.01899181218837309,0.14667009823403113,0.007517488220591986,0.43204156153389184,0.026312052651626703,0.0
Egflam,0.3343254744841151,0.18683399350989918,0.0,1.0,0.3175982115929419,0.06540556589897925,0.03580974028921095,0.0593350273923573,0.6779929876522984,0.0
Egln3,0.18680108811634671,0.9999999999999997,0.0,0.470078743132726,0.7432553741636585,0.06540556589897925,0.03176351128844969,0.8551639290044297,0.03832244007879926,0.0
