,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,pDC
2310016D23Rik,0.03483497599002954,0.07398091179333768,0.0,0.8518259063621392,0.1282054209861712,0.14667009823403113,0.1084563457607466,0.7163166441117348,0.1926106465475943,0.0
2310031A07Rik,0.35575560385513105,0.3432895832111098,0.0,0.5741878031620116,0.14886960230717264,0.14667009823403113,0.024055815105078707,0.597791475318143,0.15498942715324804,0.0
2310034C09Rik,0.3051423705105315,0.09402068643800258,0.0,0.6058711606874971,0.07056042499827646,0.14667009823403113,0.01757658166656379,0.17220169016075218,0.5524022920458647,0.0
2410006H16Rik,0.44661159832890074,0.8060824350186249,0.0,0.6338694012850277,0.6248100587138503,0.4702547207669704,0.0013971515635316585,1.0,0.004904817638125943,0.0
2410017I17Rik,0.03942158173856597,0.36385937096505994,0.0,0.4079939024935699,0.009941813222676097,0.14667009823403113,0.09126265374209293,0.5282921443885555,0.30365842627298734,0.0
2610028E06Rik,0.5092639573669338,0.27464064601429655,0.0,0.42195247044703876,0.010611738178034793,0.14667009823403113,0.007488110221105904,1.0,0.2573688222144413,0.0
2610035D17Rik,0.22733939623323593,0.1764642921344623,0.0,0.40799390249356937,0.011081113824794299,0.14667009823403113,0.0012391214684778307,0.3519830056387828,0.1357379944716204,0.0
2610037D02Rik,0.04242166853939584,0.04497955704842704,0.0,0.33080580378595814,0.01002819203829774,0.06540556589897925,0.015597270438871222,0.693701083078655,0.1752148521516098,0.0
2610301B20Rik,0.04300802286527826,0.01790255841068437,0.0,0.3606826193080781,0.09108011964616057,0.06540556589897925,0.006810611922361653,0.7379779901215517,0.007378860026345068,0.0
2610307P16Rik,0.15962876437541104,0.04467975786580932,0.0,0.7730970315184025,0.0639532320458933,0.06540556589897925,0.007026326693473466,0.6436161115672205,0.12566089471182035,0.0
2610528A11Rik,0.2799649523013349,0.02985274863080779,0.0,0.7676359323443619,0.0022853206001463826,0.06540556589897925,0.0006062541976423213,0.0407043929764329,0.5722389632852052,0.0
2700068H02Rik,0.18106842408504897,0.12206411688722506,0.0,0.8734951596088892,0.09536693092781284,0.06540556589897925,0.022817270876575483,0.3023223948027585,0.22892328714496352,0.0
2810029C07Rik,0.24333460239570395,0.2605877189351497,0.0,0.6128526162595809,0.011828079078021324,0.2799572043591872,0.02826573886262378,0.81298861701686,0.07728955096293268,0.0
2810403D21Rik,0.07265263664251899,0.5380366305266966,0.0,0.78015090064943,0.1521191022679328,0.2799572043591872,0.009595733292073857,0.6775494318978549,0.10667078884651714,0.0
2810408A11Rik,0.2844654686010613,0.030681712467211596,0.0,0.7188474904833388,0.025208236807960215,0.2799572043591872,0.008463456821763606,0.9039997490159977,0.08914697232153358,0.0
2900089D17Rik,0.38294236270821724,0.08850089235168378,0.0,1.0,0.09536693092781336,0.14667009823403113,0.05990625510973625,0.6565426451568586,0.20066185621094418,0.0
3110079O15Rik,0.7905180599901687,0.3983609043461408,0.0,0.8506869168237399,0.07056042499827635,0.14667009823403113,0.014951257126142719,0.7105777060428569,0.38821882919853423,0.0
3830432H09Rik,0.28591016437283534,0.15685383683381743,0.0,0.8620405350877217,0.054942336577905426,0.14667009823403113,0.11279259782639556,0.8081205260993447,0.21046754127472808,0.0
4631405J19Rik,0.3172829961727359,0.3432895832111099,0.0,1.0,0.11751262917534105,0.2799572043591872,0.06752277415389514,0.9312176405715706,0.23019013382884365,0.0
4831440E17Rik,0.3650428215050676,0.37245279607829374,0.0,0.17566049601765726,0.0693524237280439,0.06540556589897925,0.0727940991921711,0.5781458256637553,0.2270322180808828,0.0
4930417H01Rik,0.3153275563321317,0.0577707768697079,0.0,0.6058711606874971,0.03656390851558313,0.14667009823403113,0.1373539470933135,0.6738876916880984,0.5998275456640987,0.0
4930426D05Rik,0.2538581991989395,0.1718723516622503,0.0,0.8697214829309522,0.06917740973296331,0.06540556589897925,0.004482312656445127,0.3029865372802768,0.1657990773317168,0.0
4930431P03Rik,0.6032457168951983,0.1718723516622499,0.0,1.0,0.16094784419289662,0.4702547207669704,0.05322928781005884,0.8021217184812386,0.41684265200022164,0.0
4930452B06Rik,0.6981233435869781,0.1764642921344623,0.0,0.7698657545614797,0.0008469025492849805,0.14667009823403113,0.008918789565315178,0.5161681837595293,0.7184000836761866,0.0
4930458D05Rik,0.18324906691239506,0.055326337740099416,0.0,0.744304232387671,0.0739384681127349,0.2799572043591872,0.03705596863752145,0.7985833139542776,0.2021193409334712,0.0
4930503B20Rik,0.3246193325432162,0.14568923387231206,0.0,0.8890360342830058,0.016865124516456977,0.2799572043591872,0.038250536520516916,0.49236680461464366,0.636352396796306,0.0
4930517L18Rik,0.08307204831483528,0.14324976168845133,0.0,0.8392683450167753,0.13520925730293204,0.2799572043591872,0.005051780033406479,0.8076955724369387,0.04413404183151641,0.0
4930519F16Rik,0.1357310214401132,0.3936313775131728,0.0,0.5004560698888758,0.057357016544717684,0.2799572043591872,0.01504493903392053,0.4959741192127963,0.05444578478462884,0.0
4930526F13Rik,0.5781880727944873,0.1764642921344623,0.0,0.8664604796331512,0.034863944533295006,0.14667009823403113,0.011135940640938686,0.2120119852668471,0.6193787079136613,0.0
4930563E22Rik,0.16118352753759513,0.2624583855343762,0.0,0.8620405350877217,0.09743071968442246,0.14667009823403113,0.030108508060292662,0.7807849910988588,0.14851379688220814,0.0
4930565D16Rik,0.29888511910692867,0.014506509269412698,0.0,0.7188474904833388,0.10742211654966716,0.2799572043591872,0.013301615956213694,0.7772158187186489,0.22971293503645537,0.0
4930588K23Rik,0.5978443567293728,0.09402068643800278,0.0,0.7332554196244587,0.043344287480488346,0.14667009823403113,0.00967224480747142,0.6491661364902934,0.24152461795197383,0.0
4930589L23Rik,0.008525358839776601,0.07757018217648373,0.0,0.7698657545614797,0.1936757686365893,0.14667009823403113,0.19425356790579845,0.9280586833413222,0.1365385488597802,0.0
4931423N10Rik,0.18485119495752567,0.12467995027498999,0.0,1.0,0.0512557737685089,0.2799572043591872,0.06497152244571647,0.6992341570237135,0.34985915212161467,0.0
4933405L10Rik,0.3804978465760629,0.23968761324424406,0.0,0.8705019185564998,0.13380684335629148,0.14667009823403113,0.028721064519280155,0.962475095636297,0.17291743488340272,0.0
4933406C10Rik,0.24748673649499783,0.8365443236299983,0.0,0.7244970142021083,0.3304959696088846,0.14667009823403113,0.006507380243400268,0.3519830056387828,0.057567133784056375,0.0
4933406P04Rik,0.10900159219652239,0.24207367630549767,0.0,0.47115970616888003,0.07458749877221675,0.14667009823403113,0.016864477799172585,0.44018103519202756,0.09214500387974664,0.0
4933427D06Rik,0.8458797473034768,0.03332410558514972,0.0,0.3430780927322824,0.06986963099453394,0.14667009823403113,0.01637675931543034,0.3931479159268838,0.501401953947863,0.0
4933439K11Rik,0.2011762299702746,0.2420736763054979,0.0,0.5799248888092695,0.020743254264179774,0.14667009823403113,0.04807829630935386,0.3650990413612566,0.6305230806164688,0.0
5031425E22Rik,0.16539863838370228,0.08490796802537716,0.0,0.8611062712678597,0.11936603579136548,0.14667009823403113,0.10997802837443062,0.7217492462328874,0.38349579325380634,0.0
5430402O13Rik,0.06522631519874528,0.07338837420431313,0.0,0.8890360342830058,0.03330853232311122,0.2799572043591872,0.04047295875071721,0.6354023536207094,0.22127661183263614,0.0
5730405O15Rik,0.22376698177173818,0.09402068643800258,0.0,0.61285261625958,0.05175613261471017,0.2799572043591872,0.038428099141759105,0.7488201660353602,0.23572331754826342,0.0
5830416I19Rik,0.008865527844269461,0.46493224057896176,0.0,1.0,0.03573041160843981,0.06540556589897925,0.00967224480747142,0.6012111966393392,0.08041788264714139,0.0
5830418P13Rik,0.5522125564332465,0.1166810161284853,0.0,0.5881723621693753,0.04865479880397174,0.2799572043591872,0.00541057863547113,0.5735220815653195,0.4049964570945527,0.0
6030419C18Rik,0.31281204201408647,0.2164605184253504,0.0,0.7580489245682419,0.13683271431754943,0.14667009823403113,0.01984746833443573,0.2531256516864922,0.3901327274479154,0.0
6030498E09Rik,0.07861340715570257,0.37245279607829374,0.0,0.21579527447071767,0.0636669549470469,0.06540556589897925,0.04155984843254175,0.5654751740442141,0.11627911106282046,0.0
6430531B16Rik,0.30831072665021486,0.34442835813091555,0.0,0.8656084606795994,0.0429798786795708,0.06540556589897925,0.013576270346743037,0.8361994888685405,0.11838274291460055,0.0
6430548M08Rik,0.2869444082312933,0.031926831706852045,0.0,0.4863385535115351,0.015139716093672123,0.14667009823403113,0.004053274990847713,0.03900813192884579,0.9088969990279415,0.0
8030423F21Rik,0.12335015305846732,0.06635319066885252,0.0,1.0,0.12184423790250715,0.14667009823403113,0.028172725805110717,0.8374476052419574,0.04711679539122042,0.0
8030451A03Rik,0.05550094827813819,0.673573770986162,0.0,0.5741878031620111,0.01730852609032873,0.06540556589897925,0.0022362206516328286,0.25282148746358174,0.15386717788728263,0.0
8030474K03Rik,0.1210954349278025,0.22020452219346576,0.0,1.0,0.051756132614710494,0.14667009823403113,0.14397258449316674,0.6516056845369451,0.37825986036652237,0.0
9130019P16Rik,0.12643655004540466,0.1410488870342788,0.0,1.0,0.007323007639315232,0.06540556589897925,0.02956821894486646,0.9670351361912648,0.11829464342270708,0.0
9230116N13Rik,0.05124102777598526,0.8179862940384244,0.0,0.7086952593743079,0.12982958907481443,0.2799572043591872,0.09082275253213407,0.43042354923831594,0.12266474572160202,0.0
9330162012Rik,0.1842881625324434,0.34442835813091555,0.0,0.744304232387671,0.029781412800539475,0.14667009823403113,0.06482563291803516,0.6445003994185674,0.2918613210846954,0.0
9430024E24Rik,0.2610636136853505,0.17216366363706476,0.0,0.43738220227232694,0.16844990123738457,0.2799572043591872,0.0912844730516819,0.8646249567397869,0.20238324709825975,0.0
9430065F17Rik,0.4372936838903806,0.10789588587084258,0.0,0.8506869168237399,0.09085644787299231,0.14667009823403113,0.06262217609070496,0.5354132693474096,0.4438803096856708,0.0
9430076C15Rik,0.3525226529360651,0.3983609043461408,0.0,0.23081161724195576,0.5788635829657738,0.06540556589897925,0.28462442443119934,0.20447675776311447,0.619945473985443,0.0
9530026F06Rik,0.022859542228094786,0.08490796802537721,0.0,0.24542076828258746,0.0017634893399791657,0.2799572043591872,0.002951353796582474,0.2678575178463241,0.08010636114680947,0.0
9530051G07Rik,0.4828744644352764,0.22020452219346576,0.0,0.6010230008473849,0.17508586051639916,0.06540556589897925,0.033848192275410374,0.9635469810705211,0.11879387118409532,0.0
9530082P21Rik,0.4203435590303397,0.3432895832111099,0.0,0.6237687631291673,0.05829099481186964,0.06540556589897925,0.011532728213152117,0.4379607536829162,0.32898353385594636,0.0
9630001P10Rik,0.8947921720579091,0.057770776869707906,0.0,0.5135946860244563,0.266394718959118,0.06540556589897925,0.00497507864314955,0.9621930073417015,0.04531278356385818,0.0
9830107B12Rik,0.17389229404282325,0.055326337740099416,0.0,0.5934423303839966,0.12982055800346914,0.14667009823403113,0.00785343467469695,0.09478432465793474,0.2265573733538182,0.0
9930022D16Rik,0.10429450353460107,0.4925354334365877,0.0,0.8808001307440989,0.02187535318866435,0.14667009823403113,0.08503932343932132,0.9325728140059303,0.17533172361954244,0.0
9930111J21Rik2,0.08981783891335622,0.22020452219346576,0.0,0.6468043824417685,0.09322069898695386,0.14667009823403113,0.5182461536006825,0.8482786833665515,0.38759334878402796,0.0
A230056P14Rik,0.30601853643910126,1.0,0.0,0.6128526162595801,0.1304651419473179,0.06540556589897925,0.09548854803387216,0.6452873057081316,0.2678779137200951,0.0
A330008L17Rik,0.19776119144600107,0.07119909775815929,0.0,0.5799248888092695,0.12443956786061691,0.14667009823403113,0.023270883264789977,0.5153818210021168,0.15053608327220153,0.0
A330009N23Rik,0.3667407554114168,0.22964235958250287,0.0,0.8734951596088892,0.25247863240799695,0.14667009823403113,0.020416538024979343,0.8227874881398332,0.047863260115356014,0.0
A330074K22Rik,0.3139119591783229,0.14104888703427879,0.0,1.0,0.06395323204589333,0.4702547207669704,0.059961545533645924,0.6380290477462556,0.36897810722764346,0.0
A3galt2,0.2588138771839358,0.24680010511933345,0.0,0.8620405350877217,0.14264797225674802,0.14667009823403113,0.01044462251388995,0.7351142574695319,0.06779489643857689,0.0
A430078I02Rik,0.12030558028967926,0.11530264766766789,0.0,1.0,0.0745874987722168,0.14667009823403113,0.03332254728761804,0.2920934863948472,0.24374696906852084,0.0
A430093F15Rik,0.37704314961489394,0.17216366363706476,0.0,0.6279017524720153,0.12300218264300143,0.14667009823403113,0.01626496264029214,0.7908767231818166,0.135373910663324,0.0
A530013C23Rik,0.10512111720167792,0.2515485418426132,0.0,0.8697214829309522,0.18663662817023463,0.06540556589897925,0.10880417298479611,0.4492471273071944,0.30735899917806586,0.0
A530064D06Rik,0.22112061436619426,0.08850089235168361,0.0,0.32793632075970647,0.08813494393321628,0.14667009823403113,0.03624132269970787,0.28014959711418125,0.30850503556179126,0.0
A530072M11Rik,0.5122345866024864,0.6132506495779416,0.0,0.6058711606874971,0.06737978198543797,0.2799572043591872,0.014920343802119151,0.712702951651789,0.10790551744064071,0.0
A530076I17Rik,0.47859770861507267,0.21285665591051672,0.0,1.0,0.13380684335629134,0.2799572043591872,0.0666975862791439,0.9671630169119001,0.20571362349615208,0.0
A530084C06Rik,0.9010455922742246,0.3432895832111098,0.0,0.3931526677798318,0.03329258459216341,0.4702547207669704,0.010368480679194584,0.6726405841289951,0.07078249636084233,0.0
A630033H20Rik,0.6949964175484666,0.37245279607829396,0.0,0.71490186903486,0.032353729161733076,0.14667009823403113,0.4019199370758759,0.1165138095163594,0.27410836170962755,0.0
A630035G10Rik,0.26996058848889837,0.2202045221934658,0.0,0.40799390249356937,0.184692459562222,0.14667009823403113,0.024060001801881593,0.6164626767501118,0.268607014184599,0.0
A630091E08Rik,0.11895302186262352,0.7916388505400507,0.0,0.45908870145405567,0.038816897282742346,0.14667009823403113,0.006991537622511116,0.40118419282589246,0.1637142498580137,0.0
A730015C16Rik,0.1253931175270771,0.15685383683381712,0.0,0.7086952593743079,0.011837300929267594,0.14667009823403113,0.023520400192220296,0.861709263038135,0.0822831869897065,0.0
A830005F24Rik,0.13303610896060228,0.034161008462202845,0.0,0.7188474904833388,0.11824800289017505,0.14667009823403113,0.032181073981354696,0.9397245590582253,0.2907951624017404,0.0
A930003A15Rik,0.15158498218264538,0.08850089235168355,0.0,0.5234577240070271,0.2902220285209258,0.14667009823403113,0.0014539794144613196,0.46867264508424467,0.107896340359597,0.0
A930007I19Rik,0.1744746563923915,0.019142935604020864,0.0,0.71490186903486,0.0762152451845485,0.06540556589897925,0.16099233446133063,0.11792580313503126,0.8750884667813301,0.0
A930024E05Rik,0.27492279986346163,0.17216366363706462,0.0,0.8620405350877223,0.05768574194618161,0.06540556589897925,0.02757666376797702,0.421896260706605,0.3820957932279341,0.0
A930029G22Rik,0.3667407554114158,0.27464064601429655,0.0,0.6058711606874971,0.1121012830909554,0.14667009823403113,0.05639066810318504,0.7084067759813908,0.22995952655066526,0.0
AA467197,0.5063338666826849,0.15689495273996348,0.0,0.755469076838449,0.02286082574758253,0.4702547207669704,0.0012252669892823566,0.023496481114227703,0.639345362933391,0.0
AA986860,0.5301301823449751,0.3983609043461408,0.0,0.6338694012850277,0.49616954227529686,0.2799572043591872,0.009553875472278168,0.9025530500905155,0.03623655893475678,0.0
AB124611,0.005720001337884877,0.11226232762049831,0.0,0.48633855351153543,0.3959856110826636,0.2799572043591872,0.005928768142518474,0.0504460279813818,0.7688690407272282,0.0
AF067061,0.10778987424453418,0.22964235958250295,0.0,0.8656084606795998,0.10487319591056551,0.2799572043591872,0.008780407159047017,0.8688626131122585,0.07796735876906685,0.0
AI464131,0.22976539535473386,0.1386924795156784,0.0,0.8656084606795994,0.026041603502806335,0.14667009823403113,0.010507136421877554,0.9422899125647021,0.036407752380809955,0.0
AI593442,0.3934407553247109,0.07398091179333756,0.0,0.9031827598067026,4.919043882643832e-06,0.14667009823403113,6.283271736556688e-05,0.20342847387338828,0.4128818287364888,0.0
AI607873,0.3437373296566586,0.5849836512104812,0.0,0.8664604796331512,0.5050832484452275,0.14667009823403113,0.8716142393559361,0.1313314209415086,0.16917591452775718,0.0
AI847159,0.18032004578760713,0.17216366363706476,0.0,0.5234577240070271,0.04156206772062313,0.14667009823403113,0.035166192800333264,0.8349233405396929,0.26399062776298826,0.0
AW011738,0.2803084878442172,0.009978504938443208,0.0,0.8697214829309522,0.18845612830492497,0.14667009823403113,0.012121432202186306,0.8302210116963827,0.1102372602030828,0.0
AW112010,0.028242236239465132,0.17187235166224993,0.0,0.8458840423483202,0.0740961901769504,0.14667009823403113,0.18484098758892498,0.43733945768909643,0.4976963789300426,0.0
AY512915,0.015904855804648163,0.1951376841395315,0.0,1.0,0.012336993698013339,0.14667009823403113,0.05082317930111709,0.41128315996627984,0.3996941702854555,0.0
Abca1,0.03353469642508577,0.07119909775815929,0.0,0.6128526162595801,0.11830183215838322,0.14667009823403113,0.16705197756852824,0.9639021781736168,0.31766064548238915,0.0
Abca15,0.2859002880497301,0.2009057059245904,0.0,0.8561557560851356,0.044289074353753656,0.14667009823403113,0.030345933008795786,0.4798374466735441,0.3700398248077582,0.0
Abca17,0.20019802914096177,0.06051914150413945,0.0,0.7086952593743079,0.08220574057413141,0.06540556589897925,0.07489155891699631,0.9198881083107794,0.16386419926160065,0.0
Abcg1,0.11701097433434797,0.27464064601429655,0.0,0.7617760548221002,0.016233004504823328,0.14667009823403113,0.15402177711103224,0.7521831284027048,0.41781669371568375,0.0
Abhd6,0.19414651573945385,0.24680010511933345,0.0,1.0,0.13117339172687223,0.06540556589897925,0.05463836216775879,0.6958205876474504,0.06594665142145026,0.0
Ablim1,0.6258810254030436,0.3983609043461408,0.0,0.3419962602536377,0.2299689466332407,0.14667009823403113,0.03110881018767838,0.5152105996876042,0.14897821653244167,0.0
Ablim3,0.07565648473968276,0.9999999999999997,0.0,0.8697214829309522,0.22960953368523024,0.06540556589897925,0.04121591557874936,0.8494148315294314,0.015506247593501297,0.0
Abo,0.4827744629487015,0.1764642921344623,0.0,0.61285261625958,0.028794553762176666,0.14667009823403113,0.01361682024295096,0.4548700346470791,0.26399551458855325,0.0
Acadm,0.5781880727944873,0.42148622579951445,0.0,0.7280947214399629,0.25918594366777387,0.2799572043591872,0.2778703575117506,0.40303462315415983,0.2967498046123402,0.0
Acan,0.5372116925269852,0.23968761324424406,0.0,1.0,0.03921487612274976,0.2799572043591872,0.01926443219677888,0.612841720158669,0.4790397497032285,0.0
Ace,0.33225838428754173,0.1363946172807734,0.0,0.8611062712678597,0.24218202690258964,0.14667009823403113,0.01146117800242192,0.4850277920043853,0.13240336678114234,0.0
Ackr1,0.1272318389093919,0.5168136232117863,0.0,1.0,4.301076195091952e-05,0.14667009823403113,0.018254604260330407,0.6857225640518948,0.31197946578256736,0.0
Ackr4,0.27678369504669265,0.44224560349205555,0.0,0.8620405350877217,0.14264797225674794,0.4702547207669704,0.10818265051645143,0.7108728539042921,0.43769371368309007,0.0
Acod1,0.9362365409811693,0.27464064601429655,0.0,0.874212990542049,1.0,0.2799572043591872,0.060958695930819096,0.752949803842959,0.10776507944499207,0.0
Acox2,0.2557508975201745,0.3432895832111099,0.0,0.8571849180925775,0.10294240159080105,0.2799572043591872,0.016301381885841282,0.11084559087771237,0.7139204664131236,0.0
Acpp,0.014529313345481385,0.06051914150413945,0.0,0.5491966627261864,0.0252082368079602,0.14667009823403113,0.0003338699195494624,0.0014651832891599884,0.5274538906512019,0.0
Actb,8.925669243469424e-09,0.003392618255318227,0.0,0.744304232387671,0.35367295283556965,0.2799572043591872,1.0639760523563543e-05,0.896727863883182,0.00044041724207671866,0.0
Actg1,1.7474020605498945e-07,0.8365443236299983,0.0,0.32793632075970647,0.6388087917581122,0.14667009823403113,0.07341954802844983,0.2614912580167827,0.03342543054804908,0.0
Actn1,0.005661279486303939,0.1718723516622499,0.0,0.3419962602536375,0.8092804829328575,0.14667009823403113,0.0003001961573115593,9.075845923712179e-06,0.5178968893999036,0.0
Acvrl1,0.9006027961049274,0.37245279607829396,0.0,0.4219524704470391,0.1134132726846999,0.4702547207669704,0.0628518001205282,0.9002597627622155,0.33254769462423295,0.0
Adam11,0.053040608859879025,0.09780928785846943,0.0,0.44744175342542525,0.003469234973307241,0.06540556589897925,0.010458802096676368,0.8613709054267717,0.10737072704010289,0.0
Adam12,0.4763252753241918,0.15139962639406604,0.0,0.3035232769377808,0.007179209036840738,0.06540556589897925,0.018990208032861316,0.6568254729919636,0.472451171146663,0.0
Adam19,0.6464694943915037,0.1568538368338176,0.0,0.3800787317717317,0.10821268493168483,0.06540556589897925,0.00226198059038296,0.7359691356806757,0.06681049546133817,0.0
Adam23,0.0390893668546964,1.0,0.0,0.6815600771630295,0.034359507021391664,0.2799572043591872,0.017303053541387177,0.24960763999025556,0.381643431289034,0.0
Adam8,3.6979678455418277e-09,0.2202045221934658,0.0,0.5258390182334822,0.14671702310146234,0.06540556589897925,0.014608905396876632,0.5031861628109549,0.1323388489362995,0.0
Adamts4,0.3102726687956473,0.034161008462202797,0.0,0.29764704251030644,0.06776404823409132,0.2799572043591872,0.04244650381847142,0.7985833139542776,0.24739595552804877,0.0
Adamtsl2,0.0490430328388796,0.07338837420431313,0.0,0.8620405350877217,0.4399234938967811,0.14667009823403113,0.016534655849761094,0.8329543305891043,0.020922986949966076,0.0
Adcy10,0.21277696957996542,0.38448667575239137,0.0,1.0,0.0030562356188664225,0.2799572043591872,0.007470870697329036,0.48450863794463284,0.2565675044340779,0.0
Adcy5,0.6687107388610483,0.025609946261364803,0.0,0.874212990542049,0.030905156378350625,0.14667009823403113,0.005309364203739276,0.5772317897236215,0.2544682991590574,0.0
Adcyap1r1,0.3238113889579558,0.1967920361200905,0.0,0.8518259063621392,0.018741043578769417,0.14667009823403113,0.005960785973704212,1.0,0.07038079398654719,0.0
Adgrb1,0.661811808430429,0.04677370889675058,0.0,0.6237687631291675,0.1397912054920986,0.2799572043591872,0.00724660890913043,0.3302550615576354,0.34796570861051723,0.0
