,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,pDC,n
1700051A21Rik,0.4454393866383336,16.019707732535807,0.0,7.803845305058781,0.35359685578172184,10.913869651320978,0.3019486879645058,0.25879449847450214,0.1776736270691533,0.0,10
1700056E22Rik,0.5340444931172501,16.17719376956098,0.0,7.813076351546745,0.30763819848680973,15.138065376711701,0.2841490547953361,0.24963098228190447,0.17723385608083572,0.0,10
1700061G19Rik,0.5187392413157429,18.321188435933436,0.0,7.650076323945008,0.4316458868144777,10.913869651320978,0.28300830180917347,0.2760744929561323,0.20855046393877538,0.0,10
1700061H18Rik,0.4768688547817323,18.13299466470707,0.0,7.420236328738117,0.4802230283145874,15.138065376711701,0.3080314437937767,0.3094162697925697,0.2273008055665797,0.0,10
1700099I09Rik,0.40119899364177947,18.89618269979509,0.0,7.504683403600476,0.4395201194576011,11.624340823048843,0.31550279325661307,0.27964264676360145,0.18309587277583786,0.0,10
1700102P08Rik,0.5054825592581074,20.47210960876334,0.0,7.1764651274358595,0.45436585264034113,15.138065376711701,0.35849506789986957,0.25606148387463545,0.20495106770469035,0.0,10
1700112J16Rik,0.4427332391946268,14.205925334295125,0.0,7.863742237202391,0.3129431199526154,15.138065376711701,0.28055047395067345,0.3011541089034266,0.18665926784024295,0.0,10
1810019N24Rik,0.5752589220840311,18.33493610387421,0.0,7.795757023533638,0.31389363597173436,15.138065376711701,0.34996374275159076,0.2817234165602024,0.21331744451527812,0.0,10
1810041L15Rik,0.4832507120112457,21.108438262706414,0.0,7.626944645914293,0.41264522838472834,10.913869651320978,0.3741772826479984,0.23845922125278998,0.21948760171865664,0.0,10
2010005H15Rik,0.5174612140846309,20.00540059722508,0.0,13.50675223684507,0.33176009132705286,11.624340823048843,0.32387300406820474,0.27862288432826177,0.19232884142779622,0.0,10
2010007H06Rik,0.5808118694002609,15.658815131744712,0.0,11.143624316033433,0.4573284890068674,14.21771526254713,0.2637523124378973,0.24879858621614998,0.17478505451854148,0.0,10
2010300C02Rik,0.5008801115949879,17.044313161034445,0.0,7.6923023590419115,0.29661015382759437,14.21771526254713,0.3240502263810292,0.25704858569410627,0.20487699820159685,0.0,10
2200002D01Rik,0.38394284458152617,19.126916692958797,0.0,7.811597136435903,0.3904217777133525,11.624340823048843,0.2664137431150409,0.3046716363793015,0.17116682974434358,0.0,10
2210008F06Rik,0.5603729942804783,15.887319266090635,0.0,11.276908579879969,0.37442015095472686,11.624340823048843,0.31996417735936433,0.24136524447110716,0.23093168333975467,0.0,10
2310007B03Rik,0.4364308116341788,21.01848367884819,0.0,11.462688533291102,0.4426597777843811,14.21771526254713,0.2860712050678355,0.2573842989903168,0.17483070771034054,0.0,10
2310016D03Rik,0.5339147698836065,19.179439701301302,0.0,10.98765355777223,0.377106420674748,14.21771526254713,0.32418803531559887,0.30300809376260107,0.20544069228666814,0.0,10
2310016D23Rik,0.49129611800982315,16.347444165314975,0.0,7.616733901055537,0.4323541174734697,10.913869651320978,0.340004885900056,0.2678819941604217,0.18916676600378177,0.0,10
2310031A07Rik,0.6459431802237544,18.92840561621063,0.0,7.711897826114961,0.36326910470768187,10.913869651320978,0.3286847224021613,0.2414061123698485,0.18744486431930957,0.0,10
2310034C09Rik,0.5423795340493336,16.297082074675338,0.0,11.363213212763798,0.3627775751323685,10.913869651320978,0.28079631747483796,0.258584867683918,0.16093014862568358,0.0,10
2410006H16Rik,0.5330512169893236,16.87894737952551,0.0,7.429668982118574,0.49485990720502593,16.55806318834872,0.32686897812200727,0.29139396061253237,0.17459335127464823,0.0,10
2410017I17Rik,0.5057433493580896,17.381294796688312,0.0,10.97886389524532,0.30702050627203514,10.913869651320978,0.2984353374997761,0.2767123938341366,0.21421065632258066,0.0,10
2610028E06Rik,0.5070414047957141,18.849367102091968,0.0,7.7261371293713035,0.3704081763339256,15.138065376711701,0.2669454411900583,0.2721185528099365,0.18455582727287517,0.0,10
2610035D17Rik,0.3384276179429478,15.580441810172868,0.0,7.825658939311308,0.3110370038109333,15.138065376711701,0.28351884038404473,0.27466157984966216,0.15124906706134275,0.0,10
2610037D02Rik,0.4231299248257661,12.459456655584416,0.0,7.540621878210723,0.3148487670035817,11.624340823048843,0.3315699569392215,0.28414979236862664,0.1957157340203736,0.0,10
2610301B20Rik,0.5385384283547997,12.281866343249504,0.0,11.228457027325511,0.4550710372263364,11.624340823048843,0.2612031029599597,0.29093713659083403,0.15055316921960468,0.0,10
2610307P16Rik,0.47782454119898243,16.087536459449645,0.0,11.157068213315105,0.40632557015150483,11.624340823048843,0.2876529590775596,0.2924721556671608,0.20869253419668998,0.0,10
2610528A11Rik,0.6077264123498577,16.227354069079276,0.0,11.460422772621897,0.36918326223036,11.624340823048843,0.2554079453744224,0.28724881792029716,0.18406941842953567,0.0,10
2700068H02Rik,0.5337805526277388,19.17108757006861,0.0,7.548860543274198,0.3664100159190736,11.624340823048843,0.32606180019597897,0.26626369775595177,0.19223673983440706,0.0,10
2810029C07Rik,0.7055271819717112,20.450225863337096,0.0,7.627612657520315,0.3951455620968971,14.21771526254713,0.33953812426557967,0.2786079782857759,0.1995011660782018,0.0,10
2810403D21Rik,0.4904866320298913,16.96337576672477,0.0,11.284128146338023,0.5400838964533846,14.21771526254713,0.29377202345571996,0.3201992159547351,0.22595239701846678,0.0,10
2810408A11Rik,0.5218487175813925,12.068811025080096,0.0,7.75222792926814,0.3555598706042229,14.21771526254713,0.32214002955367915,0.2773373851819225,0.2285505949253688,0.0,10
2900089D17Rik,0.49783333226453147,15.901553467571809,0.0,11.358121799080088,0.39274726001229177,15.138065376711701,0.4008395438610633,0.2277741582870313,0.22097712052579532,0.0,10
3110079O15Rik,0.5514122585563689,14.336435840811276,0.0,7.666974487698053,0.33838949472463664,10.913869651320978,0.2828025062411325,0.2907084992985062,0.1739154084831757,0.0,10
3830432H09Rik,0.5558417480294363,18.152911440073094,0.0,7.6616817569395765,0.39908859981060674,10.913869651320978,0.3282388294962436,0.3144761654568806,0.17867205488729368,0.0,10
4631405J19Rik,0.598979350684194,15.597783360356383,0.0,11.354320393015348,0.4583595700220419,14.21771526254713,0.287482568162638,0.23614120322175686,0.21235802602145248,0.0,10
4831440E17Rik,0.4917406522146025,20.975840983970976,0.0,11.23000387719855,0.3581508818868707,11.624340823048843,0.29079929629974055,0.23059965263813165,0.17394664164471793,0.0,10
4930417H01Rik,0.43017698590580367,12.026545981359854,0.0,11.137656920718692,0.40052353442558286,15.138065376711701,0.34501139669257663,0.280830530497667,0.24655916010336149,0.0,10
4930426D05Rik,0.58580853843468,18.76763712758061,0.0,7.845449855591971,0.4259427930536023,11.624340823048843,0.28184126555509104,0.24374880308971872,0.20397507798916645,0.0,10
4930431P03Rik,0.5638939600394687,15.492935433301321,0.0,7.835735790800598,0.42899564940123197,12.810971234288848,0.29836355575263135,0.35136469815646715,0.23554334238360453,0.0,10
4930452B06Rik,0.49903462766572876,15.673000209508759,0.0,11.137721232073902,0.40463015840768174,15.138065376711701,0.3155450862165077,0.30050892848363264,0.19571245859299233,0.0,10
4930458D05Rik,0.5890555045392392,12.263027470690641,0.0,7.667698340173267,0.4464951630445089,14.21771526254713,0.3291468407810817,0.2857166964070893,0.2135979127097584,0.0,10
4930503B20Rik,0.49476072447685804,11.93322406783863,0.0,7.549771803987861,0.3730002895112375,14.21771526254713,0.2775712782985721,0.24806119527582723,0.17193487988889355,0.0,10
4930517L18Rik,0.4857790912899681,20.420690725249234,0.0,7.5762727212519785,0.39610088983150776,14.21771526254713,0.3001777610806909,0.2787353992263983,0.13614777039776835,0.0,10
4930519F16Rik,0.7151511246330358,11.812109064510606,0.0,7.257899195018544,0.34696519844299334,14.21771526254713,0.33642574803726677,0.2958759668975914,0.2062029415651266,0.0,10
4930526F13Rik,0.3744996512028168,14.697235982600697,0.0,7.833255190102694,0.38871211182364046,10.913869651320978,0.29598034345810403,0.2613943593588698,0.17884916504077017,0.0,10
4930563E22Rik,0.6458108239156439,21.315293723860428,0.0,7.860578375918085,0.4722670731147168,15.138065376711701,0.3164490123822207,0.3200482318041641,0.20701460541648878,0.0,10
4930565D16Rik,0.4732416224729091,16.392735836897298,0.0,7.612644420045294,0.36804295086150207,14.21771526254713,0.2813919891419644,0.25202288329224554,0.16824157360312647,0.0,10
4930588K23Rik,0.40660285627314663,16.04788684641033,0.0,7.72783913327272,0.44797291813104156,15.138065376711701,0.283349000167064,0.2558930799896973,0.16986337034217677,0.0,10
4930589L23Rik,0.6097144418231198,11.780289337051938,0.0,11.259999923892302,0.35334916837312047,15.138065376711701,0.34213094084836826,0.2625052869113381,0.2176989180268567,0.0,10
4931423N10Rik,0.6796165745531175,18.946593290239957,0.0,7.8301489576461005,0.36544212840296625,14.21771526254713,0.321364803111044,0.27529949437317264,0.23878838314285267,0.0,10
4933405L10Rik,0.48270254915259736,17.999228132123132,0.0,7.8333258733477855,0.49713264540828617,10.913869651320978,0.27055519231404684,0.2511639108464667,0.1756071313743589,0.0,10
4933406C10Rik,0.5636629648251743,12.664400082141697,0.0,7.872368126771861,0.4189245001717337,15.138065376711701,0.33861827456959465,0.2878384474895232,0.22596838793296398,0.0,10
4933406P04Rik,0.7354355051039222,15.560093264345802,0.0,7.557704163343961,0.3945817247197069,15.138065376711701,0.30106057316001067,0.2834679771840443,0.1900605897114466,0.0,10
4933427D06Rik,0.4039040529722026,16.163451169319448,0.0,7.577852816298429,0.34774317694244034,15.138065376711701,0.2843598316427727,0.257803326692888,0.21291621696976012,0.0,10
4933439K11Rik,0.5711737591483541,21.235720645905403,0.0,11.218422064285154,0.4416161269640618,15.138065376711701,0.25893494329933997,0.2720093927915589,0.15569699384048635,0.0,10
5031425E22Rik,0.4079541145330463,15.72385037047164,0.0,7.829814929837801,0.35879762450132785,15.138065376711701,0.323793265881416,0.2385475214865511,0.23859542855218588,0.0,10
5430402O13Rik,0.5012802518266679,12.331491480696556,0.0,11.266416400287648,0.33331447279996607,14.21771526254713,0.2946526046851071,0.2826781360376175,0.18924707257718984,0.0,10
5730405O15Rik,0.5762392552792311,12.059591524749377,0.0,7.620943367677604,0.4438297845803355,14.21771526254713,0.2915737890408462,0.2530407962404873,0.17637269787057605,0.0,10
5830416I19Rik,0.4660093208040918,21.768569820461234,0.0,11.241528676515152,0.38871829344024733,11.624340823048843,0.2718406849525287,0.30310800934017024,0.18343977548533155,0.0,10
5830418P13Rik,0.5109228524330367,17.439561032652225,0.0,7.573827059445932,0.4163556972427823,14.21771526254713,0.26270242132138844,0.2705179138029512,0.1843740683087356,0.0,10
6030419C18Rik,0.480980066680099,18.65251648599586,0.0,11.148454509845276,0.4650518361525902,10.913869651320978,0.35028322644044463,0.2619611194192737,0.19432636681869384,0.0,10
6030498E09Rik,0.48830719457577426,14.491325617570986,0.0,11.26165503126548,0.4080019722557752,11.624340823048843,0.3339128572422388,0.2752743045752803,0.20302345132599522,0.0,10
6430531B16Rik,0.46104667085175394,14.386652074342335,0.0,7.489779361110885,0.3939434137054764,11.624340823048843,0.32662447129593614,0.3222748393602947,0.22440310420084797,0.0,10
6430548M08Rik,0.5762951401450019,12.378524037273111,0.0,11.239866974425484,0.3794246253242837,15.138065376711701,0.3110839399423572,0.28365633307446764,0.2299501805061237,0.0,10
8030423F21Rik,0.5357892344347148,16.279470723719605,0.0,7.412797175347449,0.35077360297921395,15.138065376711701,0.3809715549823102,0.264390912160461,0.18160737437371413,0.0,10
8030451A03Rik,0.47134273620241707,18.93303846984609,0.0,7.558015634181993,0.35392014231214686,11.624340823048843,0.28389998146485584,0.29499289679744206,0.20131776010801078,0.0,10
8030474K03Rik,0.4743724293727923,14.61408659546683,0.0,11.156706563250847,0.4342419916402568,10.913869651320978,0.3078827815122579,0.278080690860382,0.1631439032434377,0.0,10
9130019P16Rik,0.6404713064720254,9.951534694699227,0.0,7.495781713673682,0.3497915584786655,11.624340823048843,0.299501703107571,0.33167181585574396,0.1858034675693134,0.0,10
9230116N13Rik,0.6611100048537891,19.95245193103377,0.0,7.581289371260347,0.3753802375381916,14.21771526254713,0.33901253744401705,0.24265215108712865,0.18750742678052273,0.0,10
9330162012Rik,0.45138025510463836,17.402824544171104,0.0,11.364504792640103,0.38235655587586603,10.913869651320978,0.3359250929502786,0.2606535704137045,0.21521188157628124,0.0,10
9430024E24Rik,0.583152058887555,15.86938911621764,0.0,7.5285721383149165,0.3685265339829365,14.21771526254713,0.290377116830562,0.28117084525245317,0.2042109508528597,0.0,10
9430065F17Rik,0.5670026871942471,15.983811191220227,0.0,7.440097096974525,0.4716966595059881,15.138065376711701,0.3626284717861502,0.27915686128195727,0.24967303936187266,0.0,10
9430076C15Rik,0.39505998191678154,18.1269770768983,0.0,13.380532323559212,0.47668104208127293,11.624340823048843,0.3133278882835519,0.2585630443539269,0.20485279187208924,0.0,10
9530026F06Rik,0.42472898156041566,12.002631862964643,0.0,13.386932519078641,0.35509111367331503,14.21771526254713,0.3535719966831547,0.23455254236713305,0.21426020461670411,0.0,10
9530051G07Rik,0.5438700795963941,17.983263815149723,0.0,7.734424929409988,0.32439927980969624,11.624340823048843,0.3555000101710511,0.2521476527120409,0.21337273868780388,0.0,10
9530082P21Rik,0.6105244616529091,15.590658215691475,0.0,7.605198285764684,0.30281232999862323,11.624340823048843,0.2752068278464847,0.2341404075350963,0.1991039587073346,0.0,10
9630001P10Rik,0.5348704797436932,16.00576125141726,0.0,10.998412004534854,0.38970364599430646,11.624340823048843,0.30707852408201725,0.24184298188641024,0.20678479765440996,0.0,10
9830107B12Rik,0.4791174277646378,19.287915473961178,0.0,7.735124472717644,0.4005881524169416,15.138065376711701,0.34114559514725823,0.25717474583968936,0.19039951341287759,0.0,10
9930022D16Rik,0.619830459708002,16.994428406817907,0.0,11.23668796786538,0.2707886326258974,15.138065376711701,0.2932649923821084,0.2413928904873975,0.18112528848941473,0.0,10
9930111J21Rik2,0.6679200388829192,18.116649983909774,0.0,11.308980399932592,0.38092096645123963,15.138065376711701,0.3233710333719744,0.22063958906783096,0.24554463578361374,0.0,10
A230056P14Rik,0.4230150650181714,19.96711388915406,0.0,7.641546344834764,0.4376922957749719,11.624340823048843,0.3693785199459346,0.28138885098545996,0.24093493965863286,0.0,10
A330008L17Rik,0.6207170324736997,15.652865866151611,0.0,7.536781044673098,0.42474803901702,15.138065376711701,0.3057520390175722,0.24550753301213715,0.2134100083185136,0.0,10
A330009N23Rik,0.5819822640945082,18.226362240459146,0.0,11.367232974173193,0.33931486749680423,15.138065376711701,0.2708372677282792,0.2831647254948405,0.17904446089609444,0.0,10
A330074K22Rik,0.5421557503436697,21.365532026064415,0.0,7.145708396166557,0.3467226084606046,16.55806318834872,0.31231220682805305,0.2577328508624161,0.20821880131500012,0.0,10
A3galt2,0.7094794489000052,18.814760290950222,0.0,7.063950512395027,0.4698019832320596,15.138065376711701,0.26382069011467596,0.293202974846159,0.1638986783741114,0.0,10
A430078I02Rik,0.6472502875805021,15.605616274225067,0.0,7.68491116174601,0.33126387193024487,15.138065376711701,0.3379507583513389,0.24998508941066128,0.17716652163760124,0.0,10
A430093F15Rik,0.6155451714406891,15.99236067698982,0.0,7.597534783407601,0.37407820026850785,15.138065376711701,0.3293809174787735,0.2660190561823784,0.210395480039297,0.0,10
A530013C23Rik,0.49926206575034104,14.602830607948421,0.0,10.989450622696243,0.34889814726347745,11.624340823048843,0.35741360437694597,0.2940586752147123,0.18956722463862416,0.0,10
A530064D06Rik,0.47544596942948686,19.467165674152827,0.0,13.38387030462846,0.4532496384195949,15.138065376711701,0.3342739958165296,0.2581349826501109,0.2045720272312096,0.0,10
A530072M11Rik,0.6613550014390075,15.272003778362164,0.0,7.737012764539678,0.4315382892105476,14.217715262547129,0.3072857537396377,0.29339302273335116,0.1877661839044191,0.0,10
A530076I17Rik,0.5940022886934169,18.128912016757567,0.0,7.451562052632275,0.4379185863801316,14.21771526254713,0.3389234656011534,0.3060381829634855,0.18338853320113183,0.0,10
A530084C06Rik,0.4285454638962665,18.070991679221425,0.0,13.322013345951252,0.46347739228827256,12.810971234288848,0.3107684767730073,0.2847740371489319,0.19847566250942275,0.0,10
A630033H20Rik,0.62466879357171,18.892014310219377,0.0,7.675597105917167,0.4370351436877768,15.138065376711701,0.3696196540822264,0.2751145490763477,0.2136422290717376,0.0,10
A630035G10Rik,0.45340933890234303,15.754452860533156,0.0,7.581197646474858,0.510624325437637,10.913869651320978,0.30343218994254345,0.24851005522805816,0.21753047468309075,0.0,10
A630091E08Rik,0.3655477157111128,14.474501054175446,0.0,13.124290614341822,0.31949734561265747,15.138065376711701,0.27444944873648536,0.23369534713598653,0.16069612282716791,0.0,10
A730015C16Rik,0.7680543718045256,19.05964089958003,0.0,7.598712553800171,0.294976935180534,15.138065376711701,0.2920154175606605,0.2636735184885585,0.19393854786852321,0.0,10
A830005F24Rik,0.45827880556673084,11.843383857251094,0.0,7.41657837101987,0.4597639415477825,15.138065376711701,0.27071935760157734,0.27021033567806396,0.22935487627047865,0.0,10
A930003A15Rik,0.5019660068019078,15.446166999117139,0.0,7.746427309387024,0.43483095979731834,10.913869651320978,0.25471503745932056,0.26283445803767586,0.219352252644089,0.0,10
A930007I19Rik,0.42440246315399827,12.280651897319055,0.0,7.505762765637774,0.3327928514195332,11.624340823048843,0.35666744399925027,0.25305349393692883,0.22113323819750874,0.0,10
A930024E05Rik,0.46172543565835433,14.770017883137356,0.0,11.124238845884381,0.39327189514926475,11.624340823048843,0.3230835420875105,0.2556630840685072,0.17961228052785097,0.0,10
A930029G22Rik,0.6380371914211423,18.274528384014456,0.0,11.368931618939232,0.42920666833937976,10.913869651320978,0.2853698170432523,0.2902553487183828,0.18661677649964972,0.0,10
AA467197,0.34643219375347595,14.9314073802743,0.0,7.237071404795919,0.32462526299097055,12.810971234288848,0.3637935826671214,0.3090027671194443,0.2118769856726485,0.0,10
AA986860,0.5274349758598064,14.775540707693962,0.0,11.277324868578102,0.4258283791582822,9.596611626157069,0.32397941182727585,0.26559404987583873,0.18348554254278818,0.0,10
AB124611,0.37606710644190755,16.095628921907057,0.0,11.151093411048228,0.40828991090234856,14.21771526254713,0.39540387612459404,0.22966210199345127,0.2343614865779072,0.0,10
AF067061,0.4171412778539328,18.9247056022435,0.0,7.754689059994478,0.46045569637210954,14.21771526254713,0.2703838510051298,0.31751879893451124,0.1576671280333653,0.0,10
AI464131,0.8691023035016238,19.0797626910818,0.0,10.988427484628374,0.39282648759752575,10.913869651320978,0.3670868066041058,0.3446345863235264,0.17231220376155287,0.0,10
AI593442,0.5492442584097319,12.13672181815567,0.0,11.428034512639389,0.2547189316580513,10.913869651320978,0.2792454994362904,0.26670057117573936,0.20071194399122494,0.0,10
AI607873,0.6059105100148489,11.069061729938841,0.0,7.5104504524351725,0.42705333456201305,15.138065376711701,0.3334044371179139,0.22345992923582347,0.1875806684771421,0.0,10
AI847159,0.589960792090084,19.126005139769855,0.0,7.610659270265089,0.33281676960591944,10.913869651320978,0.342163952320962,0.3239712248242695,0.2286948143679271,0.0,10
AW011738,0.43964353981030346,12.06863119573412,0.0,11.471549869374464,0.441007066385211,10.913869651320978,0.29057287591937214,0.31012187684129744,0.18995573117574538,0.0,10
AW112010,0.5013954069513982,15.566172374940349,0.0,7.602616608934271,0.3370734872252738,15.138065376711701,0.34274073584261533,0.2563284180807513,0.21262410739300655,0.0,10
AY512915,0.4455512671244993,18.39569420617558,0.0,7.466349515439836,0.535523608417532,10.913869651320978,0.37567875880796947,0.25464077647968536,0.22453608361563,0.0,10
Abca1,0.5399493745336683,15.393245203991897,0.0,7.641779856591963,0.3703501945925049,15.138065376711701,0.27884966352210383,0.3114667304372079,0.20657661482951709,0.0,10
Abca15,0.6845342065632964,20.3261946358726,0.0,7.1366068183801215,0.37196320914046915,10.913869651320978,0.3221318105535893,0.2662691054741352,0.22268648752183998,0.0,10
Abca17,0.4962169383785977,12.189133803690742,0.0,7.727409777892093,0.3682475675334695,11.624340823048843,0.3088553493607564,0.29055415369297743,0.17518801823194147,0.0,10
Abcg1,0.4975115879812552,18.985944357317084,0.0,11.387277039557036,0.4097189237966641,15.138065376711701,0.3134573347909676,0.23279445306566654,0.18642203273825247,0.0,10
Abhd6,0.695038367685387,15.704052947823477,0.0,7.510590235298027,0.46347482631657716,11.624340823048843,0.3331837574590697,0.2702326646400352,0.20248255300416992,0.0,10
Ablim1,0.5923976724068359,18.26287268690245,0.0,13.39526486822311,0.40513965633681676,10.913869651320978,0.3314083111612873,0.28686348169444975,0.19488892375481928,0.0,10
Ablim3,0.5341675296130171,16.742937128992175,0.0,11.237578988302953,0.3621395708294628,11.624340823048843,0.27838514364772016,0.222337293500828,0.18518782537399942,0.0,10
Abo,0.4660442500876806,14.697235982600697,0.0,7.754813198562128,0.3740053082822026,10.913869651320978,0.3435551493983162,0.24814418100848248,0.17723717000062827,0.0,10
Acadm,0.4082891030788511,20.052607516746896,0.0,7.61019587509895,0.3710249146632933,14.21771526254713,0.23518749374635092,0.2644570937150035,0.15413556655187619,0.0,10
Acan,0.5192300817666003,20.37618653347974,0.0,11.229050151925927,0.3610893462424125,14.21771526254713,0.27023877079742875,0.303904407305681,0.21300650148673678,0.0,10
Ace,0.545598308400613,18.824976732851788,0.0,7.155472171858476,0.3652971826909421,15.138065376711701,0.3139782044127253,0.2892483867320588,0.19186097518993062,0.0,10
Ackr1,0.44506918282525265,16.948718097276373,0.0,11.12694522487703,0.3245655623913811,15.138065376711701,0.3170079699068584,0.30355605638300664,0.2158797969931218,0.0,10
Ackr4,0.544512690889303,15.605500524908111,0.0,7.7922799837319525,0.355407886683989,16.55806318834872,0.29649112401518685,0.3185713728532609,0.2233550915600407,0.0,10
Acod1,0.40734102948377476,21.071470291408772,0.0,11.527888414067876,0.5738846303896905,14.21771526254713,0.30519385241865604,0.25775271832413715,0.21443247852047406,0.0,10
Acox2,0.4642414898390911,15.431247608890763,0.0,7.617892436394762,0.4836976361277255,17.66895299304512,0.3391555603729778,0.33456713950061223,0.20864334677356056,0.0,10
Acpp,0.5179571933868393,11.853892650549934,0.0,7.684060293052996,0.39029858067679446,15.138065376711701,0.28080490090582655,0.2832708954921605,0.20921538887983585,0.0,10
Actb,0.4309949779461597,12.006374935754968,0.0,11.124441133931244,0.47973816231118926,14.21771526254713,0.3022013502327876,0.27737331567910833,0.13214870947693583,0.0,10
Actg1,0.43099708136524895,18.752543192142028,0.0,11.245567136327775,0.3942106190990399,15.138065376711701,0.32680663533047216,0.327912646066167,0.17537105438930087,0.0,10
Actn1,0.7009636918660029,15.492935433301321,0.0,13.192402096603294,0.34865430624549526,10.913869651320978,0.28167782285145004,0.25129389904413835,0.20905622912611369,0.0,10
Acvrl1,0.5537381463809237,11.483293895863564,0.0,13.433212946006584,0.352940535747518,16.558063188348715,0.2910469324807117,0.2896956837162142,0.18198876596969682,0.0,10
Adam11,0.5532759133533898,18.33676662425938,0.0,7.5934022117662625,0.3875681587687895,11.624340823048843,0.3769218349986104,0.38074024420069064,0.2108658857696875,0.0,10
Adam12,0.5108378826094,14.804617500885598,0.0,11.300617701764413,0.32463087966042387,11.624340823048843,0.2707041680750885,0.2196380684239463,0.17289569139813304,0.0,10
Adam19,0.4627728310144769,11.479594104671865,0.0,13.297824442483334,0.3604833838208861,11.624340823048843,0.28809844735016127,0.24159917308636278,0.1704791227416965,0.0,10
Adam23,0.39110723854023866,20.135349536124103,0.0,11.017451973846532,0.29766149055661195,17.66895299304512,0.2747585317257006,0.29016395451478183,0.18372733255538828,0.0,10
Adam8,0.3654037328201625,15.86003967851667,0.0,13.414442909267288,0.4305975748727967,11.624340823048843,0.4529334301427315,0.20897425109758527,0.17726475199100733,0.0,10
Adamts4,0.3938618232052083,12.068778162598392,0.0,11.019437289086834,0.3735122905972374,14.21771526254713,0.31684065282566753,0.224189343593409,0.18325988063886067,0.0,10
Adamtsl2,0.45624105832886447,11.891808946552123,0.0,7.633477228777347,0.41079732688230935,15.138065376711701,0.3230733049840514,0.25326673465756244,0.19986525641655747,0.0,10
Adcy10,0.556908459016532,13.512385410645239,0.0,13.56280432544595,0.3425665294864356,14.21771526254713,0.28079601466239795,0.2745572894601367,0.19855539583560872,0.0,10
Adcy5,0.44693651572176213,16.137746972774334,0.0,11.370618569044469,0.4552286103061592,15.138065376711701,0.32749589730904105,0.1985885472046311,0.19666409382527122,0.0,10
Adcyap1r1,0.5264404131724084,16.14546689840846,0.0,7.42976954353513,0.3549955817634487,15.138065376711701,0.3548191255225253,0.2707368381254948,0.1458085795886243,0.0,10
Adgrb1,0.5814199872630003,19.00171583485914,0.0,10.980617140520518,0.4187270972989134,14.21771526254713,0.3069272698346992,0.22981493807541944,0.19573478675830658,0.0,10
Adgrb2,0.4978556904033009,18.75248792678741,0.0,11.128265922905998,0.32222047699366874,15.138065376711701,0.2930370451208105,0.3228985000545147,0.20574141221423847,0.0,10
Adgre1,0.40393272662330837,14.483656168121593,0.0,13.486709218686014,0.4608143662314926,10.913869651320978,0.3149115064190017,0.21964844966550276,0.19321904447153726,0.0,10
