,Baso,Ccr7_DC,Eos,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
4930565D16Rik,0.6704353028450776,0.34343639613791355,1.0,0.35584114604163897,0.6465339936934942,0.13705904671038172,0.9529358481416406,0.14933532502954663,0.7348167127978207
4930588K23Rik,0.8161373916745197,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.6085006432238664,0.5553699249352522,0.8787246433533569,0.0609806063706097,0.2616968610271355
4930589L23Rik,0.21583030887458374,0.34343639613791355,1.0,0.13814824935619238,0.8640493781353649,0.002087768692040136,0.29340621481020995,0.1295287925225403,0.9405783719728487
4931423N10Rik,0.6466864519475278,0.34343639613791355,1.0,0.35584114604163897,0.9563778361724071,0.04155617803314909,1.0,0.11354815775544212,0.674205086501097
4933405L10Rik,0.7373192227247365,0.34343639613791355,1.0,0.35584114604163897,0.7378500847663405,0.39799008433852967,0.74911393177055,0.055688838276278185,0.4836156429760623
4933406C10Rik,0.612791266602464,0.34343639613791355,1.0,0.35584114604163897,0.6316263265991545,0.25870779269126265,0.45023327436713545,0.008237893581852266,0.8415558445382113
4933406P04Rik,0.6283283121674883,0.34343639613791355,1.0,0.13814824935619238,0.9479689117572951,0.4466169485777406,0.9343352556076849,0.026053319866235287,0.3756827117226964
4933427D06Rik,0.7113913146148085,0.34343639613791355,1.0,1.0,0.9571356388410281,0.12411368196677552,0.870161596376163,0.47558042657451316,0.8341659059092068
4933439K11Rik,0.6623728466198584,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.5711651001134039,0.07102725994228318,0.9753463457304622,0.20265601159628108,0.8637815922495411
5031425E22Rik,0.9551505903072477,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.8231530421629768,0.21071850376100718,0.8170943979316602,0.3509761014618411,0.9688404516234197
5430402O13Rik,0.7713932738736794,0.34343639613791355,1.0,0.6600791471799283,0.8598673889530353,0.09975895370452448,0.35152996001808134,0.14076165612247132,0.3091223855920158
5730405O15Rik,0.7739884480001005,0.34343639613791355,1.0,0.13814824935619238,0.9999999999999989,0.13472984791136702,0.9036303479516874,0.2966271212884477,0.7721464752685886
5830416I19Rik,0.5707380431136837,0.34343639613791355,1.0,0.13814824935619238,0.8766454299706131,0.19640107150213554,0.9204351276687861,0.5034273582799251,0.8935195954680419
5830418P13Rik,0.9144136160720746,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.4519858480932434,0.15836473123507028,0.833592521205642,0.08696094576954447,0.31807625098789405
6030419C18Rik,0.3916889413926171,0.34343639613791355,1.0,0.13814824935619238,0.8344390453330426,0.0984536803577838,0.6655010364701646,0.15631321066682052,1.0
6030498E09Rik,0.9071158161577473,0.34343639613791355,1.0,0.35584114604163897,0.9554532030951667,0.16739049608192225,0.4000731354258076,0.022569354500188463,0.9617832495531353
6430531B16Rik,0.8492557179784862,0.34343639613791355,1.0,0.35584114604163897,0.6203346650588204,0.07330646175676371,0.8804781918526356,0.13828030632421012,0.8651821658392913
6430548M08Rik,0.4206936851859764,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.47392215330703535,0.42202906175301724,0.4641347388054621,0.23863011327821151,0.17275142481144654
8030423F21Rik,0.5552665294918702,0.34343639613791355,1.0,0.35584114604163897,0.9125228267199245,0.07442894553036249,0.4708496319145933,0.013975660154114661,0.7601916990774952
8030451A03Rik,0.7998248592773144,0.34343639613791355,0.34343639613791355,0.6600791471799283,0.7547484372550076,0.0573291494224408,0.6282327346138934,0.03939582018623841,0.21720847539887445
8030474K03Rik,0.9579275419444325,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.9074234278471167,0.1777294218742774,0.9142984086101922,0.013082192486350815,0.20262309230737147
9130019P16Rik,0.9569057368041931,0.34343639613791355,1.0,0.35584114604163897,0.9044536790395663,0.16978788821034024,0.5397803348781787,0.06488137939643551,0.8149176360968329
9230116N13Rik,0.9573285067182326,0.34343639613791355,0.5565650165675332,0.13814824935619238,0.5876025782645364,0.3984123352031136,0.7423314279993989,0.1878523646608064,0.09812378158458107
9330162012Rik,0.5832750175644692,0.34343639613791355,1.0,0.13814824935619238,0.7658957811742857,0.09916750728413375,0.7662325331138502,0.040613711816885945,0.42634551972795565
9430024E24Rik,0.6974857626856417,0.34343639613791355,0.5565650165675332,0.6600791471799283,1.0,0.07442677913645268,0.8308064537112556,0.04151657243059354,0.47863879504032814
9430065F17Rik,0.820067362236711,0.34343639613791355,1.0,0.35584114604163897,0.7291838650800686,0.1680832513450683,0.9276201076193853,0.036004146039911616,0.2269776968954355
9430076C15Rik,0.5186949453876657,0.34343639613791355,1.0,0.35584114604163897,0.40043144610588643,0.013912339206391981,0.003832640054291906,0.6060680583941227,0.047653273619265656
9530026F06Rik,0.7050174940962248,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.5742077098848737,0.14436026204666247,0.910724297522892,0.5559974803008363,0.9461783804104008
9530051G07Rik,0.4200098201020819,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.9585942950455907,0.05270882735955842,0.4440601575003612,0.10233877731135176,0.14587412751845769
9530082P21Rik,0.6242686079192388,0.34343639613791355,0.29003341600144816,0.35584114604163897,0.7708452454602475,0.4032664854574155,0.8969470524249548,0.4120335991541284,0.8189400618870287
9630001P10Rik,0.4742628307019914,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.6871875399498405,0.06251168391976306,0.5588789126116118,0.30081536250053065,0.4237936832676914
9830107B12Rik,0.5205314672814452,0.34343639613791355,0.34343639613791355,0.6600791471799283,0.8132100717393012,0.13897932795388823,0.6463072149218578,0.1733226315113829,0.4548689568227715
9930022D16Rik,0.8250875875728406,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.6716330856712961,0.10124758325303322,0.519497921955851,0.29416811813928767,0.653699796257442
9930111J21Rik2,0.21304150929130428,0.34343639613791355,1.0,0.6600791471799283,0.9519071766087575,0.16481530168303096,5.407056329844961e-05,0.09084501500955318,0.0008470286676732674
A230056P14Rik,0.1827179933023176,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.5137617423618446,0.22804362927262506,0.6960736625122765,0.14619781456793157,0.593271605171979
A330008L17Rik,0.911720041964441,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.45938492735681546,0.019807437822631748,0.6306768359539978,0.21072227025643206,0.49996979407446074
A330009N23Rik,0.8241279130616987,0.34343639613791355,1.0,0.13814824935619238,0.8657210475108031,0.41098761547942664,0.24292784289551833,0.6401936263403656,0.2201074192288318
A330074K22Rik,0.9601015472678992,0.34343639613791355,1.0,0.6600791471799283,0.8561256982036727,0.02925351510721783,0.24879573314308384,0.180166373254378,0.45710359768610387
A3galt2,0.9617173223378697,0.34343639613791355,1.0,0.13814824935619238,0.7263794732849654,0.1944497983936755,0.6264942518229256,0.09320959974468608,0.45974148360884537
A430078I02Rik,0.953639679080664,0.34343639613791355,1.0,0.35584114604163897,0.9086759993700261,0.6120900010013823,0.6793152707154699,0.02592606804734151,0.06301544998172738
A430093F15Rik,0.6612495879474654,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.8537148736322873,0.09683218861573807,0.7713377415788537,0.02083178450201794,0.039384138559911505
A530013C23Rik,0.197141034945604,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.35576305916922013,0.1974592968547687,0.95701700365605,0.06277951724044623,0.35159382405121986
A530064D06Rik,0.44392768573267904,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.9178542826328556,0.14309483725337982,0.6240101002510829,0.19876569726079357,0.21828697128638697
A530072M11Rik,0.9999999999999988,0.34343639613791355,1.0,0.35584114604163897,0.8870521212833635,0.12004899394015174,0.8935242759276212,0.022185503561560623,0.5038161957945015
A530076I17Rik,1.0,0.34343639613791355,1.0,0.35584114604163897,0.7774449645561887,0.2093877310829375,0.7989948500396765,0.03144357156159779,0.6915568749481283
A530084C06Rik,0.9138480975011191,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.7142485625408387,0.29712374986538775,0.7536048087783218,0.052584168320918966,0.20320622807167865
A630033H20Rik,0.48848763933009764,0.34343639613791355,1.0,0.35584114604163897,0.19032547726830545,0.00940249476218955,0.027456713498488567,0.5481899344590018,0.06271199925637325
A630035G10Rik,0.6878756792039882,0.34343639613791355,1.0,0.13814824935619238,0.6271945658387061,0.0870371300055949,0.9232091200715282,0.04946207780124149,1.0
A630091E08Rik,0.43233853729339555,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.8257076426449936,0.24812984696763876,0.1837143633798991,0.05138220152837336,0.9183483516115785
A730015C16Rik,0.6260510612040453,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.9534564205548707,0.2004462053423319,0.6799019329720715,0.15777158949679343,0.7127835127189278
A830005F24Rik,0.8742887174246343,0.34343639613791355,1.0,0.13814824935619238,0.5519586223795063,0.07476648735578433,0.9136346164057274,0.2692165198473952,0.7067899308487191
A930003A15Rik,0.9183396995045283,0.34343639613791355,0.5565650165675332,0.6600791471799283,0.6626900863626182,0.12753890728177042,0.29443712371613406,0.05484990590172726,0.005545266041343128
A930007I19Rik,0.2297764592690465,0.34343639613791355,1.0,0.6600791471799283,0.8325998869984913,0.34683881446188825,0.04385057870339035,0.46943885480038205,0.043268275691513015
A930024E05Rik,0.2684997096688233,0.34343639613791355,0.29003341600144816,0.6600791471799283,0.642267072347427,0.15817935799811939,0.6803531915581829,0.0158244124583113,0.3319536794250555
A930029G22Rik,0.8589528988279522,0.34343639613791355,1.0,0.6600791471799283,0.5810266676787095,0.20249246700032714,0.32497754639535037,0.19224722495236451,0.2594323015633101
AA467197,0.40467340501719784,0.34343639613791355,1.0,0.35584114604163897,0.5466711842558176,0.11675233573684796,0.9325338796069971,0.0714792810400329,0.5235943982671737
AA986860,0.5354149514087612,0.34343639613791355,1.0,0.35584114604163897,0.905221592529966,0.15074386562469133,0.6117138375956352,0.02773490080670124,0.6974306534517049
AB124611,0.12591190515584783,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.5503584643454396,0.6220507020831103,0.1789469980441237,0.21418961801755085,0.0004947183538799274
AF067061,0.9604405704691562,0.34343639613791355,0.5565650165675332,0.6600791471799283,0.7585856397523247,0.3479117221980954,0.30227448691939096,0.45442002770866363,0.2300683480368405
AI464131,0.7944273854393946,0.34343639613791355,1.0,0.6600791471799283,0.9559533303400232,0.2882483245321103,0.8903738984344942,0.06054972878267452,0.43408726372825623
AI593442,0.32082409735640305,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.3074145367404617,0.44349525190929573,0.1497651263264626,0.055754657254891406,0.5082813316514687
AI607873,0.1894003479122652,0.34343639613791355,1.0,0.35584114604163897,0.8731055347789193,0.017772076905947076,0.0013397082153581187,0.713422514403796,0.036169178482787015
AI847159,0.6546992853294371,0.34343639613791355,1.0,0.13814824935619238,0.6508981023307103,0.2970844086811337,0.5276769386736717,0.09276400941542394,0.1387176701517652
AW011738,0.6552998318675611,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.6466034780833468,0.06952766409320232,0.6046993515563007,0.10329901814661359,0.5969999822500459
AW112010,0.8291174146235403,0.34343639613791355,1.0,0.13814824935619238,0.5711171327703546,0.33429076185248197,0.6708371939742989,0.1704826939637445,0.2990748117804485
AY512915,0.5712783634064871,0.34343639613791355,1.0,0.13814824935619238,0.9534203226447694,0.039383959231631,0.9753998326963288,0.029824807212724364,0.8209338673538795
Abca1,0.6693653745456302,0.34343639613791355,1.0,0.35584114604163897,0.9999999999999989,0.14636982700727688,1.0,0.09024316739734765,0.8426964038722208
Abca15,0.7131314695403661,0.34343639613791355,0.29003341600144816,0.35584114604163897,0.7151059222522473,0.2868777139144055,0.7730529337352086,0.0570808174258649,0.04224596935928802
Abca17,0.7579798178042733,0.34343639613791355,1.0,0.35584114604163897,0.636272046463231,0.01721127175960608,0.7264122247642963,0.11487265844691665,0.8851986185735718
Abcg1,0.9232151939388683,0.34343639613791355,1.0,0.35584114604163897,0.6259636760239999,0.2463770539599827,0.08945251391584347,0.6575796814861165,0.06443403010509786
Abhd6,0.9177962896661981,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.955953330340022,0.2716845538246452,0.8302544857896724,0.23445807505544894,0.8238322263829542
Ablim1,0.8513808766060997,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.5184168700792408,0.30718115275262925,0.7845388651517303,0.37176364738899303,0.9669903054169336
Ablim3,0.6597698484584889,0.34343639613791355,0.34343639613791355,0.13814824935619238,0.6968635776837993,0.04385489932197939,0.8995837203859474,0.13790706000617534,0.41603890642259755
Abo,0.9568197316950382,0.34343639613791355,0.13814824935619238,0.13814824935619238,0.6871875399498405,0.04468707012691849,0.6408235967284979,0.06666033499490824,0.7288531378324583
Acadm,0.9559317523945999,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.5990924998961675,0.3037526166646712,0.04989055889716166,0.5055354174657922,0.22512901492702786
Acan,0.5155152523172126,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.8650399234611645,0.038736872451590534,0.9000327899244676,0.2677606215403046,0.8968060509982824
Ace,0.9553099755567135,0.34343639613791355,1.0,1.0,0.45328803658822236,0.13033376038052408,0.6072358861551441,0.3025351324040529,0.2237367025667371
Ackr1,0.29560849524633126,0.34343639613791355,1.0,0.7144543295730104,0.10715666110498735,0.05327584359350771,0.3654971943738935,0.09823552742567948,0.726104626811298
Ackr4,0.7166559872655397,0.34343639613791355,1.0,0.35584114604163897,0.5291926349952908,0.0816182585491791,0.6462413129307332,0.04881944438940914,0.30522877615903155
Acod1,0.583727524422085,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.7774449645561887,0.2920466376027797,0.11184152405797342,0.10233526635795975,0.017927908983931998
Acox2,0.27224206703291004,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.44248256945938247,0.05748615764806204,0.3771177449822748,0.003131236332302237,0.7236760850063748
Acpp,0.8783605638956722,0.34343639613791355,1.0,0.35584114604163897,0.7303608877914061,0.24499230772566138,0.06142213270674284,0.00015357918266800267,0.5383245919606408
Actb,0.0003555537945475842,0.34343639613791355,0.411768148465269,0.35584114604163897,0.32550977695358585,0.41280716225013403,0.020521744277616293,0.0003546344794590108,6.121654082224829e-06
Actg1,8.831614598809702e-05,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.35937336752326254,0.08936682086530065,0.36585291038427825,0.004029715641222926,0.010034365418338062
Actn1,0.3185327189960769,0.34343639613791355,0.34343639613791355,0.35584114604163897,0.29451815867224435,0.13948053240387107,0.14175418866180078,0.00023530957900328787,0.9638846146648958
Acvrl1,0.9999999999999989,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.902863092539547,0.0870371300055949,0.44899687055635673,0.14322582754930605,0.2679870710541288
Adam11,0.7334558796160289,0.34343639613791355,1.0,0.35584114604163897,0.9142779620131156,0.41842677307216203,0.5096106000137788,0.08501126592725804,0.8993474922353564
Adam12,0.6832981800497402,0.34343639613791355,1.0,0.35584114604163897,0.7849728062222047,0.12592809181397335,0.42744811051205045,0.005315676201445495,0.7369525438852058
Adam19,0.9102152259438947,0.34343639613791355,1.0,0.35584114604163897,0.7664251830733649,0.08203675105396395,0.4865500501195129,0.15894657396504283,0.4565803472305058
Adam23,0.9282176804611635,0.34343639613791355,1.0,0.13814824935619238,0.7930702251118259,0.030708301643000195,0.3687124359362268,0.07086846959803893,0.15382144691715355
Adam8,1.797481981187258e-05,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.2754680773854107,0.008118023504821,0.6169871912632633,0.5557212145312331,0.006156776123249932
Adamts4,0.6766856702990792,0.34343639613791355,1.0,0.35584114604163897,0.9094844192381687,0.14369275719869198,0.783198279992955,0.07300514653159013,0.366928693291927
Adamtsl2,0.7822508606201737,0.34343639613791355,1.0,0.35584114604163897,0.6749180174460111,0.051631339215598614,0.9280696843510268,0.06549491463975285,0.4169306472554084
Adcy10,0.7668979192061884,0.34343639613791355,1.0,0.35584114604163897,0.8611605375923915,0.04998814082575629,0.9776485588468355,0.18737572909418054,1.0
Adcy5,0.5525088727903664,0.34343639613791355,0.29003341600144816,0.35584114604163897,0.7478910274716193,0.33502604882477904,0.7867641549649591,0.5170129403337196,0.0823305578697152
Adcyap1r1,0.2095480127541717,0.34343639613791355,1.0,0.13814824935619238,0.8988087183074848,0.21658289809350184,0.592631492554718,0.866233795793162,0.5127641308488203
Adgrb1,0.6035974441643632,0.34343639613791355,0.5565650165675332,0.13814824935619238,0.7673286082681797,0.08936682086530065,0.5620851448338764,0.0057660223222928825,0.28530167917929306
Adgrb2,0.877341598413043,0.34343639613791355,1.0,0.35584114604163897,0.5307216044799556,0.04933537478733915,0.6883163411529726,0.607984527267049,0.9391967302466162
Adgre1,3.530698362422792e-06,0.34343639613791355,0.5565650165675332,0.13814824935619238,0.45808445240604,0.02775190793936269,0.42708435254574206,0.22892286724553984,0.00020187126383594474
Adgre4,0.7450264401472695,0.34343639613791355,0.5565650165675332,0.35584114604163897,0.8145054280346031,0.16888066013633307,0.7610005045758705,0.18736412635833008,0.5011654778655059
