,Baso,Eos,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
4930519F16Rik,0.6339673075549297,0.618290726577436,0.8089638879295138,0.7451746352107416,0.6061775078294411,0.9999999999999981,0.6939469562533173,0.8313258698580045
4930526F13Rik,0.59618434458705,0.6770456021109028,0.3913999153233192,0.8960454045026325,0.8615250006931434,0.9271464397633173,0.3635928457561698,0.6256065712024176
4930563E22Rik,0.6283534635207665,0.618290726577436,0.7948479003761811,0.504437682344778,0.2839126595797314,0.7261637462937378,0.9368521258615855,0.4910873631226629
4930565D16Rik,0.527614159401563,0.17556747379716794,1.0,0.761517640177118,0.42794794212427023,0.6779137203782613,0.5101306158015722,0.5083041315952068
4930588K23Rik,0.7789747391874758,0.3307261909339272,1.0,1.0,0.5198755133078385,0.631326672755341,0.7713145026233839,0.8541061353388131
4930589L23Rik,0.6862182565312696,1.0,0.5876990960118247,0.623918380797713,0.09102669627596094,0.17081571228410675,0.5257976179496349,0.6488163025655629
4931423N10Rik,0.7782491188229075,0.02873850970961653,0.9999999999999997,0.7761469903577627,0.4582575274620244,0.6710899402345885,0.8797659774384308,0.3784319140046545
4933405L10Rik,0.5036028518993765,0.08996086179290894,0.5876990960118247,0.9999999999999996,0.7639644164412841,0.9475190539409946,0.8200354806889305,0.6932901209734956
4933406C10Rik,0.5286814829367941,0.14568923387231225,0.4318176432047982,0.5412610372775267,0.6509592590112683,0.4907834871137532,0.5685531480181782,1.0
4933406P04Rik,0.7319313737573836,0.791499482030086,0.6308272420422807,0.5871613019981752,0.508725128656057,0.7347618199081278,0.9675137482773561,0.7733523044272028
4933427D06Rik,0.6050488201983409,0.25544666574143043,0.3073390816543812,0.43580763479612816,0.4714358414998756,0.830768739119726,0.8149233162785199,0.8630426213048299
4933439K11Rik,0.734730742801393,0.04803752774094711,0.806369561924674,0.9999999999999996,0.459900614876265,0.6867183291129858,0.8295860780160075,0.4810997335002466
5031425E22Rik,0.6939441754761939,1.0,0.3422080191044462,0.8777901728883107,0.5399453602281064,0.5342812218692012,0.7129141130659176,0.80698347867841
5430402O13Rik,0.7993774197853798,0.12031383715953323,0.8089638879295138,0.9047159784377025,0.4732045319894409,0.9433888258018868,0.664439465130694,0.7255858562372008
5730405O15Rik,0.3917955708331171,0.7772267098993264,0.3913999153233192,0.5176420919330302,0.8458966293802438,0.5625741830974145,0.5865545958707947,0.9698872421150774
5830416I19Rik,0.5260661096330886,0.6411857421528039,0.6308272420422807,0.7708399892771006,0.4631474805506911,0.3982207612170906,0.999999999999998,0.44826633941203886
5830418P13Rik,0.5125902809737761,0.27005015304778507,1.0,0.5201635273571821,0.5658245926533627,0.5979904480954863,0.1872254131284834,0.8731571191737373
6030419C18Rik,0.5333634930386912,0.4764597794221608,0.307339081654381,0.7708399892771005,0.490171233790034,0.7158944655641826,0.903537094710531,0.7022984160058081
6030498E09Rik,0.3851039811995848,0.40849999160555306,0.4318176432047982,0.8705613526128759,0.9557686737988054,0.608418249213912,0.5004702364174408,0.44457756795152303
6430531B16Rik,0.23684216210875464,0.5261865993567878,0.49393814308481354,0.8619170726365009,0.7849595653509374,0.9999999999999982,0.9655699662718311,0.42225978318836266
6430548M08Rik,0.844014949430668,0.618290726577436,0.49393814308481343,0.587161301998175,0.23585729635574246,0.9999999999999949,0.8172950941098375,0.3792556670491374
8030423F21Rik,0.859869033058619,0.02414327299606552,0.07984824817415279,0.9077426443137167,0.5413674834965585,0.5498877533180897,0.5666592989509449,0.8053836504968606
8030451A03Rik,0.625712148051184,0.056015642745935984,0.3913999153233192,0.29124674529676076,0.8891422133021512,0.23413969186435135,0.8759373365676512,0.09793660016387297
8030474K03Rik,0.9179722762160515,0.7732053862634435,0.175567473797168,1.0,1.0,0.8857313925990048,0.7161510882353327,0.9768101350687667
9130019P16Rik,0.5750765616999438,0.12031383715953323,0.7771609909615929,0.4817497052944518,0.8147224691931564,0.24749066926230753,0.6806794709701476,0.97213592407501
9230116N13Rik,0.02125890150351013,0.40849999160555295,0.8089638879295139,0.8771202558029174,0.7709289649565303,0.07756007908169772,0.6244227545203902,0.7874823150902455
9330162012Rik,0.5309830733192547,0.7772267098993264,1.0,0.8017834430086416,0.6188794523250833,0.8805837982815002,0.650425390533198,0.2492693477260295
9430024E24Rik,0.24263531294769752,0.618290726577436,0.8089638879295138,0.8705613526128759,0.9189565901356535,0.8504812222568955,0.7748906379918266,0.30688404480223486
9430065F17Rik,0.6724309532145457,0.29544354834505193,0.8089638879295136,1.0,0.7439155497164964,0.6412682106714555,0.6319557862486769,0.8078588271772027
9430076C15Rik,0.0457771706122233,1.0,0.04302240123402669,0.6713367837274753,0.6217377056300676,1.2234199803433667e-05,0.05704440771193498,0.07133322196322754
9530026F06Rik,0.4243027125036487,0.17250447068896924,0.7948479003761815,0.7451746352107421,0.8785931932656491,0.4960257819508851,0.9619025352712687,0.747531346789267
9530051G07Rik,0.4917339960949493,0.36172912485389164,0.8284575082571368,0.6403210979312349,0.5212415984357153,0.6927398726480098,0.646484956282943,0.7562510005087029
9530082P21Rik,0.7306433427509809,0.36172912485389186,1.0,0.759007050141584,0.2720682024770614,0.3746627276984732,0.9313760807497053,0.3606038628413646
9630001P10Rik,0.7955911348194066,0.09453427018886931,1.0,0.5724363710835703,0.6370721825016685,0.973977126855047,0.7482365706204792,0.7552677792164235
9830107B12Rik,0.5376195183310866,0.2554466657414304,0.341709169316572,0.8861637978367463,0.07142122378766495,0.9691530580200454,0.44195945615913257,0.3378961592985673
9930022D16Rik,0.7561655538934916,0.24134117766385774,0.4318176432047982,0.6695183362965054,0.22365090039973842,0.5606806081510434,0.3187951387060011,0.7181164104280939
9930111J21Rik2,0.1310980486241453,1.0,0.8089638879295136,0.6558961818850135,0.38879671745433164,0.0019163097213162285,0.21048559987084747,0.23152676374130712
A230056P14Rik,0.5250307489462569,0.5906400207514709,1.0,0.7674715919832564,0.7684590722522989,0.8057508393642352,0.9663460056240714,0.5630027626801676
A330008L17Rik,0.7115947485072875,0.24134117766385776,0.5876990960118242,0.587161301998175,0.8280287746558865,0.6191082150922379,0.6964367570503651,0.6532279012064933
A330009N23Rik,0.45402303091837337,1.0,0.7771609909615924,0.7901189030395679,0.8871662021919029,0.9999999999999986,0.5715883207647294,0.9680790705043937
A330074K22Rik,0.5964149642581631,0.7772267098993264,0.4774064424924248,0.8939246918526373,0.7110371293962476,0.8805901158077056,0.5786188844419834,0.6715427773576153
A3galt2,0.42635539657783394,0.2554466657414305,0.5876990960118247,0.8892671183713317,0.9574099930271958,0.7629085692981099,0.57582545970872,0.41901059191190293
A430078I02Rik,0.9153759885028178,0.29544354834505193,1.0,0.9999999999999996,0.4051042650236719,0.7357497066652685,0.6849297861927606,0.7753110070527157
A430093F15Rik,0.5114655326146162,0.40849999160555306,0.5520213639887088,0.43580763479612816,0.834904903705436,0.9079116744213122,0.6027397377438775,0.9336189442367285
A530013C23Rik,0.5706313293886893,0.7914994820300864,0.6162466111491085,0.7131070259554704,0.4153541535956372,0.7251253586841646,0.999999999999998,0.7821480198986002
A530064D06Rik,0.5406798670302022,0.14568923387231225,0.3913999153233192,0.8437705871679078,0.738568025674447,0.9256881640467864,0.8776271175430854,0.7667518253735164
A530072M11Rik,0.7648488396634967,1.0,0.44599134754478853,0.7942307945389628,0.7494232936412598,0.9353891757056749,0.7910974712683491,0.5882289386657202
A530076I17Rik,0.5220662332044843,0.3647602679313472,0.8089638879295138,0.5176420919330302,0.7471969123722804,0.7650197890603612,0.664656524035323,0.935018586671347
A530084C06Rik,0.6024288028742909,0.17250447068896924,1.0,0.8861637978367458,0.8769836891387303,0.8785426616929293,0.5469895228534332,0.41122914164032287
A630033H20Rik,0.14859011838904027,0.3307261909339272,0.17556747379716794,0.8809853910446319,0.15379020411655517,0.010639772506821174,0.26796896283730937,0.019004987960923987
A630035G10Rik,0.6140963307856275,0.3307261909339272,0.8089638879295136,0.6055456594927702,0.6273848691861007,0.7109149406556189,0.6080536777876715,0.8104824138612715
A630091E08Rik,0.5798406081639309,0.791499482030086,0.8184004396643656,0.8771202558029174,0.7097905500184999,0.3189330438105528,0.7459274132206632,0.5426252755253533
A730015C16Rik,0.5391742129278119,0.6182907265774362,0.4318176432047981,0.7231637650304251,0.6412455863607877,0.6310648668318652,0.8927122157948277,0.5533304425554864
A830005F24Rik,0.8995599289292003,0.295443548345052,0.7541822193953227,0.5973712890023213,0.4057514692679466,0.4915795928076705,0.9399328136862153,0.6962781588718632
A930003A15Rik,0.7781642513245619,1.0,0.616246611149109,0.6713367837274753,0.45660116565646947,0.6585131101492641,0.6784290397121306,0.9713996782754248
A930007I19Rik,0.3663524560422502,0.8061143636096235,0.7948479003761815,0.7708399892771002,0.3679862782164087,0.422422478051392,0.6114317544776164,0.8194030062928908
A930024E05Rik,0.28846788550942803,0.754840715291653,0.806369561924674,0.551873254399476,0.7684590722522999,0.793210125052652,0.8244208198795833,0.7505200230765958
A930029G22Rik,0.8811499161841301,0.2700501530477847,0.5876990960118247,0.8705613526128759,0.7726171682635012,0.6244192879606962,0.932640932825135,0.7193651669119494
AA467197,0.529103021361877,0.3307261909339273,0.44599134754478853,0.761517640177118,0.21191847273699094,0.816328585311351,0.4213483327098403,0.32450443484176883
AA986860,0.8856297820119818,0.3307261909339272,0.6308272420422807,0.8664430850786018,0.6436614661555429,0.94271701865835,0.849443301480809,0.7673219840162281
AB124611,0.7899181384378944,0.01623216221454149,0.24291987917684618,0.31826444479683375,0.1588810401213595,0.04892470203222692,1.0,0.16405450028092936
AF067061,0.6678462177510027,0.295443548345052,1.0,0.25991365937301064,0.9076643149038551,0.7260346254927783,0.3034465988293931,0.6797085638218576
AI464131,0.6528710125549196,0.21133001410432192,0.3913999153233192,0.8912018826703474,0.2031800302583458,0.8983473143912466,0.7224121794764296,0.6452566266637536
AI593442,0.6411244559383753,1.0,0.5876990960118247,0.8569139556614698,0.11834362035851394,0.16677543779536957,0.6600267179250414,0.030270243155823422
AI607873,0.1422414671856696,0.3451619323888764,0.13730085928135158,0.9999999999999996,0.35974836852693803,0.00011799329023911,0.11726210482988303,0.07402689692924325
AI847159,0.20561700179889103,0.7732053862634435,0.341709169316572,0.9999999999999996,0.4725828632280371,0.7486606577517474,0.9035370947105346,0.8190805905392237
AW011738,0.8761476342078336,0.5906400207514709,0.8184004396643656,0.9999999999999996,0.9566993060430031,0.23166882909090158,0.462137211424163,0.6718193866543851
AW112010,0.4554329076989795,0.5321314335693004,0.7541822193953223,0.8697674501345595,0.1415191741651009,0.3025472814480076,0.5291352101649331,0.9999999999999971
AY512915,0.9538046090862944,0.4453122458971731,0.4654702430291745,0.6125658329851644,0.3631511011393215,0.9740092576003053,0.7441183794847358,0.8468670115483664
Abca1,0.3958333350901072,0.5261865993567876,0.7948479003761815,0.6558961818850135,0.44285718041515765,0.9999999999999984,0.6854403579980888,0.9242300964411637
Abca15,0.7055208187896729,0.5031108748056476,0.6396881293760559,0.46018944569779874,1.0,0.23693631126081108,0.7253200720757551,0.24854104828051993
Abca17,0.13194873908515684,1.0,0.7916388505400503,0.8743282798711993,0.5487694064092401,0.9692060363481869,0.4518757494970873,0.8810277650023141
Abcg1,0.13295793702832456,0.7772267098993264,0.6396881293760557,0.6558961818850135,0.6412455863607875,0.0002286062083951554,0.01852920019073558,0.27312262552837036
Abhd6,0.23267425383888773,0.24134117766385754,0.8089638879295136,0.8697674501345595,0.6113631840029496,0.7596976815463518,0.5463318290125387,0.9721752075135264
Ablim1,0.7580572430682069,0.2098022710619999,0.7916388505400503,0.806604638778771,0.2944328415495306,0.6578651176422518,0.969117222689339,0.8610294721844687
Ablim3,0.40841176185638706,0.8181014504818206,0.806369561924674,0.7231637650304248,0.08317341126546751,0.6173311188666143,0.8773362472468187,0.33787292314092077
Abo,0.5676966345204648,0.2098022710619999,0.651875720592495,0.5044376823447774,0.5070735236797702,0.17558995520018755,0.8326856916216565,0.43255709782007223
Acadm,0.07014500073235969,0.4453122458971731,0.7730608993011115,0.9999999999999996,0.6719494534810442,0.7425567159350794,0.06713102440832984,0.2787281769973727
Acan,0.5666782503284343,1.0,0.4654702430291745,0.8743282798711989,0.6105059657852234,0.6373788219081182,0.6556759458199573,0.8605100667822279
Ace,0.9371475549452886,0.29544354834505193,0.5520213639887086,0.8705613526128759,0.3668095993330217,0.8624792589551815,0.6941985329594706,0.6973677873952511
Ackr1,0.3976053586978944,0.7772267098993264,0.3073390816543812,0.1074238878493955,0.6801656929364213,0.815168104257988,0.25470798550333057,0.08674672470773517
Ackr4,0.7238378445047595,0.41334291517170363,0.3913999153233192,0.8380648078932779,0.8788079575128627,0.4072798365306912,0.6316625266390785,0.8766872630252753
Acod1,1.0,0.2554466657414305,0.4318176432047982,0.5176420919330302,0.4884589708162119,0.0034028442481535107,0.32017534377819523,0.0018966337115318883
Acox2,0.6339673075549297,0.5321314335693004,1.0,0.8934849199272276,0.7842436331493213,0.12807816975043507,0.28136464512167747,0.5935603694189894
Acpp,0.6784120697980967,0.0033285074138509276,0.8302775276809204,0.6437228280449037,0.26347777079369605,0.3946298141554031,0.06461115731939458,0.9142829642528356
Actb,7.059291004862671e-06,0.05718837316362227,0.07984824817415279,0.8743282798711993,0.00019023286132260287,0.7940366484647959,0.0005965436250892241,5.486414209138871e-07
Actg1,0.0017413480920047703,1.0,0.3913999153233192,0.5561443612498133,9.821707861225485e-05,0.9101828406927062,2.5990131321886882e-06,0.000498033118262413
Actn1,0.020650648586790943,0.4453122458971731,0.8089638879295138,0.25480233312296796,0.05454105931088027,0.4936996451631347,0.01258890303944857,0.2991072609736788
Acvrl1,0.4713700391575263,0.791499482030086,0.8205515915819048,0.8839459807347615,0.3588204773569752,0.2832456501738695,0.9690852457741539,0.9136141961086236
Adam11,0.11894673215007291,0.16210891159862117,0.806369561924674,0.375992328639254,0.8842802542996724,0.010147245573161202,0.932640932825135,0.687223868757945
Adam12,0.569096493782525,0.06436781103770721,0.616246611149109,0.5201635273571821,0.3177334466674145,0.5652307828885089,0.6136265576010148,0.9409393108759019
Adam19,0.23880149338763593,0.13497708073228878,0.4654702430291745,0.27355133746857163,0.2129496529157138,0.8295324865099167,0.2930024588124726,0.3907881764169564
Adam23,0.18582744239232993,0.5321314335693004,0.7948479003761811,0.1859675859606435,0.9596900649507814,0.6363483989486898,0.18899415899395597,0.08632292925939627
Adam8,0.00010834096618523659,0.02873850970961657,0.4654702430291745,0.11038435219384836,0.5682996173733915,0.6675919946288158,0.11563347645056689,0.0015402450844467098
Adamts4,0.4980840519440586,0.2554466657414305,0.7948479003761815,0.6127351780102124,0.8678939796136045,0.778362952094317,0.6369235432411269,0.8057694981723907
Adamtsl2,0.3007352098968018,0.4453122458971728,0.806369561924674,0.4223735456109724,0.1522367108080389,0.2927664246518665,0.4237411185415507,0.6323761846692355
Adcy10,0.7433977698860397,1.0,0.8089638879295138,0.8451100614727417,0.8688012071958708,0.8786066404682483,0.7280462999425312,0.5410651474706694
Adcy5,0.6267985217720096,1.0,1.0,0.8777901728883107,0.016447455382029106,0.39224254553146265,0.6519821719189911,0.13796645531318918
Adcyap1r1,0.13099796736440042,0.7732053862634438,0.8089638879295138,0.42909904639339536,0.6050736883710259,0.08713072655769508,0.8530656197649088,0.675775277253539
Adgrb1,0.6505660614487301,0.5565650165675332,1.0,0.47462572437712847,0.6611577847581865,0.9201193068415892,0.5211490281953213,0.6099748585028355
Adgrb2,0.793168962500921,0.7732053862634438,1.0,0.8017834430086416,0.6567302684107366,0.877208789851972,0.7135925140513855,0.9117623247285264
Adgre1,6.915938555626157e-07,0.09880785420735842,0.26772270869674825,0.3050931067954261,0.7362892470379643,0.32217283274751374,0.059940071719167334,1.0103601141165715e-05
Adgre4,0.7892531264108859,0.6182907265774363,1.0,0.41902957122549,0.5860932120783513,0.6021890994118739,0.8886021356575715,0.8810277650023141
Adgre5,2.0904275660752044e-06,0.121786073408853,0.49393814308481354,0.6848937459778393,0.5376525925216686,0.00015898616860910016,0.1494019500532156,0.005004116417992801
Adgrg1,0.9317675497497333,0.5906400207514713,0.8205515915819048,0.6437228280449034,0.01134321144619924,0.00027556162501358273,0.002516975768010992,0.00037409362191677707
Adgrg2,0.4304660309111721,0.7772267098993264,1.0,0.7942307945389628,0.5464511448058281,0.7509006222753073,0.7303698445743814,0.0961376889656243
Adgrg5,0.22288981049636233,0.17250447068896926,0.8089638879295138,0.41135645686712885,0.9515403757236901,1.0,0.43769094137346487,0.9221045761089044
Adgrl4,0.810996027713684,0.5031108748056478,1.0,0.8619170726365009,0.7463878949724676,0.8923378279447054,0.8408025975795035,0.7790836840093679
Adh7,0.7587620280562146,0.40849999160555306,0.2677227086967484,0.48174970529445116,0.8769836891387303,0.46297516243792614,0.9608535594826825,0.40705171240968696
Adm,0.138223041760201,0.8061143636096235,0.4654702430291745,0.3523160616832204,0.5636794492332423,0.27061101813995375,0.815326751036901,0.7170288716966693
Adora2b,3.60487640503851e-07,0.5565650165675332,0.342208019104446,0.47128940966049326,0.2020301919919187,0.002783168061775393,0.2180539504402507,0.0010396583244855462
Adpgk,0.11164314212197299,0.04041516413000367,0.39139991532331886,0.43580763479612816,0.027245156316177438,1.0,0.2629512985564745,0.6973997325114725
Adrb1,0.9068652023456638,1.0,0.4318176432047982,0.5785906767545477,0.7065128338629221,0.7461254195951301,0.3946718467356092,0.7404616911584592
Agl,0.6862759297526383,0.24134117766385776,0.4654702430291745,0.8619170726365009,0.34191344619622277,0.46188477739475364,0.7281417516196136,0.9721752075135264
Agr3,0.41759098917749593,0.754840715291653,0.7771609909615924,0.7405496239139276,0.6640385685094388,0.8632314888689607,0.8933882284460155,0.8089049219037592
Ahnak,0.018270285007578175,1.0,0.21089729565136595,0.11709529419362856,0.4137822234246372,4.249261451635394e-11,5.6276020952553225e-05,2.1415213842020633e-06
Ahnak2,0.33287527044156595,1.0,0.7771609909615929,0.23164681871850873,0.48158183473598526,0.0028996328329733935,0.26427018112821227,0.08168672814952671
Ahr,0.2560142324251389,0.7732053862634435,0.3073390816543812,0.9999999999999996,0.5614257031904653,0.9232370006464783,0.32983464141623176,0.7290399197330187
Ahsg,0.43957002458821404,0.754840715291653,0.7771609909615929,0.5958670317386816,0.8047710404725794,0.8771642430968545,0.7872131844572664,0.1693392023210301
Aicda,0.27580107296964806,0.12031383715953323,1.0,0.8743282798711989,0.9088322538930395,0.6326733922130299,0.6767078851426888,0.26920838517123796
Ak1,0.4344883660589711,0.791499482030086,0.6162466111491085,0.5724363710835703,0.8174826719665962,0.9713874356791853,0.40955161543361773,0.13770027429055948
