,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
4930417H01Rik,0.6592931749072823,0.8297224620481122,0.34343639613791355,0.49253543343658757,0.36545813508734926,0.4332083246242644,0.29379405599483216,0.11496125155982816,0.5429822667419761
4930426D05Rik,0.8824881476391131,0.21092852875456633,0.34343639613791355,0.8241857874586083,0.7741810846365244,0.4332083246242644,0.2922267727437091,0.04937235246518731,0.08610201899976207
4930431P03Rik,0.8842856631354059,0.6371961365181242,0.34343639613791355,1.0,0.6850930719106967,0.4332083246242646,0.074615583790975,0.008371786249822794,0.1750230648668992
4930452B06Rik,0.5168009502993693,0.25881876575121027,0.34343639613791355,0.21646051842535055,0.00511377629110857,0.5175101500078587,0.13553516784572597,0.3966364929534799,0.24848050737308083
4930458D05Rik,0.6083173805356522,0.15176941009560274,0.34343639613791355,0.656579224694315,0.5078447114708666,0.6816763856141759,0.21445156502854654,0.2290113004139338,0.6806884779126536
4930503B20Rik,0.7400632923868644,0.5010858438709951,0.34343639613791355,0.6367442140801968,0.00018416543180132015,0.6256674000825169,0.1497830684932184,0.2695900901925403,0.029462151299015867
4930517L18Rik,0.5283335389794603,0.3697278916238803,0.34343639613791355,1.0,0.700045415045986,0.27575563543647624,0.19846762834432516,0.0709840041257374,0.6660869066151722
4930519F16Rik,0.44277670207480135,0.083438958644752,0.34343639613791355,0.3432895832111098,0.24668656811930612,0.8281992886239742,0.0847815398151944,0.11286581465485737,0.7201953982737235
4930526F13Rik,0.8040571699685558,0.656579224694315,0.34343639613791355,0.8365443236299981,0.5409152658483858,0.6474110240142328,0.41579907687340745,0.3386904688837665,0.7264742732305276
4930563E22Rik,0.6213955076347106,0.656579224694315,0.34343639613791355,0.464491487489036,0.8687769456967789,0.4332083246242646,0.48736774221527723,0.1349277591964621,0.3540372810789949
4930565D16Rik,0.5953698900044528,0.1933689636025765,0.34343639613791355,0.6367442140801969,0.5187787316600851,0.6816763856141753,0.07234018202193786,0.09963476538357997,0.4375723715097669
4930588K23Rik,0.7465790586873563,0.9999999999999997,0.34343639613791355,0.656579224694315,0.9517840060305831,0.6816763856141759,0.3398393678185081,0.11468424524979665,0.5327134642438266
4930589L23Rik,0.847356475523956,0.2833659184423406,0.34343639613791355,0.49253543343658757,0.15466204276825765,0.4647092004024853,0.12629679361317805,0.22478646279934683,0.6701737156982652
4931423N10Rik,0.9999999999999989,0.3617291248538914,0.34343639613791355,0.6409739276943209,0.7803105288700161,0.6474110240142328,0.18127392883482796,0.12070866568726632,0.6944993690498588
4933405L10Rik,0.6159112667460565,0.5010858438709951,0.19342205960333228,0.5168136232117861,0.5844387483768307,0.4647092004024853,0.2647987925939222,0.0989343402141871,0.4411994679113026
4933406C10Rik,0.5498661186512983,0.6879330069027794,0.34343639613791355,0.8365443236299983,0.3503435422510245,0.4332083246242646,0.147513735643286,0.009314660750962248,0.08801482918353692
4933406P04Rik,0.5050066817361434,0.2236782312512505,0.34343639613791355,0.8365443236299983,0.43659682050542137,0.34578113590523174,0.5726398119409377,0.04082556460326497,0.04712671921490714
4933427D06Rik,0.3617018337155977,0.9999999999999997,0.34343639613791355,1.0,0.7598263348022374,0.4332083246242646,0.02647315574221491,0.00490704948023274,0.9697175325420415
4933439K11Rik,0.5412103099040184,0.3324743793953876,0.34343639613791355,0.37245279607829396,0.9543095507313419,0.8281992886239742,0.15898171388489973,0.04784271686213527,0.7682945796765072
5031425E22Rik,0.7051901266792162,0.552534532653042,0.34343639613791355,0.6883254861190503,0.864460194127588,0.4332083246242646,0.7096983228650755,0.3844020833839785,0.7609095254810642
5430402O13Rik,0.5811594846192232,0.8451100614727423,0.34343639613791355,0.3983609043461408,0.49409304899556983,0.5175101500078587,0.27436556226125147,0.033567250647182516,0.29706065541747334
5730405O15Rik,0.6914427466310129,0.9999999999999997,0.34343639613791355,0.6132506495779411,0.9239361960888288,0.3590116819214234,0.3494131951177518,0.1251241320947041,0.6007787178275743
5830416I19Rik,0.7297633865276292,0.5120998269641941,0.34343639613791355,0.8479548022234613,0.34204929593096745,0.5387931793265937,0.20270064872436777,0.1449820264715926,0.3906112007836302
5830418P13Rik,0.9591237365112091,0.6371961365181242,0.34343639613791355,0.8006545454822498,0.10206785072080388,0.8181474881919049,0.24152963727947518,0.15245122265941555,0.13181333811142892
6030419C18Rik,0.43947160890024883,0.5120998269641941,0.34343639613791355,0.8504579707163944,0.6531519252160514,0.4332083246242644,0.29943793413458375,0.19406656663766766,0.838553516186394
6030498E09Rik,0.4955955696790304,0.3510221562614819,0.34343639613791355,0.3432895832111098,0.6085282505307286,0.574187803162012,0.14193440644571464,0.06856374946905329,0.7449657808220641
6430531B16Rik,0.9180629559976071,0.3171450108989636,0.34343639613791355,1.0,0.6751594435946926,0.6816763856141759,0.193975100087866,0.020815534653647213,0.09841603071823624
6430548M08Rik,0.016091504041869233,0.22367823125125047,0.34343639613791355,0.37245279607829396,0.9170172310615277,0.15950075675606146,0.4721323884294425,9.208021654175912e-05,0.00901563901097051
8030423F21Rik,0.3006467548640956,0.08010863481724095,0.34343639613791355,0.21646051842535055,0.5744331864640517,0.8281992886239742,0.35172473662946935,0.030007547468578442,0.1765326982104063
8030451A03Rik,0.6687589667867961,0.4877522562031483,0.34343639613791355,1.0,0.08533915384815317,0.6658302726303922,0.648434789442538,0.07211503796998497,0.03953428717284695
8030474K03Rik,0.8538085655249623,0.8379421405039178,0.34343639613791355,0.8365443236299983,1.0,0.38301076032644765,0.612023644054184,0.13446035787575086,0.43144841184538396
9130019P16Rik,0.8400964559123951,0.4526372487639424,0.34343639613791355,0.24680010511933353,0.8105216000753634,0.6474110240142328,0.47610677097259135,0.06825753180677348,0.2765964981617305
9230116N13Rik,0.3119929469346117,1.0,0.34343639613791355,0.07338837420431323,0.13811875783390445,0.3867252684901028,0.1850726739115161,0.025792922509439806,0.2534450718415663
9330162012Rik,0.39426466572659025,0.1686484395969686,0.34343639613791355,0.7036810596134242,0.7527154620585703,0.5741878031620121,0.4213361187772604,0.25931339438443807,0.5781283035635654
9430024E24Rik,0.5979116645860957,0.15584027337912384,0.34343639613791355,0.8279923669552666,0.5214364301561857,0.3590116819214234,1.0,0.17146816912214757,0.07975443516748654
9430065F17Rik,0.9999999999999989,0.36172912485389186,0.34343639613791355,1.0,0.6738320094083555,0.6816763856141759,0.18505539670487625,0.04809046053375833,0.5743055305528757
9430076C15Rik,0.48285716183288563,0.43325466208427943,0.34343639613791355,0.8332756115917841,0.3754428158609444,0.818147488191905,0.24199025731733012,0.805625128124302,0.161288367770819
9530026F06Rik,0.5767790119754643,0.22367823125125047,0.34343639613791355,0.8006545454822498,0.5634204926099324,0.41128643861697944,0.14760127574643062,0.08709257903898664,0.5096070863597645
9530051G07Rik,0.651748272968282,0.09119322399509021,0.34343639613791355,0.8279923669552666,0.40645466180874357,0.5175101500078587,0.25295866860930505,0.039915843206779336,0.08559953946432729
9530082P21Rik,0.7304375463560028,0.8089638879295138,0.34343639613791355,0.8179862940384242,0.5353960242705803,0.8181474881919049,0.2734612890140048,0.21765327636932968,0.751274665741307
9630001P10Rik,0.7242161985077389,0.6733220369505304,0.19342205960333228,0.8179862940384242,0.41962652705174097,1.0,0.07367943170870467,0.05494487679849711,0.6296402396544356
9830107B12Rik,0.09584870903216969,0.33253633291852147,0.34343639613791355,0.49253543343658746,1.0,0.5387931793265937,0.3166581881271602,0.0008665047105571376,0.08712091963758668
9930022D16Rik,0.965124808489485,0.6733220369505304,0.34343639613791355,0.673573770986162,0.307772329502137,0.5175101500078587,0.39099876322278104,0.1317327182550887,0.21007375355888352
9930111J21Rik2,0.14835724933480682,0.9999999999999998,0.34343639613791355,0.8279923669552669,0.7056540494621285,0.6474110240142328,0.00803015835780813,0.5822982492476394,0.0067298333293076395
A230056P14Rik,0.8779976477839937,0.8201835237244322,0.34343639613791355,0.37245279607829396,0.8683356472946591,1.0,0.3934055816498456,0.04632350053087241,0.27798901421047617
A330008L17Rik,0.850675771540387,0.3880961333858691,0.34343639613791355,0.8241857874586083,0.4240234168117787,0.8061462858246486,0.24517173881836996,0.11687935100845746,0.3915506007854339
A330009N23Rik,0.7635392452749052,0.3617291248538914,0.34343639613791355,0.24680010511933353,0.21960981258431694,0.45290880894259433,0.21075040413051999,0.5076336351252643,0.8547952297872745
A330074K22Rik,0.747150155041578,0.8201835237244326,0.34343639613791355,0.8439566475924215,0.534171406837701,0.5741878031620121,0.11112558957865802,0.042663101494949195,0.5730401007245558
A3galt2,0.34951390353344003,0.1933689636025765,0.34343639613791355,0.8179862940384242,0.6931232397674517,0.30133782284589095,0.19160748945227596,0.020425138097788786,0.3747705077104211
A430078I02Rik,0.5488346404565869,0.9999999999999997,0.34343639613791355,0.7012762516712856,0.877037770308656,0.5575328917762543,0.1359087248695382,0.021928423402476884,0.5572747204647052
A430093F15Rik,0.888743511009275,0.4178726105722447,0.34343639613791355,0.23350875514206942,0.4817454645447664,0.6816763856141759,0.0981866817195249,0.005687437178505673,0.0220276519794146
A530013C23Rik,0.46700373195842104,0.8201835237244323,0.16785065605707486,0.464491487489036,0.7457884433050849,0.4332083246242644,0.4074848361111595,0.24192791665899277,0.8823177471001393
A530064D06Rik,0.037937046279505254,0.2833659184423409,0.34343639613791355,0.7916388505400503,0.7232207872795416,0.574187803162012,0.2677923165257825,0.020500475320913276,0.007555944736521025
A530072M11Rik,0.8438353673374573,0.6109570175053958,0.34343639613791355,0.1189254480242612,0.7873689092328287,0.574187803162012,0.4533084118812356,0.040963919727382066,0.24347127133676102
A530076I17Rik,0.42182864796984576,0.2585683514541205,0.34343639613791355,0.8365443236299981,0.5992186738508286,0.3275334545105214,0.5189562699787289,0.08747659378580525,0.19530575508544476
A530084C06Rik,0.7852246849171859,0.20227910601792015,0.34343639613791355,0.7036810596134242,0.9558556213264618,0.32458470870527034,0.851738672111956,0.16832870270291792,0.0889090382934288
A630033H20Rik,0.9625979575424595,0.4118396686577851,0.16785065605707486,0.8439566475924218,0.08827441522146726,0.8281992886239742,0.975212845857763,0.8263844184319268,0.09972848268686685
A630035G10Rik,0.6584741163920769,0.9999999999999997,0.34343639613791355,0.3983609043461408,0.4350546273623088,0.29201736840123194,0.2749713173883066,0.07218601821815247,0.3175945874261001
A630091E08Rik,0.44427570306629194,0.3617291248538914,0.34343639613791355,0.656579224694315,0.9558556213264631,0.3590116819214234,0.04086175665665916,0.05527696211596594,0.9164646528962872
A730015C16Rik,0.8040571699685558,0.3324743793953875,0.34343639613791355,0.7916388505400503,0.9593639132296454,0.5741878031620121,0.15558646424854583,0.02079210911678011,0.3281409720227163
A830005F24Rik,0.7723176844391577,0.3604332602610921,0.34343639613791355,0.7127582566844608,0.9094198078855624,0.32458470870527034,0.18910584136205627,0.09652991830165433,0.6861126390244292
A930003A15Rik,0.6747122183138443,0.8514265499836258,0.34343639613791355,0.3983609043461408,0.8458282813672514,0.32458470870527034,0.13098160526004535,0.12603212555166482,0.7941724071371412
A930007I19Rik,0.04110284651625877,0.6879330069027794,0.19342205960333228,0.8365443236299981,0.33151465410547276,0.8441879630843625,0.03350274957324237,0.0330476537282929,0.0006663892300793902
A930024E05Rik,0.5402485750786234,1.0,0.34343639613791355,1.0,0.26887019616934366,0.6816763856141759,0.13536003204011737,0.3038726943207738,0.7461587203560776
A930029G22Rik,0.48911227067846175,0.656579224694315,0.34343639613791355,0.464491487489036,0.5019142427977582,0.3867252684901028,0.5551858393623204,0.12450527505118603,0.436999501344394
AA467197,0.005912269420364584,0.1199346381462764,0.34343639613791355,0.6883254861190503,0.5607215638791283,0.574187803162012,0.2891218606855501,2.0476695494297467e-06,0.0007503660218828401
AA986860,0.5198493615084943,0.656579224694315,0.34343639613791355,0.3983609043461408,0.18787689466684615,0.6816763856141759,0.4277172017352061,0.06856374946905312,0.2720000920107073
AB124611,0.6867645236718667,0.4877522562031483,0.34343639613791355,0.5168136232117861,0.209662277821154,0.2540400480256681,0.1114547711197165,0.00228547727936011,0.00014559400672292712
AF067061,0.8775244036175737,0.5694812427128483,0.16785065605707486,1.0,0.7824951051011404,1.0,0.587402049581772,0.18895556268986002,0.3464526666469725
AI464131,0.6159112667460555,0.552534532653042,0.34343639613791355,0.7012762516712854,0.5603607104555235,0.3590116819214234,0.29402880941755805,0.06497330070611984,0.2768585004242846
AI593442,0.07629177443717132,0.20954899009041528,0.34343639613791355,0.3432895832111099,0.0048020419585007796,0.30133782284589095,0.10094072454936258,0.13117578545844927,0.7446679953537241
AI607873,0.8821814258212124,0.4526372487639425,0.34343639613791355,0.6367442140801964,0.7298980323439784,0.8136136021153796,0.571392864300869,0.8227689150488672,0.2797529908591272
AI847159,0.5770945603067121,0.552534532653042,0.34343639613791355,0.656579224694315,0.7709394907299065,0.36518251195507456,0.20436856018380442,0.3353007039085012,0.7589228974854463
AW011738,0.4004697910702302,0.097357570888958,0.19342205960333228,0.8439566475924215,0.9561537236966773,0.4930815524244151,0.40926478694713087,0.025440886017066778,0.1963371195999989
AW112010,0.3656754382744998,0.3008048254828544,0.34343639613791355,0.49253543343658746,0.22936335108353453,0.8006545454822498,0.9744223289453572,0.32045431250419926,0.1984072805380146
AY512915,0.8421186334271598,0.552534532653042,0.34343639613791355,0.656579224694315,0.7913140201944749,0.21011513034534868,0.08123133733242899,0.07699696397313209,0.6104386567435318
Abca1,0.44075311389526395,0.5120998269641944,0.16785065605707486,0.49253543343658757,0.040268481533077376,0.6816763856141753,0.23842817338055597,0.5207240718534016,0.8069506099335942
Abca15,0.8766332974665447,0.17497878345131612,0.34343639613791355,0.8332756115917841,0.7938333504088062,0.6474110240142322,0.5055658678522104,0.06376650367947503,0.1198641847470187
Abca17,0.24452016882078867,0.6223803640054715,0.34343639613791355,0.464491487489036,0.9999999999999988,0.8281992886239742,0.29430438865899594,0.0674726793756644,0.9090239216205362
Abcg1,0.0676118528855472,0.5010858438709951,0.34343639613791355,0.6766875003838095,0.5753012546784286,0.3867252684901028,0.06079603640039234,0.8396700290865096,0.21445964558420538
Abhd6,0.21300898617816258,0.8201835237244326,0.34343639613791355,0.464491487489036,0.13790919340781468,0.574187803162012,0.09326823371595723,0.033209643597811034,0.5550996582041027
Ablim1,0.6231837400448554,0.1776880165605986,0.34343639613791355,0.8060824350186249,0.4094504006913795,0.8367704675656809,0.2617016802294643,0.08033540719991673,0.2787389636449298
Ablim3,0.3986510074647278,0.3086746482636269,0.34343639613791355,0.673573770986162,0.20058308990295132,0.6816763856141759,0.33611410380803153,0.10590404270477591,0.2651086666038437
Abo,0.5252460558357341,0.8089638879295136,0.34343639613791355,0.31040732741198357,0.21334635161135715,0.8367704675656806,0.2559672310423988,0.08736481031188247,0.5376692324837815
Acadm,0.4891122706784601,0.4118396686577851,0.34343639613791355,1.0,0.2445812140260504,0.5175101500078587,0.173362629996068,0.26367567298821265,0.7145003941918664
Acan,0.6367931237146616,0.6371961365181242,0.34343639613791355,0.8060824350186249,0.8248651555134612,0.5387931793265937,0.11886552884463882,0.0868173319174835,0.5301796206637148
Ace,0.7235031793836642,0.9999999999999997,0.34343639613791355,1.0,0.7788205093820079,0.36518251195507456,0.17318149618980072,0.03681401736730428,0.23125773482175688
Ackr1,0.14486036484085604,0.3307261909339273,0.34343639613791355,0.6367442140801969,0.007618095396657384,0.39945621378254337,0.28341664207100936,0.23914555811869354,0.10709916300511539
Ackr4,0.40162554564748476,0.3008048254828546,0.34343639613791355,0.6409739276943209,0.4107642023560206,0.27370845285483625,0.7295682339642107,0.14456542804713662,0.08972442512337625
Acod1,0.3861533534776709,0.3510221562614816,0.16785065605707486,1.0,0.3324777278023975,0.6474110240142328,0.0010836298868689062,0.642401057877612,0.000748183779812986
Acox2,0.45034122756855066,1.0,0.34343639613791355,0.656579224694315,0.7467430962997359,0.4332083246242646,0.007897623172362792,0.00034852732377790353,0.5082158167108005
Acpp,0.2749123753413257,0.18039035813923432,0.34343639613791355,0.6883254861190503,0.48907302556623766,0.3590116819214234,0.0036600833695525758,3.428029933678194e-05,0.09596710085328963
Actb,3.1619469717930564e-05,0.21339681024094667,0.34343639613791355,0.21646051842535055,0.12553045662061113,0.3250507533143283,0.0117808806745548,0.4993994781003406,2.855440659082225e-06
Actg1,6.88154276733049e-07,0.14407204625724584,0.34343639613791355,0.673573770986162,0.0019338197988083413,0.0902787805515762,0.12539394247907013,0.2245599881969036,0.07084495814545505
Actn1,0.013044955874224669,0.5847008676518897,0.34343639613791355,0.6883254861190503,0.012598033451284327,0.32633053640109366,0.6397795771497392,2.729040833989805e-05,0.020957643238396995
Acvrl1,0.444364826560277,0.24350561913467114,0.34343639613791355,0.8279923669552669,0.9589772831195544,0.6954882144722774,0.564831706014812,0.05959594073787976,0.14007451779714286
Adam11,0.1256929891484319,0.8089638879295136,0.34343639613791355,0.5340076452927192,0.4012272449189548,0.5175101500078587,0.17240701934420272,0.015894393026977285,0.4192153784314062
Adam12,0.8469754952727118,0.552534532653042,0.34343639613791355,0.8060824350186249,0.6324901478201274,0.5175101500078587,0.22327429933722057,0.22902503740079577,0.7679638278612066
Adam19,0.36990031995859574,0.41183966865778543,0.34343639613791355,0.49253543343658757,0.3158333888328619,0.29201736840123194,0.6586409551814542,0.6669455525165668,0.2466165828413923
Adam23,0.18066535934595346,0.5847008676518897,0.34343639613791355,0.8411122933835562,0.5448440342219654,0.24754392205324724,0.3052980935517514,0.154032487632587,0.7345815313053484
Adam8,0.01672076605914201,0.24350561913467134,0.34343639613791355,0.8279923669552666,0.10191916880006507,0.8181474881919049,0.02297420348660233,0.600358856547076,0.003109137890152263
Adamts4,0.6687589667867961,0.6371961365181242,0.34343639613791355,0.1189254480242612,0.4993424763285099,0.5387931793265937,0.21910405641501207,0.07702124076885149,0.5577633500490009
Adamtsl2,0.5231635646970265,0.4877522562031483,0.34343639613791355,0.656579224694315,0.5091709564918425,0.3867252684901028,0.13064500954337985,0.015718330737231934,0.2763289934330283
Adcy10,0.6464978407843365,0.024831831665484982,0.34343639613791355,0.6910477415710703,0.9550851206962765,0.4332083246242646,0.687623360517133,0.06411694430678035,0.12458579906658264
Adcy5,0.24298359396237637,0.031081346250796924,0.34343639613791355,0.6883254861190503,0.2638891334626601,0.1969006591067653,0.19005907641213712,0.3238804212891181,0.9513443453253829
Adcyap1r1,0.9202754653043916,0.1776880165605986,0.34343639613791355,0.21646051842535055,0.5501034753188221,0.6474110240142322,0.04741440682367214,0.06759150399625696,0.5515314169580914
Adgrb1,0.7010174588181391,0.3086746482636272,0.34343639613791355,1.0,0.9140976133706489,0.5175101500078587,0.5817139834710596,0.2126564835425531,0.34260954192715787
