,Baso,Eos,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
1110002J07Rik,-0.019326850745491543,2.225349695275051,0.1584962308361842,-2.410149356114853,-0.03642288180469305,0.01278137471501963,0.033389521718373845,-0.026919449499257897
1110032F04Rik,0.0407669304685366,6.676049085825156,-2.2253496952750518,-2.3838459261112357,-0.024369861743547376,0.0019235145273819253,0.0106692934096199,-0.04379267702039662
1500002F19Rik,-0.011149691761220859,6.776049071398207,-4.3506994049770515,1.8668534956972551,-0.11307057808627534,0.03220707198337833,-0.08106258562972583,0.04965578465529043
1500026H17Rik,0.11603925683545926,11.22674846194831,-1.9668534788658156,-0.25849621640923576,0.03285366117563201,-0.11894448476263127,0.06538790015833776,-0.07728623762317752
1600010M07Rik,-0.00155661563160176,9.20139873781936,-4.233706914450786,0.12223923663766412,-0.046650095189945125,0.057331525758155234,-0.07368234130521502,-0.01588797276073069
1700001C19Rik,0.014621457926312854,2.2253496952750518,2.283845940538184,0.19999997835957697,-0.12728021695921404,-0.05154202574297774,0.020665193492693152,0.036862430122936954
1700001O22Rik,0.07183169873984507,2.1253497097019998,-4.39220314528697,-0.18479966805327558,0.015099842916605594,-0.07953054493160121,-0.0035652972538458504,0.012596973476687121
1700011I03Rik,0.11638677712743437,2.1838459549651335,-2.0083572191757346,-0.29475321782123,-0.12774671179107522,-0.03923742831567702,-0.02917336557949528,-0.008771807578820765
1700016F12Rik,-0.07820450991591218,4.3506994049770515,-6.576049100252104,2.7745349529710035,0.13147873501037724,-0.24136803514567343,-0.06021382974429368,0.1847791427030329
1700016K19Rik,0.05627945180051623,8.859895040790288,-6.676049085825156,-0.016992504953213583,-0.08148125300090756,-0.099226549534626,0.03247390302015344,0.027798208670700913
1700025K24Rik,0.030541193713263477,6.876049056971257,-4.392203145286971,1.9668534812703071,-0.019276165265011327,-0.016243842739664234,-0.0002648453839037113,-0.025727527423111813
1700029I15Rik,0.05266106001947267,6.834545316661338,-2.066853464438867,-0.2584962055890248,-0.06429354510916127,-0.060224161858529614,0.03663346227066181,-0.016319511033023273
1700030C14Rik,0.06695419285668783,9.05989501193639,-2.125349709702001,-4.709195604554847,0.007223426566961471,-0.07200473493283058,0.016246234270060736,-0.023606291702851324
