epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_0.0_training,sinkhorn_0.0_validation,sinkhorn_1.0_training,sinkhorn_1.0_validation,sinkhorn_2.0_training,sinkhorn_2.0_validation,sinkhorn_3.0_training,sinkhorn_3.0_validation,sinkhorn_4.0_training,sinkhorn_4.0_validation,sinkhorn_5.0_training,sinkhorn_5.0_validation,step,total_epochs,velo_f_0.0_training,velo_f_0.0_validation,velo_f_1.0_training,velo_f_1.0_validation,velo_f_2.0_training,velo_f_2.0_validation,velo_f_3.0_training,velo_f_3.0_validation,velo_f_4.0_training,velo_f_4.0_validation,velo_f_5.0_training,velo_f_5.0_validation,velo_g_0.0_training,velo_g_0.0_validation,velo_g_1.0_training,velo_g_1.0_validation,velo_g_2.0_training,velo_g_2.0_validation,velo_g_3.0_training,velo_g_3.0_validation,velo_g_4.0_training,velo_g_4.0_validation,velo_g_5.0_training,velo_g_5.0_validation,velo_ratio_0.0_training,velo_ratio_0.0_validation,velo_ratio_1.0_training,velo_ratio_1.0_validation,velo_ratio_2.0_training,velo_ratio_2.0_validation,velo_ratio_3.0_training,velo_ratio_3.0_validation,velo_ratio_4.0_training,velo_ratio_4.0_validation,velo_ratio_5.0_training,velo_ratio_5.0_validation
0,,,3.9999998989515007e-05,0.0,,243.5020751953125,,432.6361389160156,,697.4715576171875,,865.8827514648438,,966.33544921875,,14,0.0,0.04523920640349388,,0.04511382058262825,,0.04502534493803978,,0.04490505903959274,,0.04478304088115692,,0.04466322064399719,,3.558546304702759,,3.5422568321228027,,3.5225846767425537,,3.5072433948516846,,3.4960665702819824,,3.473716974258423,,618.6597900390625,,618.6483154296875,,618.6254272460938,,618.6146240234375,,618.6116943359375,,618.5878295898438,
0,,2653.174072265625,4.0000002627493814e-05,,0.0,,330.1524963378906,,382.6863708496094,,606.8777465820312,,659.54150390625,,689.0350341796875,14,0.0,,0.04734364151954651,,0.04729638621211052,,0.04720456525683403,,0.047125525772571564,,0.04702414944767952,,0.046877421438694,,3.0114150047302246,,2.9862208366394043,,2.9658279418945312,,2.949958562850952,,2.9310476779937744,,2.9166617393493652,,617.1635131835938,,617.1054077148438,,617.0665893554688,,617.0374755859375,,617.0032958984375,,616.9886474609375
0,3201.431396484375,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,3.9999998989515007e-05,0.0,,237.50277709960938,,398.011962890625,,630.938720703125,,816.5826416015625,,897.11083984375,,15,1.0,0.047655194997787476,,0.04751896485686302,,0.047402769327163696,,0.04729422554373741,,0.0471671000123024,,0.04705088213086128,,3.4914844036102295,,3.469183921813965,,3.4514856338500977,,3.426970958709717,,3.4100217819213867,,3.39311146736145,,618.1941528320312,,618.1700439453125,,618.1517944335938,,618.1187133789062,,618.1032104492188,,618.0859375,
1,,,3.9999998989515007e-05,0.0,,214.29232788085938,,390.147705078125,,642.3231811523438,,827.2033081054688,,882.54150390625,,16,1.0,0.049952443689107895,,0.04985000565648079,,0.04972792789340019,,0.04959390312433243,,0.04946693405508995,,0.049307454377412796,,3.4724669456481934,,3.4460489749908447,,3.41939115524292,,3.402634859085083,,3.3815293312072754,,3.360356569290161,,617.8280639648438,,617.7880249023438,,617.749755859375,,617.733642578125,,617.70703125,,617.6849365234375,
1,,,3.9999998989515007e-05,0.0,,214.04344177246094,,373.5796813964844,,670.3019409179688,,818.047119140625,,880.7523193359375,,17,1.0,0.05233984813094139,,0.052167858928442,,0.05202917382121086,,0.051849305629730225,,0.051690615713596344,,0.05154651030898094,,3.4481921195983887,,3.4197287559509277,,3.394775867462158,,3.3755717277526855,,3.354729413986206,,3.3280014991760254,,617.43359375,,617.395751953125,,617.3603515625,,617.343505859375,,617.319580078125,,617.2796630859375,
1,,,3.9999998989515007e-05,0.0,,223.88632202148438,,391.4542236328125,,640.467529296875,,814.6072998046875,,868.7474365234375,,18,1.0,0.054628919810056686,,0.054476555436849594,,0.05430520698428154,,0.05412760376930237,,0.05396813154220581,,0.053798407316207886,,3.417935371398926,,3.388305187225342,,3.370574474334717,,3.351956367492676,,3.3234915733337402,,3.296609401702881,,617.0339965820312,,616.9869995117188,,616.9701538085938,,616.9520263671875,,616.9071044921875,,616.8670043945312,
1,,,3.9999998989515007e-05,0.0,,222.84104919433594,,396.9573974609375,,664.5140991210938,,828.8963623046875,,885.599365234375,,19,1.0,0.05678294226527214,,0.056622039526700974,,0.05640539154410362,,0.056244321167469025,,0.0560503713786602,,0.05586099252104759,,3.401824951171875,,3.3703651428222656,,3.341597318649292,,3.3155107498168945,,3.2894577980041504,,3.2625818252563477,,616.681884765625,,616.6282958984375,,616.588623046875,,616.5468139648438,,616.5093994140625,,616.4684448242188,
1,,,3.9999998989515007e-05,0.0,,221.14608764648438,,382.2385559082031,,646.1622924804688,,806.8817138671875,,877.2815551757812,,20,1.0,0.05901915580034256,,0.05885126814246178,,0.05866755172610283,,0.05848156288266182,,0.058301892131567,,0.05812102556228638,,3.3561878204345703,,3.3265881538391113,,3.2937469482421875,,3.265049457550049,,3.2360925674438477,,3.2041501998901367,,616.23828125,,616.1857299804688,,616.1257934570312,,616.0763549804688,,616.0244140625,,615.9631958007812,
1,,,3.9999998989515007e-05,0.0,,220.7690887451172,,394.95941162109375,,671.069580078125,,796.90185546875,,860.0420532226562,,21,1.0,0.0612160824239254,,0.06098432093858719,,0.06077580526471138,,0.06057975813746452,,0.06034606695175171,,0.060118865221738815,,3.34234619140625,,3.3105649948120117,,3.278691530227661,,3.2476091384887695,,3.2217769622802734,,3.199915885925293,,615.8758544921875,,615.8233642578125,,615.76611328125,,615.7079467773438,,615.6697998046875,,615.6414794921875,
1,,,3.9999998989515007e-05,0.0,,221.90142822265625,,373.5179443359375,,690.8971557617188,,798.452392578125,,846.7996215820312,,22,1.0,0.06342215836048126,,0.06319815665483475,,0.06298981606960297,,0.06279321014881134,,0.06257962435483932,,0.06238070875406265,,3.284895896911621,,3.252633571624756,,3.2203493118286133,,3.187962293624878,,3.1552696228027344,,3.123157262802124,,615.3837280273438,,615.32275390625,,615.25830078125,,615.1903076171875,,615.1226806640625,,615.0531005859375,
1,,,3.9999998989515007e-05,0.0,,220.81529235839844,,375.73797607421875,,636.7266845703125,,807.165283203125,,870.0433959960938,,23,1.0,0.06556671112775803,,0.06528398394584656,,0.06506296247243881,,0.06482739001512527,,0.06460166722536087,,0.06443971395492554,,3.314700126647949,,3.2791738510131836,,3.248103618621826,,3.218254566192627,,3.1799395084381104,,3.1487340927124023,,615.1488037109375,,615.0853271484375,,615.0245971679688,,614.9686889648438,,614.883544921875,,614.8092041015625,
1,,,3.9999998989515007e-05,0.0,,222.63455200195312,,374.781494140625,,648.8557739257812,,794.336669921875,,849.7920532226562,,24,1.0,0.0677284523844719,,0.06746046990156174,,0.06722288578748703,,0.06697653979063034,,0.06672758609056473,,0.06652959436178207,,3.2749884128570557,,3.2375528812408447,,3.1985771656036377,,3.1629815101623535,,3.129868507385254,,3.0997605323791504,,614.7025756835938,,614.625,,614.5358276367188,,614.457275390625,,614.3856811523438,,614.3145751953125,
1,,,3.9999998989515007e-05,0.0,,215.00979614257812,,384.6786193847656,,624.1064453125,,778.0599365234375,,851.763427734375,,25,1.0,0.06981483846902847,,0.06956811994314194,,0.06928684562444687,,0.06901779025793076,,0.0687754675745964,,0.06855332106351852,,3.2376677989959717,,3.198746919631958,,3.1595072746276855,,3.1278233528137207,,3.0917444229125977,,3.0563857555389404,,614.264892578125,,614.1730346679688,,614.083251953125,,614.015869140625,,613.927001953125,,613.8355712890625,
1,,,3.9999998989515007e-05,0.0,,219.98045349121094,,358.0304260253906,,648.3507080078125,,786.0677490234375,,838.5340576171875,,26,1.0,0.07188697159290314,,0.07159372419118881,,0.07131468504667282,,0.0710512176156044,,0.07076211273670197,,0.07055632025003433,,3.206183910369873,,3.1675665378570557,,3.136337995529175,,3.09843373298645,,3.0598855018615723,,3.019988536834717,,613.839599609375,,613.75,,613.6826171875,,613.5869140625,,613.4906616210938,,613.373046875,
1,,,3.9999998989515007e-05,0.0,,207.554931640625,,358.2276611328125,,615.371826171875,,781.7568969726562,,845.0497436523438,,27,1.0,0.07395042479038239,,0.0736624225974083,,0.07337670028209686,,0.07307049632072449,,0.07279130816459656,,0.0725519061088562,,3.172424554824829,,3.128960609436035,,3.0849227905273438,,3.0488834381103516,,3.0115504264831543,,2.974677801132202,,613.3991088867188,,613.2843627929688,,613.1637573242188,,613.0742797851562,,612.97314453125,,612.8646240234375,
1,,,3.9999998989515007e-05,0.0,,217.08294677734375,,364.9566650390625,,607.792236328125,,784.6402587890625,,848.9779052734375,,28,1.0,0.07587692886590958,,0.07559144496917725,,0.0752774104475975,,0.07497721910476685,,0.07467740774154663,,0.07438387721776962,,3.1722617149353027,,3.1307356357574463,,3.089348793029785,,3.0465688705444336,,3.005161762237549,,2.9694385528564453,,613.0977783203125,,612.98583984375,,612.8759155273438,,612.7554321289062,,612.636962890625,,612.5377807617188,
1,,,3.9999998989515007e-05,0.0,,224.754150390625,,372.949951171875,,620.9411010742188,,786.3781127929688,,836.1106567382812,,29,1.0,0.07794537395238876,,0.07762300223112106,,0.07727819681167603,,0.07694607973098755,,0.07660727947950363,,0.07631013542413712,,3.1577200889587402,,3.1170315742492676,,3.075941562652588,,3.03855299949646,,2.9979944229125977,,2.961785316467285,,612.718994140625,,612.610595703125,,612.5014038085938,,612.4025268554688,,612.2888793945312,,612.1838989257812,
1,,,3.9999998989515007e-05,0.0,,372.0784606933594,,541.1268310546875,,1033.7281494140625,,812.5138549804688,,884.0689697265625,,30,1.0,0.08076854050159454,,0.08021046966314316,,0.07989504933357239,,0.07991664856672287,,0.07949785888195038,,0.07922189682722092,,3.229398488998413,,3.234914779663086,,3.127796173095703,,3.1242616176605225,,3.1036791801452637,,3.0494492053985596,,612.557373046875,,612.663818359375,,612.2935180664062,,612.2756958007812,,612.2586059570312,,612.0779418945312,
1,,3301.958984375,3.9999998989515007e-05,,0.0,,395.1882019042969,,487.8854064941406,,690.6875610351562,,868.1744995117188,,864.8976440429688,30,1.0,,0.08116612583398819,,0.08079022914171219,,0.08050628751516342,,0.08020045608282089,,0.07985726743936539,,0.07947981357574463,,2.9168405532836914,,2.873839855194092,,2.829514265060425,,2.789350986480713,,2.746643304824829,,2.70898175239563,,611.1640014648438,,611.0228271484375,,610.8547973632812,,610.7064819335938,,610.5473022460938,,610.4163818359375
1,2953.868896484375,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,3.9999998989515007e-05,0.0,,241.6085662841797,,404.94818115234375,,636.505126953125,,806.4558715820312,,869.2685546875,,31,2.0,0.08121936768293381,,0.0808713361620903,,0.08053755760192871,,0.0802152156829834,,0.07987125962972641,,0.0795222818851471,,3.10141658782959,,3.057677745819092,,3.0135107040405273,,2.968355655670166,,2.927042245864868,,2.8843941688537598,,611.974609375,,611.8455810546875,,611.7086181640625,,611.561279296875,,611.4308471679688,,611.2911376953125,
2,,,3.9999998989515007e-05,0.0,,227.71449279785156,,380.48333740234375,,646.9609375,,801.8258056640625,,865.3951416015625,,32,2.0,0.0832810029387474,,0.08291318267583847,,0.08251111954450607,,0.08215618133544922,,0.08180395513772964,,0.08145871013402939,,3.1002557277679443,,3.056623935699463,,3.0114526748657227,,2.9689369201660156,,2.9242947101593018,,2.885120391845703,,611.6408081054688,,611.5106811523438,,611.3755493164062,,611.2406616210938,,611.09130859375,,610.9627075195312,
2,,,3.9999998989515007e-05,0.0,,210.16314697265625,,375.719482421875,,603.5369873046875,,773.8087158203125,,840.21875,,33,2.0,0.08524899929761887,,0.0848252922296524,,0.08446875959634781,,0.0840926468372345,,0.08374156802892685,,0.08333907276391983,,3.066746950149536,,3.0191681385040283,,2.9680566787719727,,2.9255781173706055,,2.87734317779541,,2.836714267730713,,611.1782836914062,,611.0311889648438,,610.851318359375,,610.7106323242188,,610.5328369140625,,610.3970336914062,
2,,,3.9999998989515007e-05,0.0,,240.09515380859375,,415.78173828125,,625.2532958984375,,788.9868774414062,,850.9071044921875,,34,2.0,0.08726412802934647,,0.08684413880109787,,0.08640152215957642,,0.08596833050251007,,0.0855690985918045,,0.08519801497459412,,3.0599212646484375,,3.014566421508789,,2.974597215652466,,2.9311087131500244,,2.889538049697876,,2.84124755859375,,610.8220825195312,,610.6788940429688,,610.5610961914062,,610.4212646484375,,610.2809448242188,,610.0968627929688,
2,,,3.9999998989515007e-05,0.0,,222.51425170898438,,391.8153991699219,,636.60888671875,,792.9716796875,,833.830322265625,,35,2.0,0.08916317671537399,,0.08869878947734833,,0.08827942609786987,,0.08785384893417358,,0.0874854251742363,,0.08708909898996353,,2.99497389793396,,2.9432806968688965,,2.893798828125,,2.844177722930908,,2.7997641563415527,,2.753154754638672,,610.2032470703125,,610.0227661132812,,609.83984375,,609.65087890625,,609.4739379882812,,609.2838134765625,
2,,,3.9999998989515007e-05,0.0,,224.54576110839844,,400.9120788574219,,621.5098876953125,,789.5520629882812,,836.3482666015625,,36,2.0,0.09106579422950745,,0.0906216949224472,,0.09014921635389328,,0.08970461785793304,,0.089274562895298,,0.08885738998651505,,2.9865779876708984,,2.9370150566101074,,2.888021469116211,,2.83990740776062,,2.795579671859741,,2.7519850730895996,,609.84716796875,,609.667724609375,,609.489990234375,,609.3062133789062,,609.1348876953125,,608.9599609375,
2,,,3.9999998989515007e-05,0.0,,212.686279296875,,374.7188720703125,,619.072998046875,,797.0849609375,,815.3245849609375,,37,2.0,0.09312211722135544,,0.09261662513017654,,0.09215845912694931,,0.09166979044675827,,0.0912119522690773,,0.090751051902771,,2.984017848968506,,2.931920051574707,,2.8821728229522705,,2.835284948348999,,2.7865893840789795,,2.7406532764434814,,609.4939575195312,,609.3052978515625,,609.1146240234375,,608.938720703125,,608.7409057617188,,608.5531005859375,
2,,,3.9999998989515007e-05,0.0,,230.9562530517578,,394.0936584472656,,637.544189453125,,789.0853271484375,,844.4475708007812,,38,2.0,0.09506888687610626,,0.09454836696386337,,0.09405728429555893,,0.09360497444868088,,0.09313444048166275,,0.09267561137676239,,2.998459815979004,,2.944639205932617,,2.8922595977783203,,2.843294143676758,,2.7962114810943604,,2.7500338554382324,,609.24755859375,,609.048828125,,608.8456420898438,,608.647705078125,,608.457275390625,,608.263671875,
2,,,3.9999998989515007e-05,0.0,,211.84536743164062,,366.33514404296875,,638.5679321289062,,764.2186279296875,,827.0328979492188,,39,2.0,0.096928171813488,,0.09638352692127228,,0.09589938819408417,,0.09537675976753235,,0.09489089250564575,,0.09440729767084122,,2.9432780742645264,,2.8873038291931152,,2.831632614135742,,2.772432327270508,,2.7232441902160645,,2.6759090423583984,,608.6424560546875,,608.4204711914062,,608.18115234375,,607.9174194335938,,607.698974609375,,607.4842529296875,
2,,,3.9999998989515007e-05,0.0,,224.56341552734375,,374.334228515625,,627.50537109375,,760.3515014648438,,809.8569946289062,,40,2.0,0.09882541000843048,,0.0983273908495903,,0.09777677804231644,,0.09723438322544098,,0.09670007973909378,,0.09617092460393906,,2.9561474323272705,,2.8972389698028564,,2.8463966846466064,,2.7958836555480957,,2.746819496154785,,2.697338581085205,,608.396484375,,608.14599609375,,607.9424438476562,,607.7321166992188,,607.521728515625,,607.3001098632812,
2,,,3.9999998989515007e-05,0.0,,216.5830535888672,,392.28778076171875,,634.6063232421875,,769.8167724609375,,807.8277587890625,,41,2.0,0.100729800760746,,0.1001703292131424,,0.09957051277160645,,0.09903156012296677,,0.09854823350906372,,0.09804169088602066,,2.90108060836792,,2.8437976837158203,,2.789818048477173,,2.735604763031006,,2.680819511413574,,2.6304526329040527,,607.7598876953125,,607.5120239257812,,607.281982421875,,607.030517578125,,606.7548217773438,,606.5030517578125,
2,,,3.9999998989515007e-05,0.0,,225.6051788330078,,414.1351623535156,,643.8416748046875,,802.7498779296875,,853.765380859375,,42,2.0,0.10257692635059357,,0.10199697315692902,,0.10144511610269547,,0.10085809230804443,,0.10037362575531006,,0.09978099167346954,,2.9186363220214844,,2.860330581665039,,2.803770065307617,,2.7507941722869873,,2.696376323699951,,2.648834228515625,,607.55078125,,607.297607421875,,607.0401000976562,,606.8019409179688,,606.52587890625,,606.3070678710938,
2,,,3.9999998989515007e-05,0.0,,221.25784301757812,,388.6907958984375,,659.582275390625,,770.3313598632812,,807.030517578125,,43,2.0,0.10452213138341904,,0.10389798134565353,,0.10327446460723877,,0.1026775985956192,,0.102116160094738,,0.10151662677526474,,2.9045872688293457,,2.8428168296813965,,2.7867417335510254,,2.730663537979126,,2.67747163772583,,2.6233389377593994,,607.1368408203125,,606.8597412109375,,606.607666015625,,606.340576171875,,606.075927734375,,605.801025390625,
2,,,3.9999998989515007e-05,0.0,,214.34274291992188,,371.88690185546875,,615.9702758789062,,751.1181030273438,,796.03125,,44,2.0,0.10637284815311432,,0.10574319213628769,,0.10513117164373398,,0.10452977567911148,,0.10394354909658432,,0.10332556068897247,,2.859192371368408,,2.796809673309326,,2.7373881340026855,,2.6788291931152344,,2.6266136169433594,,2.5722999572753906,,606.5365600585938,,606.23876953125,,605.9447021484375,,605.6419067382812,,605.3699951171875,,605.0770874023438,
2,,,3.9999998989515007e-05,0.0,,213.16517639160156,,372.06549072265625,,625.636962890625,,743.9822998046875,,796.89599609375,,45,2.0,0.10836056619882584,,0.10773424059152603,,0.10708613693714142,,0.10645749419927597,,0.10585442930459976,,0.10523398965597153,,2.850078582763672,,2.7844133377075195,,2.724583625793457,,2.6639323234558105,,2.6102428436279297,,2.55024790763855,,606.1344604492188,,605.8037109375,,605.5026245117188,,605.178466796875,,604.8876953125,,604.5380859375,
2,,2973.220947265625,3.9999998989515007e-05,,0.0,,293.2615966796875,,450.9524230957031,,648.3905029296875,,763.5870971679688,,816.1198120117188,45,2.0,,0.11153531074523926,,0.11094152182340622,,0.11026697605848312,,0.10941683501005173,,0.10879599303007126,,0.10805673152208328,,2.706378698348999,,2.645970582962036,,2.582378387451172,,2.522343158721924,,2.4651639461517334,,2.409496784210205,,604.5638427734375,,604.2116088867188,,603.8324584960938,,603.4985961914062,,603.1280517578125,,602.7780151367188
2,2852.338623046875,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,3.9999998989515007e-05,0.0,,231.2510986328125,,394.9539489746094,,657.5502319335938,,770.2268676757812,,811.7952880859375,,46,3.0,0.11034996807575226,,0.10968299210071564,,0.10903274267911911,,0.10836916416883469,,0.10771866142749786,,0.10704395920038223,,2.897066593170166,,2.8333888053894043,,2.7715272903442383,,2.712188720703125,,2.661350965499878,,2.6069953441619873,,606.0999755859375,,605.79443359375,,605.484619140625,,605.1815185546875,,604.92626953125,,604.6384887695312,
3,,,3.9999998989515007e-05,0.0,,228.89068603515625,,400.3421325683594,,644.976806640625,,760.740234375,,794.6939697265625,,47,3.0,0.11216051876544952,,0.11150210350751877,,0.1108257994055748,,0.11015784740447998,,0.10951943695545197,,0.10886519402265549,,2.8633830547332764,,2.7987191677093506,,2.737338066101074,,2.6768879890441895,,2.618330955505371,,2.563018321990967,,605.5680541992188,,605.2384643554688,,604.9205322265625,,604.5935668945312,,604.260986328125,,603.9426879882812,
3,,,3.9999998989515007e-05,0.0,,240.7219696044922,,391.14398193359375,,637.01904296875,,778.5447387695312,,806.0294799804688,,48,3.0,0.11409945785999298,,0.11344590038061142,,0.1127304807305336,,0.11203151941299438,,0.11131846904754639,,0.11058926582336426,,2.852837562561035,,2.7847213745117188,,2.7220211029052734,,2.660116672515869,,2.6031265258789062,,2.5455896854400635,,605.162353515625,,604.7966918945312,,604.4644165039062,,604.1197509765625,,603.8011474609375,,603.467041015625,
