velo_g_4.0_training,step,velo_g_7.0_training,velo_f_7.0_training,sinkhorn_7.0_training,total_epochs,velo_f_4.0_training,sinkhorn_4.0_training,velo_ratio_7.0_training,epoch,velo_ratio_4.0_training,opt_param_group_lr,velo_f_4.0_validation,velo_f_7.0_validation,sinkhorn_7.0_validation,epoch_validation_loss,velo_g_4.0_validation,velo_ratio_7.0_validation,velo_g_7.0_validation,velo_ratio_4.0_validation,sinkhorn_4.0_validation,epoch_train_loss
,16,,,,,,,,10,,,,,,,,,,,,171.57447814941406
1.0560652017593384,17,1.017499327659607,0.12008678168058395,127.75709533691406,11.0,0.1303796023130417,0.0,567.3821411132812,11,564.7952270507812,9.999999747378752e-05,,,,,,,,,,
,17,,,,11.0,,,,11,,9.999999747378752e-05,0.13777367770671844,0.12836803495883942,145.7013397216797,130.08929443359375,1.0574214458465576,562.9637451171875,1.008611798286438,561.5328979492188,0.0,
,17,,,,,,,,11,,,,,,,,,,,,127.75709533691406
1.0390520095825195,18,1.0001962184906006,0.12728655338287354,129.3717041015625,12.0,0.13764195144176483,0.0,562.9887084960938,12,560.5204467773438,9.999999747378752e-05,,,,,,,,,,
0.8912671804428101,19,0.8880154490470886,0.12925080955028534,121.95033264160156,12.0,0.14262056350708008,0.0,554.3433837890625,12,547.5506591796875,9.999999747378752e-05,,,,,,,,,,
,19,,,,12.0,,,,12,,9.999999747378752e-05,0.15168222784996033,0.13924211263656616,145.73416137695312,135.7275390625,0.9753534197807312,553.8223876953125,0.9494679570198059,549.6077880859375,0.0,
,19,,,,,,,,12,,,,,,,,,,,,125.66101837158203
1.0267727375030518,20,0.984756588935852,0.14046445488929749,130.76934814453125,13.0,0.15017645061016083,0.0,555.7152099609375,13,554.0088500976562,9.999999747378752e-05,,,,,,,,,,
,20,,,,13.0,,,,13,,9.999999747378752e-05,0.15811285376548767,0.1481262892484665,133.486572265625,127.44447326660156,0.9566012620925903,546.2740478515625,0.9103621244430542,545.0838623046875,0.0,
,20,,,,,,,,13,,,,,,,,,,,,130.76934814453125
1.0036561489105225,21,0.9621144533157349,0.14834491908550262,128.20755004882812,14.0,0.15766268968582153,0.0,550.2841796875,14,548.9235229492188,9.999999747378752e-05,,,,,,,,,,
,21,,,,14.0,,,,14,,9.999999747378752e-05,0.16676169633865356,0.1555805802345276,150.9988555908203,144.1034393310547,0.9537186622619629,543.6820068359375,0.9246350526809692,540.6040649414062,0.0,
,21,,,,,,,,14,,,,,,,,,,,,128.20755004882812
0.9990517497062683,22,0.9519031047821045,0.15663468837738037,129.69622802734375,15.0,0.16551797091960907,0.0,545.4331665039062,15,544.9072265625,9.999999747378752e-05,,,,,,,,,,
,22,,,,15.0,,,,15,,9.999999747378752e-05,0.17260919511318207,0.1651020348072052,152.0966033935547,152.0966033935547,1.0171327590942383,542.6573486328125,0.9683437943458557,543.0289916992188,0.0,
,22,,,,,,,,15,,,,,,,,,,,,129.69622802734375
0.9931089282035828,23,0.9446809887886047,0.1647201031446457,131.03121948242188,16.0,0.1724122017621994,0.0,540.8574829101562,16,541.209716796875,9.999999747378752e-05,,,,,,,,,,
1.0462616682052612,24,0.978248655796051,0.1729276180267334,133.8470916748047,16.0,0.17822974920272827,0.0,539.7385864257812,16,542.7273559570312,9.999999747378752e-05,,,,,,,,,,
,24,,,,16.0,,,,16,,9.999999747378752e-05,0.18588556349277496,0.18015426397323608,145.51036071777344,233.33712768554688,0.9623336791992188,530.74462890625,0.9197933077812195,531.8642578125,0.0,
,24,,,,,,,,16,,,,,,,,,,,,132.43914794921875
0.9696994423866272,25,0.9216851592063904,0.1792527288198471,130.6379852294922,17.0,0.18551087379455566,0.0,531.54052734375,17,533.006103515625,9.999999747378752e-05,,,,,,,,,,
,25,,,,17.0,,,,17,,9.99999901978299e-05,0.19100803136825562,0.1883157342672348,146.75498962402344,128.49551391601562,0.9578877091407776,524.4010009765625,0.896772563457489,529.2496337890625,0.0,
,25,,,,,,,,17,,,,,,,,,,,,130.6379852294922
0.9616197347640991,26,0.9099059700965881,0.18811999261379242,130.29563903808594,18.0,0.19236420094966888,0.0,525.901123046875,18,528.9807739257812,9.999999747378752e-05,,,,,,,,,,
0.7178626656532288,27,0.7686225175857544,0.19120949506759644,134.1429901123047,18.0,0.20454783737659454,0.0,506.8040771484375,18,490.6490783691406,9.999999747378752e-05,,,,,,,,,,
,27,,,,18.0,,,,18,,9.999999747378752e-05,0.207047238945961,0.2021302580833435,139.7945098876953,101.10421752929688,0.9071672558784485,513.2213745117188,0.8620579838752747,516.0292358398438,0.0,
,27,,,,,,,,18,,,,,,,,,,,,132.2193145751953
0.945309579372406,28,0.8902752995491028,0.20255279541015625,135.21713256835938,19.0,0.20598340034484863,0.0,516.4178466796875,19,520.7978515625,9.999999747378752e-05,,,,,,,,,,
,28,,,,19.0,,,,19,,9.999999747378752e-05,0.21653969585895538,0.21101316809654236,161.99224853515625,148.21128845214844,0.8941771984100342,507.4451904296875,0.8535739779472351,509.70977783203125,0.0,
,28,,,,,,,,19,,,,,,,,,,,,135.21713256835938
0.9327788949012756,29,0.8813060522079468,0.21122543513774872,138.24942016601562,20.0,0.21341581642627716,0.0,510.9077453613281,20,515.8368530273438,9.999999747378752e-05,,,,,,,,,,
0.8651828169822693,30,0.7948169112205505,0.21395118534564972,139.527099609375,20.0,0.21793034672737122,0.0,497.65447998046875,20,505.4001770019531,9.999999747378752e-05,,,,,,,,,,
,30,,,,20.0,,,,20,,9.999999747378752e-05,0.22186367213726044,0.22741416096687317,144.9796905517578,144.9796905517578,0.9056131839752197,499.4835510253906,0.8578845858573914,508.50823974609375,0.0,
,30,,,,,,,,20,,,,,,,,,,,,138.8882598876953
0.9182526469230652,31,0.8622957468032837,0.22794310748577118,140.3115692138672,21.0,0.22639790177345276,0.0,499.8155517578125,21,507.8023376464844,9.999999747378752e-05,,,,,,,,,,
,31,,,,21.0,,,,21,,9.999999747378752e-05,0.23412944376468658,0.2377333790063858,159.84336853027344,150.73068237304688,0.9060866236686707,494.8427429199219,0.8629364967346191,502.4096984863281,0.0,
,31,,,,,,,,21,,,,,,,,,,,,140.3115692138672
0.9142714142799377,32,0.8566053509712219,0.2363569587469101,137.0681610107422,22.0,0.23284991085529327,0.0,494.6519470214844,22,504.1446228027344,9.999999747378752e-05,,,,,,,,,,
,32,,,,22.0,,,,22,,9.999999747378752e-05,0.2411484271287918,0.24358834326267242,146.7134246826172,136.9784698486328,0.8456901907920837,483.9722595214844,0.8119198679924011,490.5422058105469,0.0,
,32,,,,,,,,22,,,,,,,,,,,,137.0681610107422
0.9133746027946472,33,0.8528900742530823,0.24533894658088684,143.11691284179688,23.0,0.24056044220924377,0.0,489.446533203125,23,500.2489013671875,9.999999747378752e-05,,,,,,,,,,
,33,,,,23.0,,,,23,,9.999999747378752e-05,0.2480754554271698,0.25308501720428467,159.56265258789062,159.56265258789062,0.9331479072570801,488.6228942871094,0.8741586208343506,499.1435852050781,0.0,
,33,,,,,,,,23,,,,,,,,,,,,143.11691284179688
0.9089210033416748,34,0.8444749712944031,0.25368359684944153,142.60525512695312,24.0,0.24724464118480682,0.0,483.8223571777344,24,496.3895263671875,9.999999747378752e-05,,,,,,,,,,
,34,,,,24.0,,,,24,,9.999999747378752e-05,0.25175678730010986,0.26099610328674316,169.11366271972656,145.15545654296875,0.8811821937561035,477.14923095703125,0.827114999294281,490.2479553222656,0.0,
,34,,,,,,,,24,,,,,,,,,,,,142.60525512695312
0.894364595413208,35,0.8336339592933655,0.2620389759540558,146.28407287597656,25.0,0.25470873713493347,0.0,477.7138366699219,25,490.7142639160156,9.999999747378752e-05,,,,,,,,,,
0.7947673201560974,36,0.7238895297050476,0.26748770475387573,145.78878784179688,25.0,0.2609630525112152,0.0,453.8968505859375,25,471.6057434082031,9.999999747378752e-05,,,,,,,,,,
,36,,,,25.0,,,,25,,9.999999747378752e-05,0.2657969892024994,0.2788296341896057,151.8417205810547,158.30384826660156,0.8592497706413269,461.37353515625,0.7920401096343994,479.8714904785156,0.0,
,36,,,,,,,,25,,,,,,,,,,,,146.03643798828125
0.8827348947525024,37,0.8152025938034058,0.2779531180858612,145.17434692382812,26.0,0.2672964930534363,0.0,466.1445007324219,26,482.7666320800781,9.999999747378752e-05,,,,,,,,,,
0.6438027024269104,38,0.6574421525001526,0.28977030515670776,132.3250732421875,26.0,0.2912055552005768,0.0,424.04931640625,26,419.29888916015625,9.999999747378752e-05,,,,,,,,,,
,38,,,,26.0,,,,26,,9.999999747378752e-05,0.279460072517395,0.2923176884651184,158.97927856445312,149.0025634765625,0.8408719301223755,449.6689147949219,0.7703834176063538,469.8188171386719,0.0,
,38,,,,,,,,26,,,,,,,,,,,,138.7497100830078
0.8781853318214417,39,0.813529908657074,0.29265955090522766,152.46981811523438,27.0,0.27987155318260193,0.0,458.0711975097656,27,475.8099670410156,9.999999747378752e-05,,,,,,,,,,
,39,,,,27.0,,,,27,,9.999999747378752e-05,0.28634700179100037,0.30169442296028137,174.37115478515625,174.37115478515625,0.9308159947395325,458.683837890625,0.8419938683509827,480.64862060546875,0.0,
,39,,,,,,,,27,,,,,,,,,,,,152.46981811523438
0.8614289164543152,40,0.7958388924598694,0.30110108852386475,151.08859252929688,28.0,0.2878708243370056,0.0,450.14227294921875,28,469.0783996582031,9.999999747378752e-05,,,,,,,,,,
1.2346935272216797,41,0.8940297961235046,0.30111369490623474,343.69903564453125,28.0,0.24231497943401337,0.0,467.94134521484375,28,530.7239990234375,9.999999747378752e-05,,,,,,,,,,
,41,,,,28.0,,,,28,,9.999999747378752e-05,0.2929503321647644,0.31130728125572205,161.53602600097656,151.30758666992188,0.8205918669700623,433.7034606933594,0.7457551956176758,459.2457580566406,0.0,
,41,,,,,,,,28,,,,,,,,,,,,247.39381408691406
0.8621415495872498,42,0.7963811755180359,0.3125987648963928,158.70733642578125,29.0,0.29787755012512207,0.0,444.1454772949219,29,464.1832275390625,9.999999747378752e-05,,,,,,,,,,
,42,,,,29.0,,,,29,,9.999999747378752e-05,0.30565059185028076,0.3212678134441376,181.97743225097656,181.97743225097656,0.8209820985794067,434.43096923828125,0.7728369832038879,452.7113037109375,0.0,
,42,,,,,,,,29,,,,,,,,,,,,158.70733642578125
0.8474938273429871,43,0.7780539393424988,0.3211961090564728,156.91680908203125,30.0,0.30507680773735046,0.0,435.632080078125,30,457.9705810546875,9.999999747378752e-05,,,,,,,,,,
0.7843393683433533,44,0.7704627513885498,0.33086997270584106,246.79449462890625,30.0,0.35507732629776,0.0,428.7205810546875,30,419.14013671875,9.999999747378752e-05,,,,,,,,,,
,44,,,,30.0,,,,30,,9.999999747378752e-05,0.3183756172657013,0.33574917912483215,164.78399658203125,164.2177276611328,0.8554342985153198,425.08050537109375,0.7661471962928772,452.7578125,0.0,
,44,,,,,,,,30,,,,,,,,,,,,201.85565185546875
0.8329578042030334,45,0.7630348801612854,0.3356151282787323,160.16639709472656,31.0,0.3166334927082062,0.0,424.4248962402344,31,449.3842468261719,9.999999747378752e-05,,,,,,,,,,
,45,,,,31.0,,,,31,,9.999999747378752e-05,0.3217830955982208,0.3428564667701721,179.8400115966797,166.471923828125,0.8329795598983765,420.11553955078125,0.7613524794578552,446.686767578125,0.0,
,45,,,,,,,,31,,,,,,,,,,,,160.16639709472656
0.8299425840377808,46,0.756539523601532,0.3436076045036316,158.1246337890625,32.0,0.3229760229587555,0.0,418.53656005859375,32,445.5668029785156,9.999999747378752e-05,,,,,,,,,,
,46,,,,32.0,,,,32,,9.999999747378752e-05,0.3284864127635956,0.3508944809436798,195.13714599609375,189.53309631347656,0.8877556324005127,422.01336669921875,0.7883090376853943,453.31781005859375,0.0,
,46,,,,,,,,32,,,,,,,,,,,,158.1246337890625
0.8286184668540955,47,0.7539987564086914,0.35198864340782166,161.92294311523438,33.0,0.32961487770080566,0.0,413.3782958984375,33,441.9292907714844,9.999999747378752e-05,,,,,,,,,,
0.8363403677940369,48,0.7464291453361511,0.3604432940483093,168.11891174316406,33.0,0.3443509340286255,0.0,406.87322998046875,33,436.0849304199219,9.999999747378752e-05,,,,,,,,,,
,48,,,,33.0,,,,33,,9.999999747378752e-05,0.33934149146080017,0.3656236529350281,177.87863159179688,177.87863159179688,0.8295243382453918,403.113037109375,0.7427863478660583,437.19482421875,0.0,
,48,,,,,,,,33,,,,,,,,,,,,165.02093505859375
0.8197919130325317,49,0.7432814240455627,0.3661482632160187,168.12338256835938,34.0,0.34376415610313416,0.0,402.9613037109375,34,432.9183044433594,9.999999747378752e-05,,,,,,,,,,
0.71953284740448,50,0.6896652579307556,0.37676239013671875,137.79693603515625,34.0,0.3103432357311249,0.0,381.6953125,34,427.94696044921875,9.999999747378752e-05,,,,,,,,,,
,50,,,,34.0,,,,34,,9.999999747378752e-05,0.3580983281135559,0.3804364800453186,183.00747680664062,183.00747680664062,0.8120589852333069,393.4638366699219,0.7366980314254761,423.95806884765625,0.0,
,50,,,,,,,,34,,,,,,,,,,,,152.9601593017578
0.8088176846504211,51,0.7308346629142761,0.37952056527137756,175.30856323242188,35.0,0.3579348027706146,0.0,392.31829833984375,35,423.31390380859375,9.999999747378752e-05,,,,,,,,,,
,51,,,,35.0,,,,35,,9.999999747378752e-05,0.35640233755111694,0.3881286680698395,195.31842041015625,165.22154235839844,0.7929162383079529,384.62640380859375,0.7203487157821655,420.4024353027344,0.0,
,51,,,,,,,,35,,,,,,,,,,,,175.30856323242188
0.8019149899482727,52,0.7215944528579712,0.38775700330734253,169.936767578125,36.0,0.36316466331481934,0.0,385.1950378417969,36,419.0733947753906,9.999999747378752e-05,,,,,,,,,,
0.7427955269813538,53,0.6968419551849365,0.39712586998939514,333.0519104003906,36.0,0.3775149881839752,0.0,372.5310363769531,36,396.71258544921875,9.999999747378752e-05,,,,,,,,,,
,53,,,,36.0,,,,36,,9.999999747378752e-05,0.38318243622779846,0.40130549669265747,193.7995147705078,193.7995147705078,0.8133700489997864,380.742431640625,0.7313246130943298,411.6416320800781,0.0,
,53,,,,,,,,36,,,,,,,,,,,,251.4943389892578
0.7954677939414978,54,0.7158892750740051,0.4020652770996094,180.68670654296875,37.0,0.37496575713157654,0.0,375.7276306152344,37,411.5308837890625,9.999999747378752e-05,,,,,,,,,,
0.6469729542732239,55,0.5896798968315125,0.4087589681148529,112.39547729492188,37.0,0.31326910853385925,0.0,326.45697021484375,37,406.34197998046875,9.999999747378752e-05,,,,,,,,,,
,55,,,,37.0,,,,37,,9.999999747378752e-05,0.40369465947151184,0.4142853617668152,197.51461791992188,185.179443359375,0.7694607377052307,364.74420166015625,0.7020053267478943,390.1856994628906,0.0,
,55,,,,,,,,37,,,,,,,,,,,,146.5410919189453
0.7866988182067871,56,0.7043607234954834,0.4143353998661041,179.46951293945312,38.0,0.3864361047744751,0.0,365.4814147949219,38,403.52276611328125,9.999999747378752e-05,,,,,,,,,,
0.6021257638931274,57,0.6210629343986511,0.42285218834877014,360.73468017578125,38.0,0.43399229645729065,0.0,330.9298095703125,38,316.56707763671875,9.999999747378752e-05,,,,,,,,,,
,57,,,,38.0,,,,38,,9.99999901978299e-05,0.3887110948562622,0.4262363612651825,195.65557861328125,161.92575073242188,0.7980208396911621,355.1184997558594,0.6924769878387451,405.1809997558594,0.0,
,57,,,,,,,,38,,,,,,,,,,,,270.10211181640625
0.7799402475357056,58,0.6968749165534973,0.4275486171245575,187.92526245117188,39.0,0.39950063824653625,0.0,355.879638671875,39,395.1271057128906,9.999999747378752e-05,,,,,,,,,,
,58,,,,39.0,,,,39,,9.999999747378752e-05,0.39646127820014954,0.43432101607322693,200.49891662597656,235.25550842285156,0.7416679859161377,340.2402648925781,0.6627727746963501,385.9933776855469,0.0,
,58,,,,,,,,39,,,,,,,,,,,,187.92526245117188
0.7704743146896362,59,0.6875619888305664,0.43516698479652405,187.8516082763672,40.0,0.4042954444885254,0.0,348.6013488769531,40,390.1668701171875,9.999999747378752e-05,,,,,,,,,,
0.7429295778274536,60,0.6992554664611816,0.44517192244529724,234.0851287841797,40.0,0.45243415236473083,0.0,347.212158203125,40,357.5931396484375,9.999999747378752e-05,,,,,,,,,,
,60,,,,40.0,,,,40,,9.999999747378752e-05,0.4137738347053528,0.44897571206092834,197.1439666748047,208.37130737304688,0.8110138773918152,342.4245910644531,0.6913767457008362,395.872314453125,0.0,
,60,,,,,,,,40,,,,,,,,,,,,210.96836853027344
0.7689698934555054,61,0.6788352727890015,0.4487500786781311,193.06629943847656,41.0,0.41786977648735046,0.0,338.1704406738281,41,382.8224792480469,9.999999747378752e-05,,,,,,,,,,
0.5811805129051208,62,0.5654988288879395,0.45310789346694946,205.0198211669922,41.0,0.3551532030105591,0.0,288.573974609375,41,356.79840087890625,9.999999747378752e-05,,,,,,,,,,
,62,,,,41.0,,,,41,,9.999999747378752e-05,0.42308178544044495,0.4587966501712799,194.32012939453125,196.25442504882812,0.76717609167099,327.5694580078125,0.6649379730224609,379.5770263671875,0.0,
,62,,,,,,,,41,,,,,,,,,,,,199.04306030273438
0.7600929141044617,63,0.6751734614372253,0.4596595764160156,199.8657684326172,42.0,0.43166041374206543,0.0,330.9480285644531,42,373.2992248535156,9.999999747378752e-05,,,,,,,,,,
,63,,,,42.0,,,,42,,9.999999747378752e-05,0.4263177216053009,0.46600863337516785,193.00601196289062,202.973876953125,0.7530974745750427,319.9219970703125,0.6551675796508789,373.80145263671875,0.0,
,63,,,,,,,,42,,,,,,,,,,,,199.8657684326172
0.7549454569816589,64,0.667497992515564,0.4672926366329193,199.70791625976562,43.0,0.43565788865089417,0.0,323.97625732421875,43,369.76519775390625,9.999999747378752e-05,,,,,,,,,,
,64,,,,43.0,,,,43,,9.999999747378752e-05,0.45319288969039917,0.4755811095237732,217.37095642089844,221.56405639648438,0.7390819787979126,318.7539978027344,0.6656133532524109,355.99169921875,0.0,
,64,,,,,,,,43,,,,,,,,,,,,199.70791625976562
0.7513156533241272,65,0.6629154086112976,0.4742390215396881,203.00376892089844,44.0,0.4437290132045746,0.0,318.4854736328125,44,364.579833984375,9.999999747378752e-05,,,,,,,,,,
,65,,,,44.0,,,,44,,9.999999747378752e-05,0.44776013493537903,0.481873095035553,223.22804260253906,230.2703857421875,0.7071255445480347,302.2834167480469,0.6329047679901123,348.49603271484375,0.0,
,65,,,,,,,,44,,,,,,,,,,,,203.00376892089844
0.7424659729003906,66,0.6552551984786987,0.4817134439945221,206.08628845214844,45.0,0.45068785548210144,0.0,311.4681701660156,45,358.3392639160156,9.999999747378752e-05,,,,,,,,,,
,66,,,,45.0,,,,45,,9.99999901978299e-05,0.46161213517189026,0.4876164197921753,232.32188415527344,239.2288360595703,0.8077183365821838,318.3972473144531,0.681530773639679,371.8918151855469,0.0,
,66,,,,,,,,45,,,,,,,,,,,,206.08628845214844
0.7443295121192932,67,0.6537231206893921,0.48866531252861023,210.55889892578125,46.0,0.45907479524612427,0.0,307.1217041015625,46,354.658203125,9.999999747378752e-05,,,,,,,,,,
,67,,,,46.0,,,,46,,9.999999747378752e-05,0.4667021334171295,0.4957776665687561,208.58103942871094,208.5810546875,0.7161421179771423,289.2758483886719,0.6203510761260986,341.625244140625,0.0,
,67,,,,,,,,46,,,,,,,,,,,,210.55889892578125
0.7355743050575256,68,0.6437014937400818,0.4957367479801178,209.07577514648438,47.0,0.4651060700416565,0.0,299.24346923828125,47,348.8291320800781,9.999999747378752e-05,,,,,,,,,,
0.6805980801582336,69,0.5958831310272217,0.501835823059082,209.89324951171875,47.0,0.49026060104370117,0.0,274.8395080566406,47,316.7197265625,9.999999747378752e-05,,,,,,,,,,
,69,,,,47.0,,,,47,,9.999999747378752e-05,0.4781395196914673,0.5080982446670532,237.0673065185547,211.41748046875,0.7221646308898926,292.183837890625,0.6426243782043457,337.72686767578125,0.0,
,69,,,,,,,,47,,,,,,,,,,,,209.48451232910156
0.7365209460258484,70,0.6419086456298828,0.5085139870643616,217.25274658203125,48.0,0.4765806794166565,0.0,291.66131591796875,48,343.33489990234375,9.999999747378752e-05,,,,,,,,,,
0.6887832880020142,71,0.6257091760635376,0.5143333673477173,257.7552185058594,48.0,0.4998057782649994,0.0,281.5681457519531,48,314.8368225097656,9.999999747378752e-05,,,,,,,,,,
,71,,,,48.0,,,,48,,0.00010000000474974513,0.4989062249660492,0.5194594264030457,238.746826171875,238.74684143066406,0.7314697504043579,287.370849609375,0.6454529166221619,330.4906005859375,0.0,
,71,,,,,,,,48,,,,,,,,,,,,237.5039825439453
0.7282800674438477,72,0.6316003799438477,0.5196837782859802,220.78103637695312,49.0,0.48860129714012146,0.0,281.2984313964844,49,334.5616149902344,9.999999747378752e-05,,,,,,,,,,
,72,,,,49.0,,,,49,,9.999999747378752e-05,0.504259467124939,0.5264633893966675,229.44482421875,238.85252380371094,0.703810453414917,265.7058410644531,0.6052026152610779,318.12042236328125,0.0,
,72,,,,,,,,49,,,,,,,,,,,,220.78103637695312
