gene,pooled_mean_lfc_re,combined_pval,x,y,significant,insignificant,pos,neg,sig.pos,sig.neg,insig.pos,insig.neg,group
RPL34P6,0.11717878563198442,2.824650391552528e-10,0.11717878563198442,9.549035297372118,True,False,True,False,True,False,False,False,sig.pos
AL357873.1,0.020764614394995676,0.0011930734582347358,0.020764614394995676,2.9233328157396765,True,False,True,False,True,False,False,False,sig.pos
FSIP2-AS1,-0.16361867920148315,2.6728985256504483e-12,-0.16361867920148315,11.573017528556067,True,False,False,True,False,True,False,False,sig.neg
DIRC3,0.04578572861885264,0.0015980827813610711,0.04578572861885264,2.7964007278022835,True,False,True,False,True,False,False,False,sig.pos
BMS1P13,-0.023666291389067853,1.3400215162275174e-08,-0.023666291389067853,7.8728882282741015,True,False,False,True,False,True,False,False,sig.neg
KRTCAP2P1,-0.05261853325550108,0.004834119564656879,-0.05261853325550108,2.3156826121764964,True,False,False,True,False,True,False,False,sig.neg
IPO9-AS1,0.07247923934747973,0.00021657440645661056,0.07247923934747973,3.664392867153923,True,False,True,False,True,False,False,False,sig.pos
PRH1,-0.16043765642062016,6.346523859399391e-13,-0.16043765642062016,12.197464082904284,True,False,False,True,False,True,False,False,sig.neg
DARS1-AS1,0.03953720303614369,0.020133996358178034,0.03953720303614369,1.6960700142794802,True,False,True,False,True,False,False,False,sig.pos
AL590556.1,0.16991802607430662,2.895539365912971e-14,0.16991802607430662,13.538270526298708,True,False,True,False,True,False,False,False,sig.pos
LINC00867,0.06445267085323589,0.004766282065936349,0.06445267085323589,2.321820259921815,True,False,True,False,True,False,False,False,sig.pos
AL355499.1,-0.07587068691545305,7.735096000459326e-05,-0.07587068691545305,4.111534291892084,True,False,False,True,False,True,False,False,sig.neg
TMEM114,0.008704114580429936,0.37036434241572336,0.008704114580429936,0.4313708325665973,False,True,True,False,False,False,True,False,insig.pos
AL096799.1,0.045891966968235894,0.00016314210398823156,0.045891966968235894,3.787433941044507,True,False,True,False,True,False,False,False,sig.pos
GNG12-AS1,-0.0015728000665358715,1.4158186431622456e-09,-0.0015728000665358715,8.848992373283352,True,False,False,True,False,True,False,False,sig.neg
AC018467.1,-0.08741120921690018,2.2353455828266897e-06,-0.08741120921690018,5.650655325725522,True,False,False,True,False,True,False,False,sig.neg
AC093673.1,-0.09025927883807178,4.707470192130736e-10,-0.09025927883807178,9.327212421270751,True,False,False,True,False,True,False,False,sig.neg
AC092810.2,-0.1321628665624189,1.860704284319983e-11,-0.1321628665624189,10.73032264239465,True,False,False,True,False,True,False,False,sig.neg
KANTR,0.12559241209411573,9.254300218102958e-10,0.12559241209411573,9.033656415690825,True,False,True,False,True,False,False,False,sig.pos
CCT6P4,-0.0969131045953586,4.354010319370438e-07,-0.0969131045953586,6.361110545979278,True,False,False,True,False,True,False,False,sig.neg
IDI2-AS1,0.005670456912573474,0.018764678963733107,0.005670456912573474,1.7266588613320002,True,False,True,False,True,False,False,False,sig.pos
AC231533.1,0.050112247964383086,0.0338067166457872,0.050112247964383086,1.470997006455741,True,False,True,False,True,False,False,False,sig.pos
DPYD-AS1,-0.014214672691368243,0.5270436985490772,-0.014214672691368243,0.27815337482170266,False,True,False,True,False,False,False,True,insig.neg
DLGAP4-AS1,-0.006011866939591474,0.003445292181452886,-0.006011866939591474,2.462773941416177,True,False,False,True,False,True,False,False,sig.neg
