,lfc,lfc_std,pval,version,z
Meg,-0.6107197389634353,0.8010218874873684,0.09389477159400833,version_4,-7.5
Monocyte,-0.14421101283001495,0.06562542887500351,0.003882832728084706,version_4,-7.5
Neutrophil,-0.035316875958587415,0.10459614004963887,0.4019145683803744,version_4,-7.5
Undifferentiated,0.1251157227182958,0.06721954910263239,0.004450794737109484,version_4,-7.5
Baso,-0.00799570827065423,0.11556011648823943,0.8539768136337729,version_4,-5.0
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,-5.0
Eos,-0.09708533245817301,0.5263253902354852,0.6996900058932747,version_4,-5.0
Lymphoid,-0.07270142917406792,0.4308816379644913,0.7491933902727219,version_4,-5.0
Mast,-0.040053015705568316,0.26704496435934466,0.6663234613164087,version_4,-5.0
Meg,-0.5835074244330223,0.9123518546154059,0.09613205844210505,version_4,-5.0
Monocyte,-0.06573799238731237,0.07663974350724753,0.14476753222638344,version_4,-5.0
Neutrophil,-0.020827492184623344,0.0894684216529032,0.5654817763066393,version_4,-5.0
Undifferentiated,0.08785689781880338,0.028625555641694608,0.0008983724548338904,version_4,-5.0
Baso,-0.05286800629423087,0.10457558358342596,0.2913046232252935,version_4,-2.5
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,-2.5
Eos,-0.3918714162372665,0.8649958670656906,0.34167801040422346,version_4,-2.5
Lymphoid,-0.09567815610373935,0.40496607001225154,0.6052119214826042,version_4,-2.5
Mast,0.007623758599615527,0.2166070432373452,0.943916680884501,version_4,-2.5
Meg,-0.40048525797330237,0.8232786296821962,0.20879622677034373,version_4,-2.5
Monocyte,-0.043639245233290894,0.08134903903376718,0.2688807397571844,version_4,-2.5
Neutrophil,-0.00949126948371187,0.09336856269795094,0.790969251439917,version_4,-2.5
Undifferentiated,0.07346054406837596,0.02989892426519464,0.003143847015576169,version_4,-2.5
Baso,-0.06137644995252386,0.08747020614242362,0.1880901103064081,version_4,0.0
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,0.0
Eos,-0.25625710254047246,0.6120943389195489,0.5097747013753517,version_4,0.0
Lymphoid,-0.12341624171927186,0.3005002403582586,0.46594033316463046,version_4,0.0
Mast,-0.014063995490670635,0.22958532604680268,0.8437676002281251,version_4,0.0
Meg,-0.6344702021569717,0.7473515843548538,0.0666300363489956,version_4,0.0
Monocyte,0.016148897566629704,0.052006938384929736,0.6258576343644713,version_4,0.0
Neutrophil,0.005093017789304646,0.07684906117002564,0.8694146655823596,version_4,0.0
Undifferentiated,0.028342006311975372,0.042391375286851926,0.2010542346153563,version_4,0.0
Baso,-0.0813090732064834,0.12986476872595118,0.1315748672856082,version_4,2.5
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,2.5
Eos,-0.22585644057067134,1.1695353995220754,0.7803897591399008,version_4,2.5
Erythroid,3.7863142909422742,8.466456138725842,0.373900966300059,version_4,2.5
Lymphoid,-0.12990053529043646,0.4257608987102136,0.48262909220825434,version_4,2.5
Mast,0.010098347261160035,0.25627938006259254,0.9041233704808154,version_4,2.5
Meg,-0.369429630302471,0.6192178403550546,0.18392733391059332,version_4,2.5
Monocyte,0.029658238171107694,0.05289171589636407,0.2830569453551708,version_4,2.5
Neutrophil,0.012159383741523078,0.06925761198448002,0.6958611799881202,version_4,2.5
Undifferentiated,0.009606475008779107,0.05738565198333622,0.7046349591625645,version_4,2.5
Baso,-0.15055557452799226,0.12372963290043133,0.01666604373494957,version_4,5.0
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,5.0
Eos,-0.15788647205362133,0.8792077604522662,0.8857627750599281,version_4,5.0
Lymphoid,-0.08617248477166217,0.38201937448785395,0.5801351483888187,version_4,5.0
Mast,-0.01386862189026756,0.2173228187033099,0.8420063823814585,version_4,5.0
Meg,-0.4729992651482734,0.6207142455127411,0.11629176541438616,version_4,5.0
Monocyte,0.10789141876477867,0.06972788638730706,0.016432945687927688,version_4,5.0
Neutrophil,0.03846912571344259,0.0831852171353705,0.25624313013093497,version_4,5.0
Undifferentiated,-0.04545364648588745,0.05861305472633241,0.13236783285691012,version_4,5.0
Baso,-0.14045602293797435,0.09798152207061693,0.02161043007151942,version_4,7.5
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,7.5
Eos,-0.24447837434771974,0.7744193478044925,0.4932737949744719,version_4,7.5
Lymphoid,-0.07270143238005591,0.515625190067607,0.6584549116942042,version_4,7.5
Mast,-0.02266785774524539,0.25269948698575573,0.7792372960196962,version_4,7.5
Meg,-0.639764627962095,0.8733338577497475,0.09662479669515533,version_4,7.5
Monocyte,0.12139029341512275,0.045214203434111776,0.0006163058608589725,version_4,7.5
Neutrophil,0.033255446492475485,0.07433830243533296,0.28152027958286246,version_4,7.5
Undifferentiated,-0.05029935500072961,0.053500154790871564,0.06419852910358491,version_4,7.5
Baso,-0.24811824358038215,0.09422342476930796,0.0018452043239613487,version_4,10.0
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,10.0
Eos,0.04740785757190469,0.9382448086350472,0.7173022947090425,version_4,10.0
Lymphoid,-0.20529441319975178,0.4540882675033491,0.37793559385665565,version_4,10.0
Mast,-0.029032069436566256,0.22310728706681202,0.6822925331462097,version_4,10.0
Meg,-0.3360996630407388,0.6444223581534594,0.20641313941700765,version_4,10.0
Monocyte,0.17041026365821382,0.0817154878787493,0.00238124814559483,version_4,10.0
Neutrophil,0.06661089276465218,0.07432309445442448,0.05030936612518974,version_4,10.0
Undifferentiated,-0.08864638822169693,0.05146157716481614,0.01830295733372768,version_4,10.0
