,lfc,lfc_std,pval,version,z
Baso,-0.14447242166436075,0.11085937170222772,0.0605707603309406,version_1,0.0
Eos,0.1272269955613128,0.7065883397434402,0.7318515648971381,version_1,0.0
Erythroid,11.358942872826821,10.369248734766309,0.07048399691021988,version_1,0.0
Lymphoid,0.260170889020361,0.765587278452694,0.6634578962668181,version_1,0.0
Mast,0.010501479083362613,0.11036447097017746,0.8696648208718649,version_1,0.0
Meg,-0.1490371805982001,0.506694458654075,0.592206693368454,version_1,0.0
Monocyte,0.0534577425122406,0.05913937292395762,0.14013322396912697,version_1,0.0
Neutrophil,0.03300669033559953,0.01839773496776561,0.11611932532063445,version_1,0.0
Undifferentiated,-0.04030042950026292,0.055307108494154406,0.14333726417002693,version_1,0.0
Baso,-0.11543145754719494,0.06659257947176603,0.053115805015061086,version_1,2.5
Eos,-0.640361409834403,0.9393324072219345,0.20803114784045032,version_1,2.5
Erythroid,7.5726285818845485,10.36924873476631,0.17780780835622126,version_1,2.5
Lymphoid,0.3461077278308867,0.7782431604848256,0.47682314222223776,version_1,2.5
Mast,-0.022986497915720088,0.1985181997033997,0.837953586398264,version_1,2.5
Meg,-0.3380088251256911,0.566317988590187,0.1294366512413476,version_1,2.5
Monocyte,0.09266881321861072,0.04392359424461989,0.008603621875669232,version_1,2.5
Neutrophil,0.04687139391108748,0.035339398151082155,0.04914540797840553,version_1,2.5
Undifferentiated,-0.07113461859951462,0.05140755912845372,0.025346265290634707,version_1,2.5
Baso,-0.14873962294842108,0.06651249019440383,0.02588277664827294,version_1,5.0
Eos,-0.015790268437501365,0.6388739171121104,0.9230098462784241,version_1,5.0
Erythroid,11.358942872826821,10.369248734766309,0.07048399691021988,version_1,5.0
Lymphoid,0.07412865397934287,0.7720840388719681,0.8567113534551909,version_1,5.0
Mast,-0.04383393195127758,0.13383080676464448,0.5151275523980493,version_1,5.0
Meg,-0.36894426653156165,0.5486052161284584,0.10413266147637043,version_1,5.0
Monocyte,0.11270820608596846,0.05695407973051442,0.01543637500451099,version_1,5.0
Neutrophil,0.03673192316069843,0.028727741438274935,0.06233747272202676,version_1,5.0
Undifferentiated,-0.06746690664443879,0.06544403298707292,0.0285942801615982,version_1,5.0
Baso,-0.14613650802267547,0.07943511845281707,0.023271023498498775,version_1,7.5
Eos,-0.15749284921688986,0.436389115260248,0.42112163183200474,version_1,7.5
Erythroid,7.5726285818845485,10.36924873476631,0.1778078083562211,version_1,7.5
Lymphoid,-0.13235557467056852,1.1124253146392025,0.7796738894669801,version_1,7.5
Mast,-0.07396789863206378,0.1393302865948082,0.35865965614180473,version_1,7.5
Meg,-0.31050811119492616,0.744560250781312,0.31178026662132274,version_1,7.5
Monocyte,0.0887700794019701,0.05587873201155141,0.010579123616495259,version_1,7.5
Neutrophil,0.06489886251816664,0.024634578989865936,0.006423854242699014,version_1,7.5
Undifferentiated,-0.06990958919849068,0.06695186657964047,0.02608404507025278,version_1,7.5
Baso,-0.25100889706607193,0.08379398535836957,0.001918481778777501,version_1,10.0
Eos,0.033628289334738236,0.5864711046804885,1.0,version_1,10.0
Erythroid,7.5726285818845485,10.36924873476631,0.1778078083562211,version_1,10.0
Lymphoid,-0.09547068405080805,1.1257136316541743,0.7632910463208025,version_1,10.0
Mast,-0.022380659365796383,0.12208360720226116,0.7134402545668836,version_1,10.0
Meg,-0.03204471251384974,0.5602496160599678,0.871770978033184,version_1,10.0
Monocyte,0.11671208974987639,0.052985120848283794,0.009325241197324077,version_1,10.0
Neutrophil,0.09070387217951716,0.021429419041159352,0.0009621190307747982,version_1,10.0
Undifferentiated,-0.11213744085493345,0.0619932437674595,0.003358013668040102,version_1,10.0
Baso,0.03979958443764401,0.07841475509421518,0.446862612032713,version_2,-10.0
Eos,-0.009672606546221773,0.36681261306975216,0.9095327156317451,version_2,-10.0
Erythroid,-0.7473923205430001,1.715415305608727,0.25166730815596333,version_2,-10.0
Lymphoid,-0.13636477297869742,0.6365163816516558,0.5189955687400194,version_2,-10.0
Mast,0.09916635466788229,0.14534441975629464,0.13890270313100203,version_2,-10.0
Meg,-0.23316174015738547,0.5955361262946118,0.3879633697646243,version_2,-10.0
Monocyte,-0.11940621667261035,0.06938626268361296,0.008000634189047827,version_2,-10.0
Neutrophil,-0.042650868079295245,0.12219790784197232,0.41079411266680427,version_2,-10.0
Undifferentiated,0.1811461956535289,0.0793487178101306,0.0019926048240153297,version_2,-10.0
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,-10.0
Baso,0.052171533045203736,0.08680126525881805,0.3637051487356073,version_2,-7.5
Eos,-0.11846837007071756,0.6058349731442887,0.7719322217856343,version_2,-7.5
Erythroid,-0.6643850130462174,1.745299643010559,0.2296371872559846,version_2,-7.5
Lymphoid,-0.18950646403836652,0.694202077408079,0.4797953329624788,version_2,-7.5
Mast,0.03368945689266518,0.1130321349532705,0.6495819275506093,version_2,-7.5
Meg,-0.004493597062763821,0.5529347744248676,0.9307285649453183,version_2,-7.5
Monocyte,-0.09950742130135737,0.09447743416317748,0.06369748438055807,version_2,-7.5
Neutrophil,-0.02122886085474428,0.12615772836760464,0.6775016333099845,version_2,-7.5
Undifferentiated,0.1424948092503216,0.05295925147667473,0.006386885976901348,version_2,-7.5
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,-7.5
Baso,0.0037599644833155475,0.13604613950459246,0.972978136917809,version_2,-5.0
Eos,0.020728005730811662,0.644229701483446,0.9999999999999992,version_2,-5.0
Erythroid,-0.3999997114612082,1.7308001751733377,0.4469568297258346,version_2,-5.0
Lymphoid,0.12153648109437584,0.49338540384421214,0.6015519687524437,version_2,-5.0
Mast,-0.017133213879635477,0.14789508555148215,0.8140643141488371,version_2,-5.0
Meg,-0.2368848777957983,0.5150270223786338,0.267661092913931,version_2,-5.0
Monocyte,-0.08063787436270317,0.07926367627918193,0.06431212771367052,version_2,-5.0
Neutrophil,0.04470542592654817,0.091320402498195,0.20962794091221032,version_2,-5.0
Undifferentiated,0.07881048230107526,0.042994048181563674,0.07597049227276911,version_2,-5.0
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,-5.0
Baso,-0.029334821743297924,0.1059626603922325,0.551043621317379,version_2,-2.5
Eos,-0.2897801283640215,0.5801043609062404,0.24164404466518188,version_2,-2.5
Erythroid,-0.864384724507642,1.7070085645786035,0.17585609663173069,version_2,-2.5
Lymphoid,0.011028315397654854,0.7708541993136877,0.8962243384196761,version_2,-2.5
Mast,-0.06579215549475446,0.11888309840780363,0.36596713339710746,version_2,-2.5
Meg,-0.15058140421389898,0.48631377353409655,0.4672990419610906,version_2,-2.5
Monocyte,0.0038306338007450926,0.03671135507714664,0.9098793585680802,version_2,-2.5
Neutrophil,0.007504272270830728,0.08900401762640538,0.8159740793314083,version_2,-2.5
Undifferentiated,0.03523700694182774,0.056997084315681526,0.3563684599695097,version_2,-2.5
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,-2.5
Baso,-0.10736624531825126,0.10463312078860473,0.08285667289443781,version_2,0.0
Eos,-0.000655031881732926,0.3709264404546318,0.9029714681478332,version_2,0.0
Erythroid,-0.7473923205430001,1.9326482834775154,0.2516673081559631,version_2,0.0
Lymphoid,-0.008878797328615563,0.9247404823576543,0.8364402854581598,version_2,0.0
Mast,-0.09726723485060548,0.19071094568998997,0.267827012080454,version_2,0.0
Meg,-0.13607639441726557,0.3982839907183219,0.40756381767379024,version_2,0.0
Monocyte,0.014977841105309642,0.056834885406717044,0.702621131757488,version_2,0.0
Neutrophil,0.026993224565770635,0.09418616775962968,0.4380985109540827,version_2,0.0
Undifferentiated,0.022980170775754816,0.04705771483800893,0.6145501432307066,version_2,0.0
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,0.0
Baso,-0.13665462121286934,0.10289704968912688,0.036383682670922284,version_2,2.5
Eos,-0.27115823546327333,0.7024521560509485,0.5603172226208095,version_2,2.5
Erythroid,-4.4506993039884915,8.78879022556378,0.19539517304854942,version_2,2.5
Lymphoid,-0.05790131178085761,0.5950212679233923,0.7444613671139189,version_2,2.5
Mast,-0.09958337632480617,0.09091448617840707,0.15598234650978446,version_2,2.5
Meg,-0.1501542587360496,0.35711367477908706,0.2973100620117822,version_2,2.5
Monocyte,0.08107700755766889,0.059175818728188466,0.04804820394273079,version_2,2.5
Neutrophil,0.030340672055922425,0.0933251630253304,0.37076077416833764,version_2,2.5
Undifferentiated,-0.06885483990882693,0.06102118411576612,0.12354536130334956,version_2,2.5
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,2.5
Baso,-0.12828369003089962,0.15110915160348856,0.05302637645973087,version_2,5.0
Eos,-0.09497920004868607,0.7402537999391033,0.8530288980979738,version_2,5.0
Erythroid,-0.4643853015847929,1.6056976112576864,0.29496721546873705,version_2,5.0
Lymphoid,-0.0383902423745847,0.8179062910690478,1.0,version_2,5.0
Mast,-0.17888853084450898,0.10839010956936068,0.03308755836937456,version_2,5.0
Meg,-0.12956499828123935,0.5106202939299235,0.5337767463622378,version_2,5.0
Monocyte,0.08885017964153044,0.048426091741778275,0.014228414220201099,version_2,5.0
Neutrophil,0.042899713769365834,0.06918276898116833,0.17881766337727092,version_2,5.0
Undifferentiated,-0.08076677288947183,0.07165848899850405,0.07559407669925527,version_2,5.0
Baso,-0.24191487656362254,0.11560276210876219,0.003898698973536034,version_2,7.5
Eos,-0.16519407991408946,0.7522997374212119,0.6228030470579687,version_2,7.5
Erythroid,-0.8303997723089622,1.7886995088964617,0.15713219818968346,version_2,7.5
Lymphoid,-0.16147089853686142,1.0036001071220313,0.8179526037603482,version_2,7.5
Mast,-0.21842458386784802,0.09916857658880149,0.013567293524272765,version_2,7.5
Meg,-0.13397025880179064,0.4791614952297736,0.566287766207245,version_2,7.5
Monocyte,0.11037564012869727,0.05334277506056106,0.014869856463483953,version_2,7.5
Neutrophil,0.0739602423566236,0.08362254940637309,0.034476572661243286,version_2,7.5
Undifferentiated,-0.10396560378150066,0.040325747071729375,0.03673431494002201,version_2,7.5
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,7.5
Baso,-0.22306738707761004,0.12612168463674178,0.005625095814563311,version_2,10.0
Eos,-0.16465925925821862,0.5769362142639083,0.4879051360301646,version_2,10.0
Erythroid,-0.26438559012336826,1.3599615212039942,0.37487876870739856,version_2,10.0
Lymphoid,-0.03473539545062807,0.9468480102409081,0.9129006100248556,version_2,10.0
Mast,-0.22025833510932732,0.12546359410034003,0.011607935937084377,version_2,10.0
Meg,-0.07021487940740676,0.3620426912882981,0.6073394169840085,version_2,10.0
Monocyte,0.14597344557959774,0.06500597337479516,0.0009311466713840549,version_2,10.0
Neutrophil,0.07174204020452346,0.09411098009753982,0.09155590597805169,version_2,10.0
Undifferentiated,-0.1796358778622587,0.10569778060014494,0.0033228828845694165,version_2,10.0
pDC,3.7863142909422742,8.466456138725842,0.373900966300059,version_2,10.0
Baso,0.15734606374147245,0.08457815251076185,0.01947968988705468,version_3,-10.0
Eos,0.12153648109437583,0.5320513885576135,0.544745791718394,version_3,-10.0
Lymphoid,0.2725138532876134,1.0812639930705286,0.5237565264486478,version_3,-10.0
Mast,0.027277979000312515,0.25117490371902623,0.8480871719611469,version_3,-10.0
Meg,0.00033347925193130126,0.1363668383887812,0.9523663291799089,version_3,-10.0
Monocyte,-0.08364213941568933,0.1206537506761342,0.15878088649365862,version_3,-10.0
Neutrophil,-0.04450749509677108,0.06349549084751341,0.12917818131068387,version_3,-10.0
Undifferentiated,0.026636221733761532,0.1205497011627953,0.5241621004681407,version_3,-10.0
Baso,0.06561717585537283,0.12263250045971782,0.16692201658745462,version_3,-7.5
Eos,-0.11699242961251337,0.6260103997531496,0.8827478498437737,version_3,-7.5
Lymphoid,0.31699230778502074,0.8759185986561961,0.4189621612859086,version_3,-7.5
Mast,-0.05212921093418145,0.2928954905403421,0.6722937749432831,version_3,-7.5
Meg,0.0017640120632777755,0.14799934946732055,0.9289581261229983,version_3,-7.5
Monocyte,-0.04402924016515976,0.09292350817529822,0.3317220592947737,version_3,-7.5
Neutrophil,-0.042044476575826085,0.05703575041264607,0.17701856633771723,version_3,-7.5
Undifferentiated,0.055040876377959604,0.09952741587369585,0.18610025262545424,version_3,-7.5
Baso,-0.034123845597510215,0.0644295726131693,0.42463108729994903,version_3,-5.0
Eos,0.413422727440941,0.4376470453864295,0.05309267985156888,version_3,-5.0
Lymphoid,0.30001457523334074,1.2579452023431021,0.46829948792650655,version_3,-5.0
Mast,-0.08009109339594991,0.3686445709858906,0.6534323882534323,version_3,-5.0
Meg,-0.005479845172499142,0.18123368811155535,0.9999999999999948,version_3,-5.0
Monocyte,0.014870824603885788,0.08229009484638918,0.711833157999411,version_3,-5.0
Neutrophil,-0.03294556583740554,0.053558077346077246,0.24826995905871016,version_3,-5.0
Undifferentiated,0.04142848879759174,0.0824686505242766,0.2703588074320035,version_3,-5.0
Baso,-0.04014147869899225,0.07030434130309485,0.41621857999164036,version_3,-2.5
Eos,0.22155117655221615,0.409108800430242,0.33365458178849244,version_3,-2.5
Lymphoid,0.4643853881464045,1.0383972956529857,0.23643374664258937,version_3,-2.5
Mast,-0.1129138851420473,0.2963484372987842,0.42588792541242515,version_3,-2.5
Meg,-0.061635389057566395,0.11964370380747331,0.20850761439502274,version_3,-2.5
Monocyte,0.053286796734655625,0.09609685276725366,0.2541368998085663,version_3,-2.5
Neutrophil,-0.007968688291014695,0.06208792619387433,0.7616310291554215,version_3,-2.5
Undifferentiated,0.0015477220951427867,0.07897472750263272,0.9860190646731455,version_3,-2.5
Baso,-0.05772315944070809,0.08568614681299933,0.21834239246289608,version_3,0.0
Eos,0.15552147176487466,0.49117419170042215,0.4683431825733827,version_3,0.0
Lymphoid,0.4911356748551309,1.2407676944159585,0.2659150843104302,version_3,0.0
Mast,-0.051199679903836816,0.2887523005255445,0.7454626977538173,version_3,0.0
Meg,-0.08820139246566072,0.1417711015965754,0.133719706428523,version_3,0.0
Monocyte,0.09841172662003753,0.08734698472224214,0.03843665742015954,version_3,0.0
Neutrophil,-0.00043365821853340173,0.0460549233977927,0.9860801871107326,version_3,0.0
Undifferentiated,-0.041998988731313344,0.08831319162257059,0.2703899172465626,version_3,0.0
Baso,-0.10030137010551372,0.11938666053558018,0.05908620672095307,version_3,2.5
Eos,0.12748595435316806,0.6167396657592424,0.5716385302099591,version_3,2.5
Lymphoid,0.2918861838298499,1.2485106254087335,0.4772514044786842,version_3,2.5
Mast,-0.12294196138056775,0.43132010246303876,0.5199839845274398,version_3,2.5
Meg,-0.13251997968346377,0.11318999157395492,0.012952278386191896,version_3,2.5
Monocyte,0.15726233201065326,0.09892695217425225,0.008990964696801336,version_3,2.5
Neutrophil,-0.005379684061811272,0.080495657174352,0.8772483535927005,version_3,2.5
Undifferentiated,-0.055251379416970156,0.09794840186581139,0.17998676594589083,version_3,2.5
Baso,-0.19397349780629497,0.14316430356133023,0.02185072740939671,version_3,5.0
Eos,0.29113582599449983,0.5808225006690223,0.3101580113659333,version_3,5.0
Lymphoid,0.408128213471207,1.1410432067998333,0.3005079499738906,version_3,5.0
Mast,-0.07853218859527927,0.24165065577241945,0.44717062854546374,version_3,5.0
Meg,-0.14646637667714105,0.14284818732236743,0.027477731168264338,version_3,5.0
Monocyte,0.19440444690074715,0.07581378875291454,0.0018351014942008697,version_3,5.0
Neutrophil,0.015010206848166225,0.055964589790189166,0.5924381219649764,version_3,5.0
Undifferentiated,-0.0757250697633272,0.10151303937446703,0.08275632228321259,version_3,5.0
Baso,-0.24848064753973603,0.10360715382468769,0.001296547267049329,version_3,7.5
Eos,0.23040055456924907,0.4896518527689504,0.29527772168224764,version_3,7.5
Lymphoid,0.2801074556370972,1.2553139520060477,0.4857791729216884,version_3,7.5
Mast,-0.09857257070922171,0.36671877987715534,0.519177404559639,version_3,7.5
Meg,-0.1520623532194497,0.09594374857695645,0.005225694283529092,version_3,7.5
Monocyte,0.2323091288870213,0.08957954984231076,0.00211086958234683,version_3,7.5
Neutrophil,0.011961252063560981,0.0741167196207736,0.7170438754424818,version_3,7.5
Undifferentiated,-0.08234306493813504,0.10233372844913372,0.06291545404539357,version_3,7.5
Baso,-0.34698425238190367,0.1069440036752312,0.00019273269445963076,version_3,10.0
Eos,0.4058291763872444,0.8625855132470401,0.1966819883387604,version_3,10.0
Lymphoid,0.3555213274954788,1.1082039084118023,0.39053817558005477,version_3,10.0
Mast,-0.1296466389138497,0.2561467271038582,0.3657721918424654,version_3,10.0
Meg,-0.20186813464114578,0.1069830645260872,0.0013127733044304012,version_3,10.0
Monocyte,0.2566406047928753,0.08758330571474875,0.0003837554231121171,version_3,10.0
Neutrophil,0.030031980822254566,0.06456559860036479,0.3974055615929033,version_3,10.0
Undifferentiated,-0.06911026817839042,0.07732015179881738,0.10709892497395353,version_3,10.0
Baso,0.09525138262877672,0.07146496239278659,0.07162365157450414,version_4,-10.0
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,-10.0
Eos,-0.03269972790764769,0.688721375478677,1.0,version_4,-10.0
Erythroid,3.7863142909422742,8.466456138725842,0.373900966300059,version_4,-10.0
Lymphoid,0.07738411857558258,0.3972638449172257,0.7686713236860326,version_4,-10.0
Mast,-0.05566512698703992,0.22181149681214762,0.45967394748499657,version_4,-10.0
Meg,-0.5508077029373466,0.7626559934216892,0.09112490837964347,version_4,-10.0
Monocyte,-0.1534943003141504,0.07022512620987847,0.001839114212137173,version_4,-10.0
Neutrophil,-0.04252979202260917,0.07973543952293134,0.23667077927432265,version_4,-10.0
Undifferentiated,0.11934494598819297,0.05851379053610228,0.003935178622712742,version_4,-10.0
Baso,0.03530796118414019,0.06382081917406028,0.4453251492127366,version_4,-7.5
Ccr7_DC,-3.7863142909422742,8.466456138725842,0.373900966300059,version_4,-7.5
Eos,-0.0882064801697857,0.8057895537199394,1.0,version_4,-7.5
Lymphoid,0.028690551021340376,0.3883855929372795,1.0,version_4,-7.5
Mast,-0.003339106605266816,0.20884791116112153,0.9457865963898087,version_4,-7.5
