epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_0.0_training,sinkhorn_0.0_validation,sinkhorn_5.0_training,sinkhorn_5.0_validation,step,total_epochs,velo_f_0.0_training,velo_f_0.0_validation,velo_f_5.0_training,velo_f_5.0_validation,velo_g_0.0_training,velo_g_0.0_validation,velo_g_5.0_training,velo_g_5.0_validation,velo_ratio_0.0_training,velo_ratio_0.0_validation,velo_ratio_5.0_training,velo_ratio_5.0_validation
1,,718.8032836914062,3.9999998989515007e-05,,0.0,,722.0836791992188,29,1.0,,0.07662747800350189,,0.07507896423339844,,2.918576717376709,,2.678386926651001,,611.9413452148438,,611.0628051757812
1,889.2936401367188,,,,,,,29,,,,,,,,,,,,,
2,,,3.9999998989515007e-05,0.0,,869.1532592773438,,30,2.0,0.07670630514621735,,0.07545498758554459,,3.025689125061035,,2.8258376121520996,,612.3883666992188,,611.7203369140625,
2,,,3.9999998989515007e-05,0.0,,874.138427734375,,31,2.0,0.07863588631153107,,0.07741894572973251,,3.060534954071045,,2.850348949432373,,612.2192993164062,,611.4932250976562,
2,,,3.9999998989515007e-05,0.0,,867.0631103515625,,32,2.0,0.08040054142475128,,0.0791071429848671,,3.0011143684387207,,2.7907471656799316,,611.6766967773438,,610.9072265625,
2,,,3.9999998989515007e-05,0.0,,869.5070190429688,,33,2.0,0.08212875574827194,,0.08077070862054825,,2.982222080230713,,2.769619941711426,,611.3060913085938,,610.5034790039062,
2,,,3.9999998989515007e-05,0.0,,894.5352172851562,,34,2.0,0.08398010581731796,,0.08249722421169281,,3.001810312271118,,2.7758188247680664,,611.0899658203125,,610.228271484375,
2,,,3.9999998989515007e-05,0.0,,867.5105590820312,,35,2.0,0.08594314754009247,,0.08438601344823837,,2.948472023010254,,2.7196621894836426,,610.5108032226562,,609.582275390625,
2,,,3.9999998989515007e-05,0.0,,840.2830810546875,,36,2.0,0.08762429654598236,,0.08598692715167999,,2.935276746749878,,2.704892873764038,,610.1630249023438,,609.2064208984375,
2,,,3.9999998989515007e-05,0.0,,835.729248046875,,37,2.0,0.0894913598895073,,0.08777375519275665,,2.9233081340789795,,2.692457675933838,,609.7872314453125,,608.8063354492188,
2,,,3.9999998989515007e-05,0.0,,834.1084594726562,,38,2.0,0.0911785289645195,,0.08939176052808762,,2.8976283073425293,,2.6639022827148438,,609.3656616210938,,608.334228515625,
2,,,3.9999998989515007e-05,0.0,,860.5511474609375,,39,2.0,0.09297776967287064,,0.0910995602607727,,2.884838104248047,,2.6461777687072754,,608.9888916015625,,607.905029296875,
2,,,3.9999998989515007e-05,0.0,,831.6650390625,,40,2.0,0.09493580460548401,,0.09295080602169037,,2.8777284622192383,,2.632307291030884,,608.6139526367188,,607.4689331054688,
2,,,3.9999998989515007e-05,0.0,,824.8724365234375,,41,2.0,0.09666253626346588,,0.09455449134111404,,2.848477840423584,,2.6005325317382812,,608.1477661132812,,606.9524536132812,
2,,,3.9999998989515007e-05,0.0,,839.804931640625,,42,2.0,0.09838492423295975,,0.0962371975183487,,2.859060287475586,,2.6142525672912598,,607.91259765625,,606.729248046875,
2,,,3.9999998989515007e-05,0.0,,841.036376953125,,43,2.0,0.10025463253259659,,0.09802669286727905,,2.8457109928131104,,2.591677188873291,,607.509033203125,,606.231201171875,
2,,,3.9999998989515007e-05,0.0,,837.8063354492188,,44,2.0,0.10208282619714737,,0.09975267201662064,,2.8290135860443115,,2.578644275665283,,607.088134765625,,605.8076171875,
2,,881.467041015625,3.9999998989515007e-05,,0.0,,885.494140625,44,2.0,,0.10492781549692154,,0.10286044329404831,,3.096879005432129,,2.82143235206604,,608.1736450195312,,606.9041748046875
2,852.5176391601562,,,,,,,44,,,,,,,,,,,,,
3,,,3.9999998989515007e-05,0.0,,781.2198486328125,,45,3.0,0.10339532047510147,,0.10085296630859375,,2.767455577850342,,2.5000476837158203,,606.458984375,,604.9925537109375,
3,,,3.9999998989515007e-05,0.0,,774.2650146484375,,46,3.0,0.10528810322284698,,0.10255347937345505,,2.7477283477783203,,2.4731011390686035,,605.9877319335938,,604.4381103515625,
3,,,3.9999998989515007e-05,0.0,,783.4275512695312,,47,3.0,0.10705498605966568,,0.10427969694137573,,2.7397210597991943,,2.4717698097229004,,605.6151123046875,,604.0839233398438,
3,,,3.9999998989515007e-05,0.0,,781.7742919921875,,48,3.0,0.10879553854465485,,0.10592854022979736,,2.711634397506714,,2.4337239265441895,,605.1000366210938,,603.4268188476562,
3,,,3.9999998989515007e-05,0.0,,773.054443359375,,49,3.0,0.11047561466693878,,0.10745089501142502,,2.7231836318969727,,2.4430010318756104,,604.8803100585938,,603.2018432617188,
3,,,3.9999998989515007e-05,0.0,,769.3709716796875,,50,3.0,0.11231358349323273,,0.10914377123117447,,2.6904242038726807,,2.413442611694336,,604.3014526367188,,602.5928955078125,
3,,,3.9999998989515007e-05,0.0,,792.0672607421875,,51,3.0,0.1139691025018692,,0.11076600849628448,,2.6790664196014404,,2.403747797012329,,603.9107055664062,,602.1720581054688,
3,,,3.9999998989515007e-05,0.0,,782.2708740234375,,52,3.0,0.11578672379255295,,0.11240794509649277,,2.6601600646972656,,2.3834846019744873,,603.4263916015625,,601.641845703125,
3,,,3.9999998989515007e-05,0.0,,760.9160766601562,,53,3.0,0.1174224391579628,,0.11395642906427383,,2.668591260910034,,2.380390167236328,,603.1928100585938,,601.2926635742188,
3,,,3.9999998989515007e-05,0.0,,777.0787353515625,,54,3.0,0.11919202655553818,,0.11557095497846603,,2.6392574310302734,,2.3506383895874023,,602.623291015625,,600.6588745117188,
3,,,3.9999998989515007e-05,0.0,,783.7830200195312,,55,3.0,0.12100756168365479,,0.11736782640218735,,2.6432671546936035,,2.3490519523620605,,602.3198852539062,,600.2676391601562,
3,,,3.9999998989515007e-05,0.0,,764.118408203125,,56,3.0,0.12262765318155289,,0.11883845180273056,,2.6175410747528076,,2.3246045112609863,,601.7953491210938,,599.7003784179688,
3,,,3.9999998989515007e-05,0.0,,766.3339233398438,,57,3.0,0.12439952045679092,,0.1204884871840477,,2.6010684967041016,,2.300283908843994,,601.3156127929688,,599.0844116210938,
3,,,3.9999998989515007e-05,0.0,,794.21240234375,,58,3.0,0.12598182260990143,,0.12199302017688751,,2.590053081512451,,2.290370225906372,,600.916259765625,,598.6519775390625,
3,,,3.9999998989515007e-05,0.0,,773.8272705078125,,59,3.0,0.12786702811717987,,0.12370685487985611,,2.602182626724243,,2.2958269119262695,,600.6723022460938,,598.3486938476562,
3,,701.9049072265625,3.9999998989515007e-05,,0.0,,708.2362060546875,59,3.0,,0.12730777263641357,,0.12334836274385452,,2.4025485515594482,,2.1402900218963623,,598.7864379882812,,596.516357421875
3,777.1813354492188,,,,,,,59,,,,,,,,,,,,,
4,,,3.9999998989515007e-05,0.0,,732.12158203125,,60,4.0,0.12964175641536713,,0.12543590366840363,,2.5758345127105713,,2.254551410675049,,600.08837890625,,597.4912109375,
4,,,3.9999998989515007e-05,0.0,,721.4866943359375,,61,4.0,0.13128851354122162,,0.12687237560749054,,2.5571818351745605,,2.2329623699188232,,599.5930786132812,,596.913818359375,
4,,,3.9999998989515007e-05,0.0,,708.4312744140625,,62,4.0,0.1329723447561264,,0.12840093672275543,,2.5347650051116943,,2.214608669281006,,599.0454711914062,,596.3466186523438,
4,,,3.9999998989515007e-05,0.0,,770.3726806640625,,63,4.0,0.13474498689174652,,0.1301240473985672,,2.546783447265625,,2.21512770652771,,598.825927734375,,595.9733276367188,
4,,,3.9999998989515007e-05,0.0,,751.36376953125,,64,4.0,0.13643011450767517,,0.131687730550766,,2.521592378616333,,2.201712131500244,,598.2403564453125,,595.451904296875,
4,,,3.9999998989515007e-05,0.0,,722.169677734375,,65,4.0,0.13800765573978424,,0.1331944316625595,,2.503532886505127,,2.169306755065918,,597.7412719726562,,594.67724609375,
4,,,3.9999998989515007e-05,0.0,,705.7972412109375,,66,4.0,0.13979756832122803,,0.1347970813512802,,2.491368532180786,,2.1566548347473145,,597.2584838867188,,594.1392211914062,
4,,,3.9999998989515007e-05,0.0,,708.87158203125,,67,4.0,0.14140938222408295,,0.13638733327388763,,2.4881467819213867,,2.1546573638916016,,596.9063720703125,,593.751220703125,
4,,,3.9999998989515007e-05,0.0,,688.5527954101562,,68,4.0,0.1430426388978958,,0.13772478699684143,,2.4609484672546387,,2.1189451217651367,,596.2753295898438,,592.9239501953125,
4,,,3.9999998989515007e-05,0.0,,714.782958984375,,69,4.0,0.1448371261358261,,0.1395190805196762,,2.4757862091064453,,2.1357548236846924,,596.0914916992188,,592.7639770507812,
4,,,3.9999998989515007e-05,0.0,,691.8499145507812,,70,4.0,0.14640460908412933,,0.1408492773771286,,2.428933620452881,,2.0929923057556152,,595.2256469726562,,591.8050537109375,
4,,,3.9999998989515007e-05,0.0,,695.902099609375,,71,4.0,0.14810477197170258,,0.14246831834316254,,2.435227870941162,,2.088742256164551,,594.9609985351562,,591.3613891601562,
4,,,3.9999998989515007e-05,0.0,,718.3453369140625,,72,4.0,0.14987194538116455,,0.1441718339920044,,2.4128310680389404,,2.0708014965057373,,594.32861328125,,590.674072265625,
4,,,3.9999998989515007e-05,0.0,,692.4537353515625,,73,4.0,0.1514691859483719,,0.14555834233760834,,2.411587715148926,,2.0666072368621826,,593.989990234375,,590.2794189453125,
4,,,3.9999998989515007e-05,0.0,,698.6680908203125,,74,4.0,0.1533631533384323,,0.147372767329216,,2.3987815380096436,,2.048964262008667,,593.4418334960938,,589.5546264648438,
4,,802.132568359375,3.99999953515362e-05,,0.0,,809.7002563476562,74,4.0,,0.15496230125427246,,0.14865760505199432,,2.43656325340271,,2.11356782913208,,593.6050415039062,,590.3272705078125
4,714.7445068359375,,,,,,,74,,,,,,,,,,,,,
5,,,3.9999998989515007e-05,0.0,,730.8928833007812,,75,5.0,0.1549772471189499,,0.14897353947162628,,2.4346420764923096,,2.089017868041992,,593.57763671875,,589.8522338867188,
5,,,3.9999998989515007e-05,0.0,,720.5098266601562,,76,5.0,0.15674814581871033,,0.15053629875183105,,2.403744697570801,,2.0568201541900635,,592.8203125,,588.9412841796875,
5,,,3.9999998989515007e-05,0.0,,771.639892578125,,77,5.0,0.1582941859960556,,0.15201358497142792,,2.3931682109832764,,2.049921751022339,,592.3654174804688,,588.4719848632812,
5,,,3.9999998989515007e-05,0.0,,716.4962768554688,,78,5.0,0.1598024219274521,,0.15332214534282684,,2.3701815605163574,,2.018303871154785,,591.7435913085938,,587.5941162109375,
5,,,3.9999998989515007e-05,0.0,,723.200439453125,,79,5.0,0.16182200610637665,,0.155129536986351,,2.3909413814544678,,2.040144205093384,,591.617431640625,,587.5588989257812,
5,,,3.9999998989515007e-05,0.0,,742.9573974609375,,80,5.0,0.16359037160873413,,0.15685462951660156,,2.377535104751587,,2.023240089416504,,591.0701293945312,,586.8377685546875,
5,,,3.9999998989515007e-05,0.0,,737.3570556640625,,81,5.0,0.16507191956043243,,0.15819373726844788,,2.354402542114258,,2.007530689239502,,590.435546875,,586.2208251953125,
5,,,3.9999998989515007e-05,0.0,,721.0077514648438,,82,5.0,0.1669531911611557,,0.1599261611700058,,2.353384017944336,,1.9975775480270386,,590.0324096679688,,585.6109619140625,
5,,,3.9999998989515007e-05,0.0,,729.0310668945312,,83,5.0,0.16861388087272644,,0.1614672988653183,,2.3438477516174316,,1.9889850616455078,,589.5480346679688,,585.068603515625,
5,,,3.9999998989515007e-05,0.0,,720.8269653320312,,84,5.0,0.17063017189502716,,0.16326873004436493,,2.3373188972473145,,1.976802945137024,,589.0316772460938,,584.385986328125,
5,,,3.9999998989515007e-05,0.0,,723.4422607421875,,85,5.0,0.17253558337688446,,0.1649620085954666,,2.3050918579101562,,1.9406906366348267,,588.1353149414062,,583.2216796875,
5,,,3.9999998989515007e-05,0.0,,705.3754272460938,,86,5.0,0.17381981015205383,,0.1659320592880249,,2.314033269882202,,1.9488598108291626,,588.0064697265625,,583.1533813476562,
5,,,3.9999998989515007e-05,0.0,,719.4053344726562,,87,5.0,0.17575542628765106,,0.16776442527770996,,2.2856616973876953,,1.919722557067871,,587.1439208984375,,582.0687255859375,
5,,,3.9999998989515007e-05,0.0,,701.0729370117188,,88,5.0,0.17737458646297455,,0.16925130784511566,,2.2665820121765137,,1.903464436531067,,586.4842529296875,,581.3318481445312,
5,,,3.9999998989515007e-05,0.0,,696.7964477539062,,89,5.0,0.1790229082107544,,0.1706629991531372,,2.2629687786102295,,1.9003825187683105,,586.071044921875,,580.9041748046875,
5,,868.4351196289062,3.9999998989515007e-05,,0.0,,870.3056640625,89,5.0,,0.18244393169879913,,0.1751612275838852,,2.3900797367095947,,2.034074306488037,,587.41552734375,,582.6845092773438
5,724.0007934570312,,,,,,,89,,,,,,,,,,,,,
6,,,3.9999998989515007e-05,0.0,,720.95556640625,,90,6.0,0.18093501031398773,,0.17213599383831024,,2.2786178588867188,,1.9111294746398926,,585.9277954101562,,580.776123046875,
6,,,3.9999998989515007e-05,0.0,,753.2591552734375,,91,6.0,0.18273130059242249,,0.17363640666007996,,2.254365921020508,,1.8858451843261719,,585.1287231445312,,579.81103515625,
6,,,3.9999998989515007e-05,0.0,,724.119873046875,,92,6.0,0.18433372676372528,,0.17518547177314758,,2.2738118171691895,,1.9008982181549072,,585.1232299804688,,579.7697143554688,
6,,,3.9999998989515007e-05,0.0,,730.8643798828125,,93,6.0,0.18637755513191223,,0.17697231471538544,,2.2210769653320312,,1.849034070968628,,583.74755859375,,578.0606689453125,
6,,,3.9999998989515007e-05,0.0,,690.2205200195312,,94,6.0,0.1875324249267578,,0.17785830795764923,,2.2188165187835693,,1.8487308025360107,,583.4547729492188,,577.8226928710938,
6,,,3.9999998989515007e-05,0.0,,708.7282104492188,,95,6.0,0.1894194334745407,,0.1797337681055069,,2.2311272621154785,,1.8596205711364746,,583.2715454101562,,577.6087036132812,
6,,,3.9999998989515007e-05,0.0,,683.02099609375,,96,6.0,0.19138120114803314,,0.18137143552303314,,2.2014260292053223,,1.8216397762298584,,582.2882690429688,,576.2088012695312,
6,,,3.9999998989515007e-05,0.0,,715.6513671875,,97,6.0,0.19303439557552338,,0.1828351467847824,,2.189220666885376,,1.812801718711853,,581.6900634765625,,575.58837890625,
6,,,3.9999998989515007e-05,0.0,,716.145751953125,,98,6.0,0.19507166743278503,,0.18476633727550507,,2.1974711418151855,,1.820794939994812,,581.402587890625,,575.2918701171875,
6,,,3.9999998989515007e-05,0.0,,674.5385131835938,,99,6.0,0.19620166718959808,,0.18554292619228363,,2.1593008041381836,,1.7859816551208496,,580.3938598632812,,574.135009765625,
6,,,3.9999998989515007e-05,0.0,,678.1716918945312,,100,6.0,0.19813652336597443,,0.18718990683555603,,2.1540987491607666,,1.7758750915527344,,579.85546875,,573.407470703125,
6,,,3.9999998989515007e-05,0.0,,676.2505493164062,,101,6.0,0.20021510124206543,,0.18920598924160004,,2.142916440963745,,1.7513091564178467,,579.1572875976562,,572.148681640625,
6,,,3.9999998989515007e-05,0.0,,678.0350952148438,,102,6.0,0.20178423821926117,,0.1905352771282196,,2.1475396156311035,,1.7599890232086182,,578.9024658203125,,572.0422973632812,
6,,,3.9999998989515007e-05,0.0,,676.2731323242188,,103,6.0,0.20326004922389984,,0.19163821637630463,,2.1129660606384277,,1.7327574491500854,,577.8270874023438,,570.9246215820312,
6,,,3.9999998989515007e-05,0.0,,682.5889282226562,,104,6.0,0.20520225167274475,,0.19354133307933807,,2.135175943374634,,1.7417058944702148,,577.870849609375,,570.6740112304688,
6,,931.593994140625,3.9999998989515007e-05,,0.0,,932.4696044921875,104,6.0,,0.2083451747894287,,0.19847548007965088,,2.4153146743774414,,2.106388568878174,,582.6121826171875,,578.773681640625
6,700.5881958007812,,,,,,,104,,,,,,,,,,,,,
7,,,3.9999998989515007e-05,0.0,,669.802001953125,,105,7.0,0.20691847801208496,,0.19543485343456268,,2.110088586807251,,1.722277283668518,,576.9307861328125,,569.55029296875,
7,,,3.9999998989515007e-05,0.0,,650.978759765625,,106,7.0,0.20846211910247803,,0.19655826687812805,,2.083808660507202,,1.6972482204437256,,575.9812622070312,,568.4362182617188,
7,,,3.9999998989515007e-05,0.0,,666.3408813476562,,107,7.0,0.2101401388645172,,0.19812776148319244,,2.102729320526123,,1.7124930620193481,,576.0302734375,,568.4907836914062,
7,,,3.9999998989515007e-05,0.0,,697.0120849609375,,108,7.0,0.2119770497083664,,0.1998823881149292,,2.096397876739502,,1.7069909572601318,,575.4649047851562,,567.8229370117188,
7,,,3.9999998989515007e-05,0.0,,645.9424438476562,,109,7.0,0.21346881985664368,,0.20081296563148499,,2.068843364715576,,1.6769819259643555,,574.4732666015625,,566.5606079101562,
7,,,3.9999998989515007e-05,0.0,,656.050048828125,,110,7.0,0.2156214714050293,,0.20280049741268158,,2.062882900238037,,1.664832353591919,,573.8303833007812,,565.5767211914062,
7,,,3.9999998989515007e-05,0.0,,660.8729248046875,,111,7.0,0.2174787074327469,,0.2045278549194336,,2.045383930206299,,1.6500444412231445,,572.9672241210938,,564.5599975585938,
7,,,3.9999998989515007e-05,0.0,,662.6533813476562,,112,7.0,0.2188892811536789,,0.20568671822547913,,2.0313804149627686,,1.635547161102295,,572.2840576171875,,563.7015380859375,
7,,,3.9999998989515007e-05,0.0,,662.8153686523438,,113,7.0,0.22085843980312347,,0.20758023858070374,,2.049806594848633,,1.6509424448013306,,572.2879638671875,,563.7137451171875,
7,,,3.9999998989515007e-05,0.0,,695.294921875,,114,7.0,0.22264054417610168,,0.208909273147583,,2.0460317134857178,,1.6495208740234375,,571.7762451171875,,563.27978515625,
7,,,3.9999998989515007e-05,0.0,,658.042724609375,,115,7.0,0.2238292694091797,,0.2095876783132553,,2.002052068710327,,1.6095259189605713,,570.3499145507812,,561.5870971679688,
7,,,3.9999998989515007e-05,0.0,,649.1184692382812,,116,7.0,0.22632475197315216,,0.21224267780780792,,2.003693103790283,,1.6024341583251953,,569.7988891601562,,560.5292358398438,
7,,,3.9999998989515007e-05,0.0,,658.0033569335938,,117,7.0,0.2279106229543686,,0.21349039673805237,,1.9987072944641113,,1.6022133827209473,,569.2857666015625,,560.1519165039062,
7,,,3.9999998989515007e-05,0.0,,644.1826171875,,118,7.0,0.22963766753673553,,0.21501246094703674,,1.989142656326294,,1.5896377563476562,,568.6099243164062,,559.2001342773438,
7,,,3.9999998989515007e-05,0.0,,659.8895874023438,,119,7.0,0.23129408061504364,,0.21618877351284027,,1.985788106918335,,1.5876582860946655,,568.1193237304688,,558.77001953125,
7,,565.086669921875,3.9999998989515007e-05,,0.0,,567.0165405273438,119,7.0,,0.22963163256645203,,0.21422633528709412,,1.9698108434677124,,1.5604804754257202,,568.07080078125,,558.2432861328125
7,662.4666748046875,,,,,,,119,,,,,,,,,,,,,
8,,,3.9999998989515007e-05,0.0,,631.472412109375,,120,8.0,0.2332323044538498,,0.21763646602630615,,1.952400803565979,,1.5536746978759766,,566.6974487304688,,556.9229125976562,
8,,,3.9999998989515007e-05,0.0,,618.2056274414062,,121,8.0,0.23477430641651154,,0.21875710785388947,,1.9240355491638184,,1.5318551063537598,,565.4779663085938,,555.6366577148438,
8,,,3.9999998989515007e-05,0.0,,613.2646484375,,122,8.0,0.236490398645401,,0.2200450897216797,,1.9197566509246826,,1.5199966430664062,,564.9236450195312,,554.7123413085938,
8,,,3.9999998989515007e-05,0.0,,653.2327270507812,,123,8.0,0.2385629266500473,,0.22213402390480042,,1.9412113428115845,,1.53410005569458,,565.0633544921875,,554.6978759765625,
8,,,3.9999998989515007e-05,0.0,,615.773193359375,,124,8.0,0.24001236259937286,,0.22319678962230682,,1.9062974452972412,,1.502347469329834,,563.6326904296875,,552.924560546875,
8,,,3.9999998989515007e-05,0.0,,661.1644287109375,,125,8.0,0.24234767258167267,,0.22539332509040833,,1.903033971786499,,1.49920654296875,,562.9478149414062,,552.0894165039062,
8,,,3.9999998989515007e-05,0.0,,634.2843627929688,,126,8.0,0.2438776046037674,,0.22662492096424103,,1.8942877054214478,,1.5007014274597168,,562.28564453125,,551.774169921875,
8,,,3.9999998989515007e-05,0.0,,635.0408935546875,,127,8.0,0.24533236026763916,,0.22770273685455322,,1.8845486640930176,,1.4926550388336182,,561.6041870117188,,551.052734375,
8,,,3.9999998989515007e-05,0.0,,628.1580200195312,,128,8.0,0.24779272079467773,,0.23001070320606232,,1.8811891078948975,,1.4798656702041626,,560.8743896484375,,549.7023315429688,
8,,,3.9999998989515007e-05,0.0,,638.445556640625,,129,8.0,0.2491830438375473,,0.23068451881408691,,1.8625106811523438,,1.46124267578125,,559.8955078125,,548.5579223632812,
8,,,3.9999998989515007e-05,0.0,,611.3858642578125,,130,8.0,0.25094786286354065,,0.23249708116054535,,1.8662519454956055,,1.460242748260498,,559.5750122070312,,547.926025390625,
8,,,3.9999998989515007e-05,0.0,,618.5685424804688,,131,8.0,0.2526647448539734,,0.23367252945899963,,1.8501631021499634,,1.4466454982757568,,558.5831909179688,,546.8455200195312,
