velo_g_4.0_training,step,velo_g_7.0_training,velo_f_7.0_training,sinkhorn_7.0_training,total_epochs,velo_f_4.0_training,sinkhorn_4.0_training,velo_ratio_7.0_training,epoch,velo_ratio_4.0_training,opt_param_group_lr,velo_f_4.0_validation,velo_f_7.0_validation,sinkhorn_7.0_validation,epoch_validation_loss,velo_g_4.0_validation,velo_ratio_7.0_validation,velo_g_7.0_validation,velo_ratio_4.0_validation,sinkhorn_4.0_validation,epoch_train_loss
1.3511255979537964,0,1.362953543663025,0.010101529769599438,125.7562484741211,0.0,0.01026265136897564,0.0,621.2997436523438,0,621.2080078125,9.999999747378752e-05,,,,,,,,,,
0.9686442017555237,1,0.9679861068725586,0.019672634080052376,34.977928161621094,0.0,0.020030444487929344,0.0,614.879638671875,0,614.703369140625,9.999999747378752e-05,,,,,,,,,,
,1,,,,0.0,,,,0,,9.999999747378752e-05,0.025734977796673775,0.024783974513411522,148.2801971435547,148.2801971435547,1.2742449045181274,615.3421020507812,1.2781106233596802,614.9426879882812,0.0,
,1,,,,,,,,0,,,,,,,,,,,,80.3670883178711
1.2639058828353882,2,1.2680050134658813,0.024493858218193054,124.45138549804688,1.0,0.025538010522723198,0.0,615.3788452148438,1,614.93798828125,9.999999747378752e-05,,,,,,,,,,
,2,,,,1.0,,,,1,,9.999999747378752e-05,0.03493764251470566,0.0332704521715641,133.70791625976562,133.70791625976562,1.2473771572113037,611.81787109375,1.25525963306427,611.073974609375,0.0,
,2,,,,,,,,1,,,,,,,,,,,,124.45138549804688
1.2085705995559692,3,1.205345869064331,0.032680731266736984,121.09758758544922,2.0,0.03454124927520752,0.0,611.5169067382812,2,610.7915649414062,9.999999747378752e-05,,,,,,,,,,
1.2717825174331665,4,1.2062288522720337,0.03961864486336708,284.35931396484375,2.0,0.04210997745394707,0.0,608.6853637695312,2,608.5540771484375,9.999999747378752e-05,,,,,,,,,,
,4,,,,2.0,,,,2,,9.999999747378752e-05,0.04832548648118973,0.04457050561904907,145.88296508789062,145.88296508789062,1.1238116025924683,605.4136962890625,1.1288095712661743,603.6842041015625,0.0,
,4,,,,,,,,2,,,,,,,,,,,,202.72845458984375
1.1622436046600342,5,1.1503101587295532,0.04444366320967674,118.95695495605469,3.0,0.04810177907347679,0.0,605.8311767578125,3,604.4777221679688,9.999999747378752e-05,,,,,,,,,,
,5,,,,3.0,,,,3,,9.999999747378752e-05,0.056399811059236526,0.051448848098516464,140.35415649414062,140.35415649414062,1.1214967966079712,601.9737548828125,1.1067919731140137,600.1079711914062,0.0,
,5,,,,,,,,3,,,,,,,,,,,,118.95695495605469
1.143571138381958,6,1.1332193613052368,0.05105191096663475,121.70160675048828,4.0,0.056184716522693634,0.0,602.6777954101562,4,600.6759033203125,9.999999747378752e-05,,,,,,,,,,
,6,,,,4.0,,,,4,,9.999999747378752e-05,0.06393582373857498,0.05734151229262352,161.2371826171875,161.2371826171875,1.1779263019561768,600.5140991210938,1.1593271493911743,598.1554565429688,0.0,
,6,,,,,,,,4,,,,,,,,,,,,121.70160675048828
1.1240952014923096,7,1.1034376621246338,0.05747053772211075,120.20917510986328,5.0,0.06415586173534393,0.0,599.2296142578125,5,596.7890625,9.999999747378752e-05,,,,,,,,,,
0.9537694454193115,8,0.932987630367279,0.062429677695035934,176.22845458984375,5.0,0.07464930415153503,0.0,591.990966796875,5,586.4788208007812,9.999999747378752e-05,,,,,,,,,,
,8,,,,5.0,,,,5,,9.999999747378752e-05,0.07844410091638565,0.06739569455385208,135.22117614746094,135.22117614746094,1.1118879318237305,594.3931884765625,1.0873441696166992,590.2224731445312,0.0,
,8,,,,,,,,5,,,,,,,,,,,,148.21881103515625
1.076524257659912,9,1.0572415590286255,0.06762628257274628,119.96678161621094,6.0,0.078843854367733,0.0,593.4266967773438,6,588.916748046875,9.999999747378752e-05,,,,,,,,,,
0.872351348400116,10,0.8687146902084351,0.06725112348794937,140.7763671875,6.0,0.08196678757667542,0.0,586.8920288085938,6,578.9024658203125,9.999999747378752e-05,,,,,,,,,,
,10,,,,6.0,,,,6,,9.999999747378752e-05,0.09319062530994415,0.07704287022352219,127.982421875,108.43631744384766,1.04352605342865,587.5718994140625,1.0136665105819702,581.1331176757812,0.0,
,10,,,,,,,,6,,,,,,,,,,,,130.37158203125
1.0493736267089844,11,1.0228490829467773,0.07665952295064926,121.99703979492188,7.0,0.0924418717622757,0.0,588.088134765625,7,581.7298583984375,9.999999747378752e-05,,,,,,,,,,
,11,,,,7.0,,,,7,,9.999999747378752e-05,0.10058674961328506,0.08052828907966614,139.95587158203125,139.95587158203125,1.013492226600647,584.935302734375,0.9886053204536438,576.3612060546875,0.0,
,11,,,,,,,,7,,,,,,,,,,,,121.99703979492188
1.0456238985061646,12,1.0167235136032104,0.08160507678985596,121.0355453491211,8.0,0.10032110661268234,0.0,585.5127563476562,8,577.9486694335938,9.999999747378752e-05,,,,,,,,,,
