gene,pooled_mean_lfc_re,combined_pval,x,y,significant,insignificant,pos,neg,sig.pos,sig.neg,insig.pos,insig.neg,group
Crb3,0.1072086064683091,0.005036968139980222,0.1072086064683091,2.297830796149345,True,False,True,False,True,False,False,False,sig.pos
Creb3l1,0.06079420883239435,0.3626213880586602,0.06079420883239435,0.44054658401900765,False,True,True,False,False,False,True,False,insig.pos
Creb3l2,0.05588188113742243,0.06970291564041098,0.05588188113742243,1.1567490551866666,False,True,True,False,False,False,True,False,insig.pos
Crebrf,0.16025725127121582,0.0007999213483759266,0.16025725127121582,3.096952712564994,True,False,True,False,True,False,False,False,sig.pos
Crip1,-0.027205921152244024,0.20711192325147296,-0.027205921152244024,0.6837948984350558,False,True,False,True,False,False,False,True,insig.neg
Crisp1,0.04280739016176684,0.07237748075145786,0.04280739016176684,1.1403965374861962,False,True,True,False,False,False,True,False,insig.pos
Crispld1,0.10655522135697579,0.029272595138359322,0.10655522135697579,1.5335387738317117,True,False,True,False,True,False,False,False,sig.pos
Crispld2,0.158411805081961,0.0006999161394077476,0.158411805081961,3.15495399194892,True,False,True,False,True,False,False,False,sig.pos
Crtac1,0.13234562159846452,0.010043615538000714,0.13234562159846452,1.9981099201049224,True,False,True,False,True,False,False,False,sig.pos
Cryaa,0.16316142766454764,0.000847052038837147,0.16316142766454764,3.0720899078681363,True,False,True,False,True,False,False,False,sig.pos
Crybb1,0.11269699334432597,0.0687891292667795,0.11269699334432597,1.1624801878178241,False,True,True,False,False,False,True,False,insig.pos
Csf1,0.10237237212964494,0.0012430483500336326,0.10237237212964494,2.905511978563162,True,False,True,False,True,False,False,False,sig.pos
Csf1r,-0.28297434939103683,1.164197525339337e-08,-0.28297434939103683,7.933973328202326,True,False,False,True,False,True,False,False,sig.neg
Csf2,0.17553883733231895,0.00027486456533679055,0.17553883733231895,3.5608812444075784,True,False,True,False,True,False,False,False,sig.pos
Csf2rb,-0.29408108537647143,1.2519350044810602e-08,-0.29408108537647143,7.902418217393906,True,False,False,True,False,True,False,False,sig.neg
Csf2rb2,-0.28610932069325956,4.749078797336447e-08,-0.28610932069325956,7.323390624487364,True,False,False,True,False,True,False,False,sig.neg
Csf3r,0.13681604685126603,0.008598468994891518,0.13681604685126603,2.0655788704148117,True,False,True,False,True,False,False,False,sig.pos
Csn1s2a,0.1099656613978402,0.01799209827658082,0.1099656613978402,1.7449181853592082,True,False,True,False,True,False,False,False,sig.pos
Csn2,0.1366962079523088,0.011642701545114115,0.1366962079523088,1.9339462353215096,True,False,True,False,True,False,False,False,sig.pos
Csprs,0.1078667444747009,0.08638316326619934,0.1078667444747009,1.0635708965619464,False,True,True,False,False,False,True,False,insig.pos
Csrp3,0.013935979203415334,0.32761241906667216,0.013935979203415334,0.4846396434503971,False,True,True,False,False,False,True,False,insig.pos
Cst3,-0.07543704457004118,0.043416000012916144,-0.07543704457004118,1.3623501912993787,True,False,False,True,False,True,False,False,sig.neg
Cstb,0.014140733326086952,0.003454606325428808,0.014140733326086952,2.461601436114723,True,False,True,False,True,False,False,False,sig.pos
Ctla2a,-0.12164278424449876,7.461103011293434e-08,-0.12164278424449876,7.127196963907,True,False,False,True,False,True,False,False,sig.neg
Ctla2b,-0.016328561125067906,0.0008364675793458916,-0.016328561125067906,3.077550887198946,True,False,False,True,False,True,False,False,sig.neg
Ctnnd2,0.04924776811874495,0.16484585765282372,0.04924776811874495,0.7829219616001352,False,True,True,False,False,False,True,False,insig.pos
Ctr9,0.06065878546390908,0.021366711294303647,0.06065878546390908,1.6702623181096012,True,False,True,False,True,False,False,False,sig.pos
Ctsa,0.05233387981325216,0.029955016339620305,0.05233387981325216,1.5235304391781064,True,False,True,False,True,False,False,False,sig.pos
Ctsb,-0.017819528602119855,0.00027597630351117067,-0.017819528602119855,3.559128206688955,True,False,False,True,False,True,False,False,sig.neg
Ctsc,-0.9819789518289286,8.549613354126374e-29,-0.9819789518289286,28.06805352526788,True,False,False,True,False,True,False,False,sig.neg
Ctsd,0.13132467412787419,7.78435287228352e-06,0.13132467412787419,5.108777485302397,True,False,True,False,True,False,False,False,sig.pos
Ctse,0.08783733687053355,0.17116915545564265,0.08783733687053355,0.7665744921254444,False,True,True,False,False,False,True,False,insig.pos
Ctsf,0.10661865516184302,0.03163943425769283,0.10661865516184302,1.4997712906913911,True,False,True,False,True,False,False,False,sig.pos
Ctsg,0.6907222620250941,7.91292678223059e-30,0.6907222620250941,29.101662852750987,True,False,True,False,True,False,False,False,sig.pos
Ctsh,-0.1509571534879642,0.0011586917145991866,-0.1509571534879642,2.9360320985126855,True,False,False,True,False,True,False,False,sig.neg
Ctsk,0.12169695241412805,0.014806486800758108,0.12169695241412805,1.8295479761879385,True,False,True,False,True,False,False,False,sig.pos
Ctsl,-0.07896041312406973,0.003491148095253977,-0.07896041312406973,2.4570317279296168,True,False,False,True,False,True,False,False,sig.neg
Ctss,-0.17215186586254522,2.459238620119737e-06,-0.17215186586254522,5.609199329588478,True,False,False,True,False,True,False,False,sig.neg
Ctsw,0.12485688208312327,0.009008787098500719,0.12485688208312327,2.0453336764889354,True,False,True,False,True,False,False,False,sig.pos
Ctxn1,0.09253443715639305,0.01873505172405354,0.09253443715639305,1.7273451035608411,True,False,True,False,True,False,False,False,sig.pos
Cx3cl1,0.10399003597546233,0.09333263367458101,0.10399003597546233,1.0299664790103817,False,True,True,False,False,False,True,False,insig.pos
Cxcl1,0.11529292326596531,0.010136494629842974,0.11529292326596531,1.9941122053690759,True,False,True,False,True,False,False,False,sig.pos
Cxcl10,0.11148334289950128,0.14864211679492778,0.11148334289950128,0.8278581185696846,False,True,True,False,False,False,True,False,insig.pos
Cxcl11,0.134451861527759,0.00394212289802247,0.134451861527759,2.4042698404571325,True,False,True,False,True,False,False,False,sig.pos
Cxcl16,0.020105847799893335,0.2891858828222802,0.020105847799893335,0.5388229117994641,False,True,True,False,False,False,True,False,insig.pos
Cxcl2,0.11420426732338257,0.04013261060218579,0.11420426732338257,1.3965025887523959,True,False,True,False,True,False,False,False,sig.pos
Cxcl3,0.05892477956313841,0.4631950875136128,0.05892477956313841,0.33423605523278715,False,True,True,False,False,False,True,False,insig.pos
Cxcl9,0.09983596077792811,0.0734071184011514,0.09983596077792811,1.134261823838122,False,True,True,False,False,False,True,False,insig.pos
Cxcr2,0.01904705013925668,0.06215652698626447,0.01904705013925668,1.2065132598577015,False,True,True,False,False,False,True,False,insig.pos
Cxcr5,0.08556251381621173,0.011669931670980335,0.08556251381621173,1.9329316867997943,True,False,True,False,True,False,False,False,sig.pos
Cxcr6,0.0814684821997191,0.07200329280232994,0.0814684821997191,1.1426476422745304,False,True,True,False,False,False,True,False,insig.pos
Cxxc5,0.05753667834998061,0.17139879830371582,0.05753667834998061,0.7659922272896856,False,True,True,False,False,False,True,False,insig.pos
Cyba,0.35903700891049734,1.2771802002669882e-11,0.35903700891049734,10.893747822814587,True,False,True,False,True,False,False,False,sig.pos
Cybb,0.2821741171997773,1.3161799058165172e-10,0.2821741171997773,9.880684743880668,True,False,True,False,True,False,False,False,sig.pos
Cyfip2,0.3077581694911155,7.365195900171914e-10,0.3077581694911155,9.132815697262329,True,False,True,False,True,False,False,False,sig.pos
Cyp11a1,-0.12603738797274414,0.0001739058966709973,-0.12603738797274414,3.7596856920153505,True,False,False,True,False,True,False,False,sig.neg
Cyp1a2,0.11371973815380612,0.029680125947709312,0.11371973815380612,1.5275342604590785,True,False,True,False,True,False,False,False,sig.pos
Cyp26b1,0.12652581268824958,0.014658969298972669,0.12652581268824958,1.8338965647225232,True,False,True,False,True,False,False,False,sig.pos
Cyp2a5,0.15652574526168542,0.0031324648602525135,0.15652574526168542,2.5041137921882504,True,False,True,False,True,False,False,False,sig.pos
Cyp2b19,0.12047662792321506,0.03922992764821989,0.12047662792321506,1.4063824928393103,True,False,True,False,True,False,False,False,sig.pos
Cyp2j6,0.11338664618183637,0.016188399553156502,0.11338664618183637,1.7907960851311213,True,False,True,False,True,False,False,False,sig.pos
Cyp2j9,0.0945534866992139,0.013077505043726245,0.0945534866992139,1.8834751038019943,True,False,True,False,True,False,False,False,sig.pos
Cyp4a12a,0.09557797132670418,0.11109602488948718,0.09557797132670418,0.9543014802080593,False,True,True,False,False,False,True,False,insig.pos
Cyp4a12b,0.09967853137162103,0.13618507424465734,0.09967853137162103,0.8658704880795524,False,True,True,False,False,False,True,False,insig.pos
Cyp4a14,0.10174664958716487,0.08125782560997227,0.10174664958716487,1.0901348032036153,False,True,True,False,False,False,True,False,insig.pos
Cyp4f18,0.05191797893450298,0.06749164750874619,0.05191797893450298,1.1707499703587687,False,True,True,False,False,False,True,False,insig.pos
Cyp7a1,0.10074648053114307,0.056925836604549855,0.10074648053114307,1.2446905781028998,False,True,True,False,False,False,True,False,insig.pos
Cysltr2,0.10626630332829187,0.09246021916255188,0.10626630332829187,1.0340450814692748,False,True,True,False,False,False,True,False,insig.pos
D13Ertd608e,0.0788230159770191,0.1888179684510629,0.0788230159770191,0.7239566793820869,False,True,True,False,False,False,True,False,insig.pos
D630024D03Rik,0.11644918017438874,0.027190086846686688,0.11644918017438874,1.5655894052489632,True,False,True,False,True,False,False,False,sig.pos
D630039A03Rik,0.135091642430624,0.002069939228335243,0.135091642430624,2.6840424048745275,True,False,True,False,True,False,False,False,sig.pos
D930028M14Rik,0.08992352629843409,0.18144970487443637,0.08992352629843409,0.7412437338371254,False,True,True,False,False,False,True,False,insig.pos
D930048N14Rik,0.15470458841171297,0.002677081243779835,0.15470458841171297,2.572338448689843,True,False,True,False,True,False,False,False,sig.pos
Dab2,-0.26766874575942784,6.92193254284259e-07,-0.26766874575942784,6.1597726374045,True,False,False,True,False,True,False,False,sig.neg
Dach1,0.4245486673182729,2.8893127325373956e-14,0.4245486673182729,13.53920544857992,True,False,True,False,True,False,False,False,sig.pos
Dact1,0.14265462035721224,0.013608314403050908,0.14265462035721224,1.8661956654498115,True,False,True,False,True,False,False,False,sig.pos
Dapk2,0.1415786152362496,0.0014309486726985158,0.1415786152362496,2.8443759438527927,True,False,True,False,True,False,False,False,sig.pos
Daxx,0.01280779317253273,0.5096322933582778,0.01280779317253273,0.2927430602980117,False,True,True,False,False,False,True,False,insig.pos
Dbndd1,0.13977459401905784,0.009058487549107099,0.13977459401905784,2.0429443082734418,True,False,True,False,True,False,False,False,sig.pos
Dbp,0.09360780151445736,0.13788446145587593,0.09360780151445736,0.8604846727958487,False,True,True,False,False,False,True,False,insig.pos
Dcaf12l1,0.11898611318046806,0.020750535897173166,0.11898611318046806,1.6829706828468356,True,False,True,False,True,False,False,False,sig.pos
Dcstamp,0.09469035780136091,0.12015544312258544,0.09469035780136091,0.9202565505816056,False,True,True,False,False,False,True,False,insig.pos
Ddc,-0.04806732920285915,0.2306547414009566,-0.04806732920285915,0.6370376134896731,False,True,False,True,False,False,False,True,insig.neg
Ddhd1,0.05509635406260935,0.02993447033494244,0.05509635406260935,1.523828421922734,True,False,True,False,True,False,False,False,sig.pos
Ddit4l,0.13151704913133017,0.010279619938897954,0.13151704913133017,1.9880229419059825,True,False,True,False,True,False,False,False,sig.pos
Ddn,0.11531693121707517,0.006187967578606272,0.11531693121707517,2.208451970420194,True,False,True,False,True,False,False,False,sig.pos
Ddt,-0.010187928577484023,0.22251027256763606,-0.010187928577484023,0.6526499342720136,False,True,False,True,False,False,False,True,insig.neg
Ddx58,0.00841439828826765,0.06374292735763755,0.00841439828826765,1.1955679956775447,False,True,True,False,False,False,True,False,insig.pos
Dennd2a,0.10332517806489613,0.04687253287008813,0.10332517806489613,1.3290815776984535,True,False,True,False,True,False,False,False,sig.pos
Dennd5b,0.06602639793804538,0.4175282147995725,0.06602639793804538,0.3793141713953924,False,True,True,False,False,False,True,False,insig.pos
Dgat2l6,0.10804183796717626,0.04077305164141997,0.10804183796717626,1.3896267827486763,True,False,True,False,True,False,False,False,sig.pos
Dgkb,0.15000591875609393,0.0014402688618699987,0.15000591875609393,2.8415564285107955,True,False,True,False,True,False,False,False,sig.pos
Dhrs2,0.10375195970400036,0.03492613588322698,0.10375195970400036,1.4568494606670177,True,False,True,False,True,False,False,False,sig.pos
Dhrs3,0.1714195429825326,0.0004067274054666146,0.1714195429825326,3.3906965636614728,True,False,True,False,True,False,False,False,sig.pos
