epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_0.0_training,sinkhorn_0.0_validation,sinkhorn_1.0_training,sinkhorn_1.0_validation,sinkhorn_10.0_training,sinkhorn_10.0_validation,sinkhorn_2.0_training,sinkhorn_2.0_validation,sinkhorn_3.0_training,sinkhorn_3.0_validation,sinkhorn_4.0_training,sinkhorn_4.0_validation,sinkhorn_5.0_training,sinkhorn_5.0_validation,sinkhorn_6.0_training,sinkhorn_6.0_validation,sinkhorn_7.0_training,sinkhorn_7.0_validation,sinkhorn_8.0_training,sinkhorn_8.0_validation,sinkhorn_9.0_training,sinkhorn_9.0_validation,step,total_epochs,velo_f_0.0_training,velo_f_0.0_validation,velo_f_1.0_training,velo_f_1.0_validation,velo_f_10.0_training,velo_f_10.0_validation,velo_f_2.0_training,velo_f_2.0_validation,velo_f_3.0_training,velo_f_3.0_validation,velo_f_4.0_training,velo_f_4.0_validation,velo_f_5.0_training,velo_f_5.0_validation,velo_f_6.0_training,velo_f_6.0_validation,velo_f_7.0_training,velo_f_7.0_validation,velo_f_8.0_training,velo_f_8.0_validation,velo_f_9.0_training,velo_f_9.0_validation,velo_g_0.0_training,velo_g_0.0_validation,velo_g_1.0_training,velo_g_1.0_validation,velo_g_10.0_training,velo_g_10.0_validation,velo_g_2.0_training,velo_g_2.0_validation,velo_g_3.0_training,velo_g_3.0_validation,velo_g_4.0_training,velo_g_4.0_validation,velo_g_5.0_training,velo_g_5.0_validation,velo_g_6.0_training,velo_g_6.0_validation,velo_g_7.0_training,velo_g_7.0_validation,velo_g_8.0_training,velo_g_8.0_validation,velo_g_9.0_training,velo_g_9.0_validation,velo_ratio_0.0_training,velo_ratio_0.0_validation,velo_ratio_1.0_training,velo_ratio_1.0_validation,velo_ratio_10.0_training,velo_ratio_10.0_validation,velo_ratio_2.0_training,velo_ratio_2.0_validation,velo_ratio_3.0_training,velo_ratio_3.0_validation,velo_ratio_4.0_training,velo_ratio_4.0_validation,velo_ratio_5.0_training,velo_ratio_5.0_validation,velo_ratio_6.0_training,velo_ratio_6.0_validation,velo_ratio_7.0_training,velo_ratio_7.0_validation,velo_ratio_8.0_training,velo_ratio_8.0_validation,velo_ratio_9.0_training,velo_ratio_9.0_validation
2,,,9.999999747378752e-05,0.0,,99.83277893066406,,149.38723754882812,,111.461181640625,,125.33934020996094,,118.87826538085938,,120.36095428466797,,125.58882904052734,,142.19290161132812,,154.9958038330078,,131.42254638671875,,6,2.0,0.058263447135686874,,0.06028594449162483,,0.060857415199279785,,0.060947220772504807,,0.06202913075685501,,0.062328554689884186,,0.06227025017142296,,0.061951495707035065,,0.061310987919569016,,0.06077791005373001,,0.06077698618173599,,1.1985459327697754,,1.172742247581482,,0.9892809391021729,,1.1472337245941162,,1.124008297920227,,1.1013448238372803,,1.0797879695892334,,1.0577659606933594,,1.0382275581359863,,1.0211726427078247,,1.0049307346343994,,600.9303588867188,,599.561279296875,,594.6200561523438,,598.7195434570312,,597.7117309570312,,597.023681640625,,596.4981079101562,,596.0588989257812,,595.822021484375,,595.5953369140625,,595.12646484375,
2,,,9.999999747378752e-05,0.0,,89.7549819946289,,166.1273193359375,,94.37347412109375,,116.10818481445312,,117.61015319824219,,131.6365966796875,,135.9950714111328,,139.16073608398438,,172.88470458984375,,149.67233276367188,,7,2.0,0.0639122873544693,,0.06698304414749146,,0.06867339462041855,,0.06852203607559204,,0.06966599076986313,,0.07008308172225952,,0.06999055296182632,,0.0695217177271843,,0.0688735619187355,,0.06898833066225052,,0.06901106983423233,,1.1208109855651855,,1.0952595472335815,,0.9129738807678223,,1.0694224834442139,,1.0443106889724731,,1.0191168785095215,,0.9972918033599854,,0.9753236770629883,,0.9566331505775452,,0.9389379024505615,,0.9238090515136719,,596.8135375976562,,594.79541015625,,587.9561157226562,,593.3736572265625,,592.0900268554688,,591.0886840820312,,590.4022216796875,,589.8677368164062,,589.5204467773438,,588.8024291992188,,588.2066650390625,
2,,,9.999999747378752e-05,0.0,,93.83433532714844,,167.0830078125,,96.76166534423828,,109.19573211669922,,115.80367279052734,,122.57329559326172,,133.20285034179688,,128.7877960205078,,155.44598388671875,,134.34751892089844,,8,2.0,0.07030554860830307,,0.07459443062543869,,0.07795029878616333,,0.07720502465963364,,0.0784245952963829,,0.07895500212907791,,0.07889173924922943,,0.07816630601882935,,0.07796428352594376,,0.07781065255403519,,0.07752431929111481,,1.1169651746749878,,1.0832033157348633,,0.8756511211395264,,1.0520762205123901,,1.021894931793213,,0.9938623905181885,,0.9657056927680969,,0.9389837980270386,,0.9169726967811584,,0.8992177248001099,,0.8851104974746704,,593.9244995117188,,591.0419311523438,,581.2825927734375,,588.8467407226562,,587.216796875,,585.9098510742188,,584.8206787109375,,584.0701293945312,,583.2110595703125,,582.4830322265625,,581.9735717773438,
2,,1324.326416015625,9.999999747378752e-05,,,,0.0,,168.70411682128906,,115.83267211914062,,158.0896453857422,,112.41332244873047,,190.89813232421875,,122.48350524902344,,179.66976928710938,,138.74252319335938,,137.49267578125,8,2.0,,,,0.0827130600810051,,0.08563800156116486,,0.0844792053103447,,0.08549203723669052,,0.0860658511519432,,0.08506368100643158,,0.0849461778998375,,0.08532971143722534,,0.08561980724334717,,0.08562742918729782,,,,1.0968784093856812,,0.9403708577156067,,1.0688502788543701,,1.044243574142456,,1.022046446800232,,1.0035171508789062,,0.9833205342292786,,0.9696927666664124,,0.9558079242706299,,0.9465808272361755,,,,587.8648071289062,,580.2952270507812,,586.10595703125,,584.7353515625,,583.6043701171875,,583.3357543945312,,582.552734375,,581.7760009765625,,581.0132446289062,,580.58837890625
2,1283.2730712890625,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,9.999999747378752e-05,0.0,,90.35551452636719,,178.21725463867188,,100.78933715820312,,99.52851867675781,,114.20654296875,,119.85459899902344,,123.05571746826172,,140.5325164794922,,144.87026977539062,,150.96133422851562,,9,3.0,0.0764986053109169,,0.08095934242010117,,0.08697781711816788,,0.08432445675134659,,0.0858081802725792,,0.0867965966463089,,0.08703916519880295,,0.08666688203811646,,0.0863914042711258,,0.08629249781370163,,0.08679800480604172,,1.0823969841003418,,1.0470353364944458,,0.8363641500473022,,1.0101110935211182,,0.9779772162437439,,0.9444207549095154,,0.9135599136352539,,0.8867671489715576,,0.8648338317871094,,0.8490476608276367,,0.8394255638122559,,590.1619262695312,,586.9366455078125,,574.0839233398438,,583.9567260742188,,581.899658203125,,579.892333984375,,578.2703857421875,,577.0884399414062,,576.0510864257812,,575.2156982421875,,574.368408203125,
3,,,9.999999747378752e-05,0.0,,110.42311096191406,,162.89437866210938,,108.40103149414062,,114.24630737304688,,120.69313049316406,,132.38665771484375,,142.739013671875,,150.6514892578125,,156.94825744628906,,135.30030822753906,,10,3.0,0.08229010552167892,,0.08736234903335571,,0.09556376188993454,,0.09154313057661057,,0.0940314456820488,,0.09560605138540268,,0.09574763476848602,,0.09567160159349442,,0.09574748575687408,,0.09600760042667389,,0.09617401659488678,,1.1001873016357422,,1.0580435991287231,,0.8262423276901245,,1.015089988708496,,0.9768244028091431,,0.9380016922950745,,0.9009588956832886,,0.8724268674850464,,0.8497224450111389,,0.8356145620346069,,0.8290571570396423,,588.1612548828125,,584.39697265625,,568.5073852539062,,580.72216796875,,577.79541015625,,575.0762939453125,,572.992919921875,,571.3717651367188,,569.9292602539062,,568.872802734375,,568.3436889648438,
3,,,9.999999747378752e-05,0.0,,89.79957580566406,,180.93353271484375,,100.72887420654297,,97.6805191040039,,118.55796813964844,,119.03175354003906,,160.5662384033203,,152.52870178222656,,154.799560546875,,148.08607482910156,,11,3.0,0.08723102509975433,,0.09340406209230423,,0.10330887138843536,,0.0978730246424675,,0.10109306871891022,,0.10281135886907578,,0.10279305279254913,,0.10332591831684113,,0.10381114482879639,,0.10451451689004898,,0.10401809215545654,,1.0205992460250854,,0.9798952341079712,,0.7858104705810547,,0.9393731951713562,,0.9013106822967529,,0.8644474744796753,,0.83148592710495,,0.8073985576629639,,0.7911377549171448,,0.7846072316169739,,0.7838248610496521,,582.9953002929688,,578.2483520507812,,560.9945068359375,,573.99072265625,,570.1768188476562,,566.9480590820312,,564.7154541015625,,562.6508178710938,,561.1130981445312,,560.1713256835938,,560.4082641601562,
3,,1307.957763671875,9.999999747378752e-05,,,,0.0,,183.27731323242188,,120.74646759033203,,134.0298309326172,,107.77247619628906,,132.3995361328125,,171.16021728515625,,164.56674194335938,,142.93618774414062,,151.0690155029297,11,3.0,,,,0.0976780578494072,,0.11221998929977417,,0.10116764158010483,,0.10615341365337372,,0.10698435455560684,,0.10850083082914352,,0.1110781878232956,,0.1117934063076973,,0.11144839972257614,,0.11257155984640121,,,,0.9366724491119385,,0.8216566443443298,,0.9077098369598389,,0.8812767863273621,,0.8603630661964417,,0.838688313961029,,0.8239744305610657,,0.8156020641326904,,0.8138813972473145,,0.8154051303863525,,,,573.946533203125,,558.5765380859375,,570.5153198242188,,566.223876953125,,564.372314453125,,561.98876953125,,559.4133911132812,,558.344482421875,,558.4078369140625,,557.8779296875
3,1306.58935546875,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,9.999999747378752e-05,0.0,,82.97000122070312,,204.20587158203125,,88.78661346435547,,97.05340576171875,,109.83686065673828,,115.97163391113281,,124.87818908691406,,151.83731079101562,,162.18121337890625,,156.30776977539062,,12,4.0,0.09231574088335037,,0.10056181252002716,,0.11242469400167465,,0.10654151439666748,,0.11042638123035431,,0.11121170967817307,,0.1114996001124382,,0.11199408024549484,,0.11299323290586472,,0.11275527626276016,,0.11241419613361359,,0.9908517599105835,,0.9466115236282349,,0.7678622007369995,,0.9046255946159363,,0.8633505702018738,,0.82398921251297,,0.791866660118103,,0.7695754766464233,,0.7591174244880676,,0.7576674222946167,,0.7598315477371216,,579.2839965820312,,573.0119018554688,,553.9373168945312,,567.5,,562.6837158203125,,559.3379516601562,,556.5796508789062,,554.354248046875,,552.7915649414062,,552.8052368164062,,553.2157592773438,
4,,,9.999999747378752e-05,0.0,,77.53457641601562,,211.83392333984375,,95.28620910644531,,94.17977905273438,,114.72299194335938,,119.21974182128906,,118.58763122558594,,149.04266357421875,,166.51583862304688,,166.1239013671875,,13,4.0,0.0956827700138092,,0.10464682430028915,,0.12152373790740967,,0.11265747994184494,,0.11724915355443954,,0.11859609931707382,,0.11937039345502853,,0.12040822952985764,,0.12109841406345367,,0.12132253497838974,,0.12111230194568634,,1.0087177753448486,,0.9602906107902527,,0.7641268372535706,,0.9129618406295776,,0.8650484085083008,,0.8203108310699463,,0.7876365780830383,,0.7662663459777832,,0.7568482160568237,,0.7532061338424683,,0.7551711797714233,,578.4718627929688,,571.700439453125,,548.0111694335938,,564.8237915039062,,559.06689453125,,554.8028564453125,,551.5193481445312,,548.9010620117188,,547.5582885742188,,547.0570678710938,,547.3834228515625,
4,,,9.999999747378752e-05,0.0,,75.97491455078125,,210.52049255371094,,91.71699523925781,,99.32072448730469,,115.80316162109375,,120.05560302734375,,132.66580200195312,,153.59915161132812,,157.07199096679688,,187.14761352539062,,14,4.0,0.10097755491733551,,0.11181385815143585,,0.12983959913253784,,0.12072630971670151,,0.12566767632961273,,0.12662512063980103,,0.12821204960346222,,0.12964734435081482,,0.13002660870552063,,0.12969253957271576,,0.12986372411251068,,0.9522089958190918,,0.9058316946029663,,0.7443129420280457,,0.8598008155822754,,0.8150845170021057,,0.7761793732643127,,0.7491186261177063,,0.7330209612846375,,0.72659832239151,,0.7258183360099792,,0.7325310707092285,,573.101806640625,,564.8047485351562,,540.8218994140625,,556.765625,,550.288330078125,,546.0919799804688,,542.35400390625,,539.694580078125,,538.7261962890625,,538.8505859375,,539.5023803710938,
4,,2812.1630859375,9.999999747378752e-05,,0.0,,156.63442993164062,,411.7373352050781,,158.0625762939453,,180.8682861328125,,256.96844482421875,,306.6517333984375,,299.642822265625,,289.8570556640625,,349.04815673828125,,402.692138671875,14,4.0,,0.0821627527475357,,0.1045166626572609,,0.13308124244213104,,0.12082389742136002,,0.1305282562971115,,0.13269509375095367,,0.1343672126531601,,0.13434793055057526,,0.13335810601711273,,0.13255833089351654,,0.13334108889102936,,0.7142294645309448,,0.7025296688079834,,0.6698634028434753,,0.6869713068008423,,0.6735527515411377,,0.6628254652023315,,0.6553337574005127,,0.6508533954620361,,0.6440588235855103,,0.6446319818496704,,0.6537482738494873,,568.8048706054688,,552.827392578125,,529.6123657226562,,540.15380859375,,531.8601684570312,,528.9098510742188,,526.685791015625,,526.0518188476562,,525.7578735351562,,526.4114990234375,,527.1781616210938
4,1316.9842529296875,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,9.999999747378752e-05,0.0,,113.00260925292969,,205.78656005859375,,114.22335052490234,,114.3072280883789,,133.73153686523438,,157.3356170654297,,168.6112060546875,,197.01690673828125,,211.67613220214844,,184.89651489257812,,15,5.0,0.10133665055036545,,0.1128954291343689,,0.1379006952047348,,0.1221204325556755,,0.12962523102760315,,0.1326732486486435,,0.13564379513263702,,0.1373126357793808,,0.1377476155757904,,0.13752484321594238,,0.13804545998573303,,0.8689694404602051,,0.8364647626876831,,0.7130967378616333,,0.8041006922721863,,0.768603503704071,,0.7413855195045471,,0.723274827003479,,0.7127267122268677,,0.7035400867462158,,0.7000162601470947,,0.7040789127349854,,568.0514526367188,,559.3379516601562,,532.0482177734375,,551.3704223632812,,543.5191040039062,,538.725830078125,,534.74658203125,,532.3826293945312,,530.9373168945312,,530.6298828125,,530.8114624023438,
5,,,9.999999747378752e-05,0.0,,99.48135375976562,,221.06243896484375,,102.5614013671875,,119.38599395751953,,132.89932250976562,,146.9611358642578,,183.14593505859375,,189.96636962890625,,206.6855010986328,,186.25286865234375,,16,5.0,0.10506664961576462,,0.11724366992712021,,0.1453460454940796,,0.12707309424877167,,0.1354348510503769,,0.14010192453861237,,0.14309966564178467,,0.14487098157405853,,0.14506416022777557,,0.14543293416500092,,0.14545585215091705,,0.8370123505592346,,0.8049612045288086,,0.6976149678230286,,0.7726588249206543,,0.7387102842330933,,0.7154528498649597,,0.7008873820304871,,0.6907575130462646,,0.6835882663726807,,0.6819398403167725,,0.6871390342712402,,563.8128051757812,,554.2957763671875,,525.1672973632812,,545.4736938476562,,536.6915283203125,,530.92333984375,,527.0838623046875,,524.5347290039062,,523.3983764648438,,522.9163818359375,,523.6393432617188,
5,,,9.999999747378752e-05,0.0,,89.74921417236328,,230.8983917236328,,104.40471649169922,,115.57783508300781,,133.0701904296875,,138.2676544189453,,167.7371826171875,,186.32962036132812,,219.67242431640625,,200.70985412597656,,17,5.0,0.10710938274860382,,0.12211630493402481,,0.15265919268131256,,0.1341865360736847,,0.14168371260166168,,0.14780156314373016,,0.15053658187389374,,0.15221695601940155,,0.15192797780036926,,0.15254594385623932,,0.15207651257514954,,0.8209332227706909,,0.7891242504119873,,0.6837834715843201,,0.755877673625946,,0.7218727469444275,,0.69938063621521,,0.6853854060173035,,0.673903226852417,,0.6682450771331787,,0.6673341989517212,,0.6726623177528381,,561.4660034179688,,550.0201416015625,,518.3560180664062,,539.389404296875,,530.716064453125,,523.8001098632812,,520.005126953125,,517.1650390625,,516.4921875,,515.9302978515625,,517.0704956054688,
5,,3916.40283203125,9.999999747378752e-05,,0.0,,429.72442626953125,,399.005126953125,,396.7098083496094,,348.90606689453125,,392.947265625,,401.99224853515625,,419.11126708984375,,393.184326171875,,393.27569580078125,,341.54656982421875,17,5.0,,0.158658966422081,,0.16214619576931,,0.16127632558345795,,0.1615033596754074,,0.16259534657001495,,0.16873376071453094,,0.16810348629951477,,0.1674751490354538,,0.16519246995449066,,0.16454601287841797,,0.16149303317070007,,0.6525816917419434,,0.6320825219154358,,0.6815866827964783,,0.6218994855880737,,0.6176316142082214,,0.6171790957450867,,0.6225976943969727,,0.6324154138565063,,0.6397298574447632,,0.6450033187866211,,0.6604077219963074,,509.3484802246094,,503.3171081542969,,512.289306640625,,501.89727783203125,,500.3023681640625,,495.7769470214844,,497.2885437011719,,499.603759765625,,502.5567932128906,,503.9536437988281,,508.71209716796875
5,1591.8023681640625,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,9.999999747378752e-05,0.0,,76.14315795898438,,237.39915466308594,,87.47525024414062,,88.90808868408203,,112.72943878173828,,122.42635345458984,,127.42863464355469,,147.41322326660156,,172.37026977539062,,189.0400390625,,18,6.0,0.11706753075122833,,0.13311968743801117,,0.16012024879455566,,0.1455274075269699,,0.1510692685842514,,0.15645407140254974,,0.15886621177196503,,0.15938067436218262,,0.159568190574646,,0.15994632244110107,,0.15946777164936066,,0.9278696179389954,,0.8707966804504395,,0.7017809152603149,,0.8135210275650024,,0.7594693899154663,,0.7202664017677307,,0.695731520652771,,0.6839584112167358,,0.6792096495628357,,0.6811864376068115,,0.6887171268463135,,563.5078125,,550.9014282226562,,516.1244506835938,,538.7570190429688,,529.49951171875,,521.1098022460938,,516.0419921875,,513.916748046875,,513.05322265625,,513.110595703125,,514.589599609375,
