epoch,epoch_train_loss,epoch_validation_loss,opt_param_group_lr,sinkhorn_0.0_training,sinkhorn_0.0_validation,sinkhorn_3.0_training,sinkhorn_3.0_validation,sinkhorn_5.0_training,sinkhorn_5.0_validation,step,total_epochs,velo_f_0.0_training,velo_f_0.0_validation,velo_f_3.0_training,velo_f_3.0_validation,velo_f_5.0_training,velo_f_5.0_validation,velo_g_0.0_training,velo_g_0.0_validation,velo_g_3.0_training,velo_g_3.0_validation,velo_g_5.0_training,velo_g_5.0_validation,velo_ratio_0.0_training,velo_ratio_0.0_validation,velo_ratio_3.0_training,velo_ratio_3.0_validation,velo_ratio_5.0_training,velo_ratio_5.0_validation
1,,,3.9999998989515007e-05,0.0,,718.87744140625,,913.5972900390625,,20,1.0,0.04625139757990837,,0.045947831124067307,,0.04577661678195,,2.39742112159729,,2.3412022590637207,,2.3035035133361816,,615.3911743164062,,615.2257080078125,,615.1031494140625,
1,,,3.9999998989515007e-05,0.0,,687.2816162109375,,921.9901123046875,,21,1.0,0.047945160418748856,,0.04763990268111229,,0.04745178669691086,,2.401285171508789,,2.3490259647369385,,2.3139548301696777,,615.0567016601562,,614.9008178710938,,614.7886352539062,
1,,,3.9999998989515007e-05,0.0,,731.6986083984375,,939.6624145507812,,22,1.0,0.049469828605651855,,0.049149733036756516,,0.04894283413887024,,2.416271686553955,,2.3504014015197754,,2.314133644104004,,614.8050537109375,,614.588134765625,,614.4699096679688,
1,,,3.9999998989515007e-05,0.0,,681.203857421875,,917.72265625,,23,1.0,0.051199283450841904,,0.05088253691792488,,0.05064830929040909,,2.3711414337158203,,2.306086778640747,,2.267719268798828,,614.2503051757812,,614.0164184570312,,613.882568359375,
1,,,3.9999998989515007e-05,0.0,,686.4220581054688,,900.3436279296875,,24,1.0,0.05290639400482178,,0.052529603242874146,,0.05228044465184212,,2.321199655532837,,2.2548422813415527,,2.211481809616089,,613.6556396484375,,613.4060668945312,,613.2357177734375,
1,,,3.9999998989515007e-05,0.0,,691.7109375,,922.7543334960938,,25,1.0,0.054515089839696884,,0.05415932089090347,,0.05389941856265068,,2.354243516921997,,2.289588451385498,,2.242541790008545,,613.4755859375,,613.2286376953125,,613.040283203125,
1,,,3.9999998989515007e-05,0.0,,689.1732177734375,,890.1817626953125,,26,1.0,0.05609489604830742,,0.055733807384967804,,0.05546092614531517,,2.353668212890625,,2.2820754051208496,,2.2362890243530273,,613.1403198242188,,612.8484497070312,,612.6611938476562,
1,,,3.9999998989515007e-05,0.0,,645.4549560546875,,881.663330078125,,27,1.0,0.0577106848359108,,0.057295918464660645,,0.05702842399477959,,2.3025126457214355,,2.228877067565918,,2.185248374938965,,612.5307006835938,,612.2129516601562,,612.0195922851562,
1,,,3.9999998989515007e-05,0.0,,723.694580078125,,912.3238525390625,,28,1.0,0.05915303900837898,,0.05882127955555916,,0.05852275714278221,,2.3041234016418457,,2.236192226409912,,2.1930649280548096,,612.2296142578125,,611.9170532226562,,611.7284545898438,
1,,,3.9999998989515007e-05,0.0,,691.393310546875,,925.3643188476562,,29,1.0,0.0608346052467823,,0.060424547642469406,,0.0601225271821022,,2.290586471557617,,2.218339204788208,,2.169010639190674,,611.791259765625,,611.4548950195312,,611.2174682617188,
1,,1573.75,3.99999953515362e-05,,0.0,,743.5763549804688,,838.1065673828125,29,1.0,,0.06315881013870239,,0.06262505799531937,,0.0622476302087307,,2.0135231018066406,,1.9418103694915771,,1.8943612575531006,,609.4144287109375,,608.9783325195312,,608.6780395507812
1,1611.2821044921875,,,,,,,,,29,,,,,,,,,,,,,,,,,,,
2,,,3.9999998989515007e-05,0.0,,698.4033813476562,,891.0850830078125,,30,2.0,0.062389075756073,,0.06192680820822716,,0.061581481248140335,,2.2908308506011963,,2.2166430950164795,,2.166903018951416,,611.45703125,,611.1094360351562,,610.8712768554688,
2,,,3.9999998989515007e-05,0.0,,627.7061767578125,,873.468994140625,,31,2.0,0.06399353593587875,,0.06352631747722626,,0.06318111717700958,,2.222102403640747,,2.1516828536987305,,2.1037793159484863,,610.6836547851562,,610.3251342773438,,610.0740966796875,
2,,,3.9999998989515007e-05,0.0,,724.0709228515625,,880.5093994140625,,32,2.0,0.06557153910398483,,0.06505842506885529,,0.0646984726190567,,2.2529778480529785,,2.1768524646759033,,2.128333568572998,,610.532470703125,,610.1461181640625,,609.89306640625,
2,,,3.9999998989515007e-05,0.0,,654.4146728515625,,874.1663208007812,,33,2.0,0.06713245064020157,,0.06658034026622772,,0.06622244417667389,,2.207784652709961,,2.134550094604492,,2.0822765827178955,,609.888916015625,,609.5013427734375,,609.19970703125,
2,,,3.9999998989515007e-05,0.0,,659.888671875,,866.9127197265625,,34,2.0,0.06862501055002213,,0.0680219978094101,,0.06763976812362671,,2.1852779388427734,,2.103915214538574,,2.0556912422180176,,609.39697265625,,608.9389038085938,,608.6564331054688,
2,,,3.9999998989515007e-05,0.0,,675.9283447265625,,861.4532470703125,,35,2.0,0.0701153501868248,,0.06952017545700073,,0.06915098428726196,,2.1828293800354004,,2.10568904876709,,2.0542075634002686,,609.04248046875,,608.6012573242188,,608.2817993164062,
2,,,3.9999998989515007e-05,0.0,,635.3194580078125,,874.074951171875,,36,2.0,0.07168980687856674,,0.0710793137550354,,0.07067164033651352,,2.177123546600342,,2.0955002307891846,,2.0413355827331543,,608.64404296875,,608.155029296875,,607.8097534179688,
2,,,3.9999998989515007e-05,0.0,,668.4661254882812,,861.565185546875,,37,2.0,0.0733238235116005,,0.07267329841852188,,0.07223160564899445,,2.1033670902252197,,2.0215606689453125,,1.9674937725067139,,607.6914672851562,,607.1547241210938,,606.778564453125,
2,,,3.9999998989515007e-05,0.0,,689.510498046875,,861.0687866210938,,38,2.0,0.07484795898199081,,0.07411567121744156,,0.07366492599248886,,2.1396751403808594,,2.0588088035583496,,2.0050411224365234,,607.6318969726562,,607.1299438476562,,606.7650756835938,
2,,,3.9999998989515007e-05,0.0,,646.809326171875,,858.4481201171875,,39,2.0,0.07635578513145447,,0.07561018317937851,,0.07510285824537277,,2.1554062366485596,,2.0731379985809326,,2.0174717903137207,,607.4129028320312,,606.8973388671875,,606.5254516601562,
2,,,3.9999998989515007e-05,0.0,,682.27685546875,,854.4522705078125,,40,2.0,0.07775330543518066,,0.07697924226522446,,0.07646342366933823,,2.113797187805176,,2.0325613021850586,,1.9786947965621948,,606.7434692382812,,606.2069702148438,,605.82763671875,
2,,,3.9999998989515007e-05,0.0,,665.9200439453125,,871.228759765625,,41,2.0,0.07924547046422958,,0.07845240086317062,,0.07789351046085358,,2.131006956100464,,2.047003984451294,,1.9861799478530884,,606.5448608398438,,605.984130859375,,605.544921875,
2,,,3.9999998989515007e-05,0.0,,671.9395751953125,,850.9754638671875,,42,2.0,0.08081427961587906,,0.07999848574399948,,0.07941626757383347,,2.152373790740967,,2.0636651515960693,,2.0070440769195557,,606.3676147460938,,605.7677001953125,,605.3722534179688,
2,,,3.9999998989515007e-05,0.0,,668.560791015625,,861.7482299804688,,43,2.0,0.08234621584415436,,0.08149077743291855,,0.08091367781162262,,2.1229629516601562,,2.0338473320007324,,1.977147102355957,,605.7562866210938,,605.126953125,,604.7052001953125,
2,,,3.9999998989515007e-05,0.0,,689.2683715820312,,851.1692504882812,,44,2.0,0.08369215577840805,,0.08284459263086319,,0.0822637602686882,,2.0947718620300293,,2.007194995880127,,1.9495340585708618,,605.1832885742188,,604.533447265625,,604.079833984375,
2,,2215.517578125,3.9999998989515007e-05,,0.0,,1025.836669921875,,1190.68115234375,44,2.0,,0.08580457419157028,,0.08483579754829407,,0.08388769626617432,,2.6638565063476562,,2.575240135192871,,2.522005081176758,,608.9984130859375,,608.6371459960938,,608.4794921875
2,1536.7205810546875,,,,,,,,,44,,,,,,,,,,,,,,,,,,,
3,,,3.9999998989515007e-05,0.0,,668.2171630859375,,856.879150390625,,45,3.0,0.08531711250543594,,0.08444004505872726,,0.08381976187229156,,2.083981990814209,,1.9893229007720947,,1.9341809749603271,,604.6978149414062,,603.9568481445312,,603.5197143554688,
3,,,3.9999998989515007e-05,0.0,,628.59423828125,,839.0457763671875,,46,3.0,0.0868501290678978,,0.08595853298902512,,0.08532460778951645,,2.0784595012664795,,1.982424020767212,,1.9230389595031738,,604.28173828125,,603.5078735351562,,603.0120239257812,
3,,,3.9999998989515007e-05,0.0,,653.2941284179688,,832.2003173828125,,47,3.0,0.08825898170471191,,0.08737596869468689,,0.08669187128543854,,2.046955108642578,,1.949782371520996,,1.8897409439086914,,603.6272583007812,,602.7942504882812,,602.27294921875,
3,,,3.9999998989515007e-05,0.0,,679.2380981445312,,865.8953857421875,,48,3.0,0.08980128169059753,,0.08882111310958862,,0.08815871924161911,,2.0756478309631348,,1.9795502424240112,,1.919273018836975,,603.5551147460938,,602.7666015625,,602.2442626953125,
3,,,3.9999998989515007e-05,0.0,,681.3017578125,,842.8877563476562,,49,3.0,0.09126096963882446,,0.09034736454486847,,0.08961305767297745,,2.060429334640503,,1.9657105207443237,,1.9035441875457764,,603.0501098632812,,602.23046875,,601.6831665039062,
3,,,3.9999998989515007e-05,0.0,,640.8945922851562,,838.2564697265625,,50,3.0,0.09280949085950851,,0.09184467047452927,,0.09108974784612656,,2.044875383377075,,1.947709560394287,,1.886672854423523,,602.5128173828125,,601.644775390625,,601.0927734375,
3,,,3.9999998989515007e-05,0.0,,713.3991088867188,,838.3885498046875,,51,3.0,0.09433204680681229,,0.09332172572612762,,0.0924815759062767,,2.026520252227783,,1.9355833530426025,,1.8726222515106201,,601.9422607421875,,601.1255493164062,,600.5509033203125,
3,,,3.9999998989515007e-05,0.0,,666.6185302734375,,846.0599365234375,,52,3.0,0.09556104242801666,,0.09457964450120926,,0.09373626857995987,,2.0009775161743164,,1.9024226665496826,,1.8385703563690186,,601.3494873046875,,600.3895263671875,,599.7683715820312,
3,,,3.9999998989515007e-05,0.0,,653.831787109375,,826.2998046875,,53,3.0,0.09721098840236664,,0.09617152065038681,,0.09531763941049576,,2.0005860328674316,,1.8963954448699951,,1.833824872970581,,600.9405517578125,,599.9007568359375,,599.2814331054688,
3,,,3.9999998989515007e-05,0.0,,667.5166625976562,,845.04541015625,,54,3.0,0.09867876768112183,,0.09760298579931259,,0.0966702476143837,,2.0020434856414795,,1.8975565433502197,,1.8323915004730225,,600.5984497070312,,599.5465087890625,,598.900146484375,
3,,,3.9999998989515007e-05,0.0,,634.787841796875,,825.299072265625,,55,3.0,0.10017497837543488,,0.09902923554182053,,0.09796281158924103,,1.9495627880096436,,1.8508920669555664,,1.787412405014038,,599.5723876953125,,598.5344848632812,,597.8969116210938,
3,,,3.9999998989515007e-05,0.0,,623.651611328125,,806.46533203125,,56,3.0,0.10169098526239395,,0.10044612735509872,,0.09941915422677994,,1.9622515439987183,,1.8577799797058105,,1.7936033010482788,,599.3567504882812,,598.2584228515625,,597.59228515625,
3,,,3.9999998989515007e-05,0.0,,650.7511596679688,,839.939453125,,57,3.0,0.10313606262207031,,0.10189583152532578,,0.10081484168767929,,1.9379007816314697,,1.835568904876709,,1.7663147449493408,,598.6730346679688,,597.5521850585938,,596.7875366210938,
3,,,3.9999998989515007e-05,0.0,,686.471435546875,,859.2485961914062,,58,3.0,0.10464096069335938,,0.10339828580617905,,0.10229521989822388,,1.973009705543518,,1.8717530965805054,,1.8067848682403564,,598.76318359375,,597.6844482421875,,597.0119018554688,
3,,,3.9999998989515007e-05,0.0,,655.1199951171875,,839.921630859375,,59,3.0,0.10607563704252243,,0.10472311079502106,,0.1036028191447258,,1.9388095140457153,,1.8301070928573608,,1.7618788480758667,,597.9434204101562,,596.7162475585938,,595.944580078125,
3,,1219.9407958984375,3.9999998989515007e-05,,0.0,,524.5287475585938,,699.0573120117188,59,3.0,,0.10719603300094604,,0.10507223755121231,,0.10391660779714584,,1.997263789176941,,1.8816392421722412,,1.8135331869125366,,598.451416015625,,597.3902587890625,,596.6769409179688
3,1500.3677978515625,,,,,,,,,59,,,,,,,,,,,,,,,,,,,
4,,,3.9999998989515007e-05,0.0,,626.57861328125,,810.8126831054688,,60,4.0,0.10767505317926407,,0.10613565891981125,,0.10498505085706711,,1.8651715517044067,,1.7577548027038574,,1.691906452178955,,596.4686279296875,,595.1738891601562,,594.359375,
4,,,3.9999998989515007e-05,0.0,,667.107177734375,,795.228759765625,,61,4.0,0.10914663225412369,,0.10759074985980988,,0.10640259832143784,,1.869195580482483,,1.7642619609832764,,1.6983250379562378,,596.1448364257812,,594.8801879882812,,594.0668334960938,
4,,,3.9999998989515007e-05,0.0,,657.208251953125,,790.9122314453125,,62,4.0,0.11068649590015411,,0.10902615636587143,,0.1078285202383995,,1.855675458908081,,1.7464215755462646,,1.6795997619628906,,595.531982421875,,594.1755981445312,,593.3126220703125,
4,,,3.9999998989515007e-05,0.0,,606.4796142578125,,788.2808837890625,,63,4.0,0.1121387630701065,,0.11039271205663681,,0.10913294553756714,,1.8481796979904175,,1.7388250827789307,,1.6682112216949463,,595.0305786132812,,593.6595458984375,,592.7183837890625,
4,,,3.9999998989515007e-05,0.0,,600.5171508789062,,781.4837036132812,,64,4.0,0.11369671672582626,,0.11191049963235855,,0.11054723709821701,,1.8212844133377075,,1.7105700969696045,,1.641442060470581,,594.1764526367188,,592.7164916992188,,591.77978515625,
4,,,3.9999998989515007e-05,0.0,,713.5389404296875,,788.6312866210938,,65,4.0,0.1151527538895607,,0.11333364248275757,,0.11196906864643097,,1.839667797088623,,1.7300612926483154,,1.662703275680542,,594.0946044921875,,592.6749877929688,,591.78271484375,
4,,,3.9999998989515007e-05,0.0,,637.036376953125,,807.05126953125,,66,4.0,0.11684072017669678,,0.11485033482313156,,0.11345155537128448,,1.820813775062561,,1.7101596593856812,,1.6405842304229736,,593.3270263671875,,591.8721313476562,,590.9016723632812,
4,,,3.9999998989515007e-05,0.0,,658.3033447265625,,779.3140869140625,,67,4.0,0.11833508312702179,,0.11632204055786133,,0.11481614410877228,,1.8085417747497559,,1.6959261894226074,,1.6265335083007812,,592.7125244140625,,591.1758422851562,,590.2035522460938,
4,,,3.9999998989515007e-05,0.0,,624.5830078125,,790.8349609375,,68,4.0,0.11992841213941574,,0.11788516491651535,,0.11637597531080246,,1.7788925170898438,,1.6653310060501099,,1.5990029573440552,,591.7457885742188,,590.107177734375,,589.1395263671875,
4,,,3.9999998989515007e-05,0.0,,626.528076171875,,795.5691528320312,,69,4.0,0.12154565006494522,,0.11951567232608795,,0.11793601512908936,,1.7814536094665527,,1.6666481494903564,,1.5972349643707275,,591.3513793945312,,589.6591796875,,588.6264038085938,
4,,,3.9999998989515007e-05,0.0,,617.5460205078125,,759.1578979492188,,70,4.0,0.12281303852796555,,0.12065799534320831,,0.11900141090154648,,1.744564175605774,,1.6316770315170288,,1.565586805343628,,590.2968139648438,,588.5732421875,,587.5724487304688,
4,,,3.9999998989515007e-05,0.0,,607.3779296875,,782.7567749023438,,71,4.0,0.12443368881940842,,0.12217354774475098,,0.1204880028963089,,1.7732579708099365,,1.6589235067367554,,1.590720534324646,,590.40625,,588.71923828125,,587.7015380859375,
4,,,3.9999998989515007e-05,0.0,,638.6897583007812,,784.6881103515625,,72,4.0,0.1259404718875885,,0.12365758419036865,,0.12193717807531357,,1.76727294921875,,1.653376817703247,,1.5846894979476929,,589.8765869140625,,588.1638793945312,,587.1185913085938,
4,,,3.9999998989515007e-05,0.0,,601.274169921875,,775.8875122070312,,73,4.0,0.12740713357925415,,0.12501002848148346,,0.12318921089172363,,1.7405420541763306,,1.6252763271331787,,1.5543527603149414,,588.9359741210938,,587.1334838867188,,586.0009155273438,
4,,,3.9999998989515007e-05,0.0,,603.76904296875,,745.2261352539062,,74,4.0,0.12901704013347626,,0.12655137479305267,,0.12463362514972687,,1.724819540977478,,1.6088924407958984,,1.5405281782150269,,588.1593627929688,,586.2900390625,,585.202880859375,
4,,1355.509765625,3.9999998989515007e-05,,0.0,,577.942626953125,,780.6805419921875,74,4.0,,0.1286030262708664,,0.12598736584186554,,0.12403874844312668,,1.8569492101669312,,1.7317560911178589,,1.659627914428711,,590.8521118164062,,589.1536865234375,,588.188720703125
4,1417.491455078125,,,,,,,,,74,,,,,,,,,,,,,,,,,,,
5,,,3.9999998989515007e-05,0.0,,624.6934814453125,,806.425537109375,,75,5.0,0.13030457496643066,,0.1278568059206009,,0.1260140836238861,,1.7920410633087158,,1.6765117645263672,,1.6062464714050293,,589.1722412109375,,587.4497680664062,,586.3892211914062,
5,,,3.9999998989515007e-05,0.0,,652.548583984375,,822.1463623046875,,76,5.0,0.13204722106456757,,0.1295391023159027,,0.12752807140350342,,1.785784363746643,,1.6697747707366943,,1.5976204872131348,,588.574951171875,,586.8124389648438,,585.7252807617188,
5,,,3.9999998989515007e-05,0.0,,669.133056640625,,802.6461791992188,,77,5.0,0.13328464329242706,,0.13077250123023987,,0.1287502497434616,,1.7932648658752441,,1.6778886318206787,,1.6062920093536377,,588.389892578125,,586.6380615234375,,585.5656127929688,
5,,,3.9999998989515007e-05,0.0,,659.97216796875,,823.4451904296875,,78,5.0,0.13486848771572113,,0.13241536915302277,,0.1304643601179123,,1.7888333797454834,,1.6756961345672607,,1.6047523021697998,,587.87109375,,586.1138305664062,,585.0115356445312,
5,,,3.9999998989515007e-05,0.0,,630.9091796875,,793.5506591796875,,79,5.0,0.13651028275489807,,0.13391125202178955,,0.13177917897701263,,1.7705409526824951,,1.655322790145874,,1.5810033082962036,,587.0439453125,,585.205810546875,,584.0189208984375,
5,,,3.9999998989515007e-05,0.0,,627.063232421875,,783.0440673828125,,80,5.0,0.1377222090959549,,0.13497863709926605,,0.13275419175624847,,1.7509863376617432,,1.6317470073699951,,1.5612744092941284,,586.2916259765625,,584.3240966796875,,583.2083129882812,
5,,,3.9999998989515007e-05,0.0,,640.25146484375,,774.7381591796875,,81,5.0,0.13936010003089905,,0.13663306832313538,,0.13440409302711487,,1.7249877452850342,,1.6085662841796875,,1.5360502004623413,,585.2581787109375,,583.2510375976562,,582.0156860351562,
5,,,3.9999998989515007e-05,0.0,,659.433349609375,,768.6051635742188,,82,5.0,0.14098022878170013,,0.13810856640338898,,0.13567028939723969,,1.704143762588501,,1.5887372493743896,,1.519559621810913,,584.3204345703125,,582.290771484375,,581.15576171875,
5,,,3.9999998989515007e-05,0.0,,672.9859619140625,,775.9918823242188,,83,5.0,0.1424417346715927,,0.13952277600765228,,0.13701917231082916,,1.72385835647583,,1.60215425491333,,1.5290223360061646,,584.367919921875,,582.2161254882812,,580.9968872070312,
5,,,3.9999998989515007e-05,0.0,,654.4888916015625,,780.91943359375,,84,5.0,0.14398281276226044,,0.14112979173660278,,0.13867789506912231,,1.7262595891952515,,1.6076370477676392,,1.5367776155471802,,583.991943359375,,581.8770751953125,,580.6945190429688,
5,,,3.9999998989515007e-05,0.0,,629.7420654296875,,779.1265869140625,,85,5.0,0.14539821445941925,,0.14230921864509583,,0.13970139622688293,,1.6807444095611572,,1.5616672039031982,,1.4886598587036133,,582.4942016601562,,580.2672119140625,,578.9588012695312,
5,,,3.9999998989515007e-05,0.0,,605.6419067382812,,755.9844970703125,,86,5.0,0.14709734916687012,,0.14398211240768433,,0.14126423001289368,,1.6728672981262207,,1.556679129600525,,1.4875166416168213,,581.8076171875,,579.6089477539062,,578.4186401367188,
5,,,3.9999998989515007e-05,0.0,,633.418212890625,,778.115234375,,87,5.0,0.14851896464824677,,0.14533081650733948,,0.1425921469926834,,1.6905418634414673,,1.5690211057662964,,1.4962105751037598,,581.8453369140625,,579.5453491210938,,578.2572021484375,
5,,,3.9999998989515007e-05,0.0,,633.1636962890625,,783.365478515625,,88,5.0,0.15011928975582123,,0.1469058245420456,,0.14414192736148834,,1.7323626279830933,,1.6069276332855225,,1.5319502353668213,,582.4230346679688,,580.1255493164062,,578.840087890625,
5,,,3.9999998989515007e-05,0.0,,656.8525390625,,784.4193725585938,,89,5.0,0.15174470841884613,,0.1483965963125229,,0.145473912358284,,1.6820687055587769,,1.561583161354065,,1.489173412322998,,580.7073364257812,,578.3882446289062,,577.1104125976562,
5,,1793.3399658203125,3.9999998989515007e-05,,0.0,,852.1531372070312,,943.5952758789062,89,5.0,,0.15574099123477936,,0.15230992436408997,,0.14904791116714478,,2.085214853286743,,1.9475983381271362,,1.8614501953125,,588.2136840820312,,586.5095825195312,,585.605712890625
5,1430.85498046875,,,,,,,,,89,,,,,,,,,,,,,,,,,,,
6,,,3.9999998989515007e-05,0.0,,540.6612548828125,,681.0799560546875,,90,6.0,0.15292790532112122,,0.14921192824840546,,0.1459125131368637,,1.5176258087158203,,1.3920636177062988,,1.3191912174224854,,575.6314697265625,,572.55517578125,,570.9196166992188,
6,,,3.9999998989515007e-05,0.0,,538.0284423828125,,691.435302734375,,91,6.0,0.1545439511537552,,0.15089820325374603,,0.147514209151268,,1.5062270164489746,,1.3789976835250854,,1.3063334226608276,,574.7510375976562,,571.484375,,569.8139038085938,
6,,,3.9999998989515007e-05,0.0,,548.8429565429688,,663.3033447265625,,92,6.0,0.15592138469219208,,0.15211133658885956,,0.14867070317268372,,1.4947470426559448,,1.3703374862670898,,1.2962379455566406,,573.931640625,,570.730712890625,,568.968505859375,
6,,,3.9999998989515007e-05,0.0,,519.5053100585938,,669.2236328125,,93,6.0,0.15748803317546844,,0.15358982980251312,,0.150074765086174,,1.492737054824829,,1.366703748703003,,1.292015790939331,,573.3616943359375,,570.0730590820312,,568.2714233398438,
